col_1,col_2,col_3,division
,City Commissioners - Republican,District Council 9th District - Republican,1
,Al Schmidt,Kevin Strickland,1
Al Schmidt,3,1,1
Kevin Strickland,,1,1
Total,4,2,1
,District Council 9th District - Republican,City Commissioners - Republican,2
,Kevin Strickland,Al Schmidt,2
Kevin Strickland,1,2,2
Al Schmidt,,0,2
Total,3,2,2
,City Commissioners - Republican,District Council 9th District - Republican,3
,Al Schmidt,Kevin Strickland,3
Al Schmidt,0,4,3
Kevin Strickland,,0,3
Total,4,4,3
,City Commissioners - Republican,District Council 9th District - Republican,4
,Al Schmidt,Kevin Strickland,4
Al Schmidt,0,3,4
Kevin Strickland,,0,4
Total,3,3,4
,District Council 9th District - Republican,City Commissioners - Republican,5
,Kevin Strickland,Al Schmidt,5
Kevin Strickland,1,0,5
Al Schmidt,,0,5
Total,1,0,5
,City Commissioners - Republican,District Council 9th District - Republican,6
,Al Schmidt,Kevin Strickland,6
Al Schmidt,2,5,6
Kevin Strickland,,0,6
Total,7,5,6
,City Commissioners - Republican,District Council 9th District - Republican,7
,Al Schmidt,Kevin Strickland,7
Al Schmidt,2,4,7
Kevin Strickland,,0,7
Total,6,4,7
,City Commissioners - Republican,District Council 9th District - Republican,9
,Al Schmidt,Kevin Strickland,9
Al Schmidt,1,0,9
Kevin Strickland,,0,9
Total,1,0,9
,City Commissioners - Republican,District Council 9th District - Republican,10
,Al Schmidt,Kevin Strickland,10
Al Schmidt,1,0,10
Kevin Strickland,,0,10
Total,1,0,10
,City Commissioners - Republican,District Council 9th District - Republican,11
,Al Schmidt,Kevin Strickland,11
Al Schmidt,0,1,11
Kevin Strickland,,0,11
Total,1,1,11
,City Commissioners - Republican,District Council 9th District - Republican,13
,Al Schmidt,Kevin Strickland,13
Al Schmidt,1,1,13
Kevin Strickland,,0,13
Total,2,1,13
,City Commissioners - Republican,District Council 9th District - Republican,14
,Al Schmidt,Kevin Strickland,14
Al Schmidt,1,0,14
Kevin Strickland,,0,14
Total,1,0,14
,City Commissioners - Republican,District Council 9th District - Republican,15
,Al Schmidt,Kevin Strickland,15
Al Schmidt,1,5,15
Kevin Strickland,,0,15
Total,6,5,15
,City Commissioners - Republican,District Council 9th District - Republican,16
,Al Schmidt,Kevin Strickland,16
Al Schmidt,0,1,16
Kevin Strickland,,0,16
Total,1,1,16
,City Commissioners - Republican,District Council 9th District - Republican,17
,Al Schmidt,Kevin Strickland,17
Al Schmidt,0,3,17
Kevin Strickland,,0,17
Total,3,3,17
,City Commissioners - Republican,District Council 9th District - Republican,21
,Al Schmidt,Kevin Strickland,21
Al Schmidt,1,0,21
Kevin Strickland,,0,21
Total,1,0,21
,City Commissioners - Republican,District Council 9th District - Republican,22
,Al Schmidt,Kevin Strickland,22
Al Schmidt,1,2,22
Kevin Strickland,,0,22
Total,3,2,22
,District Council 9th District - Republican,City Commissioners - Republican,23
,Kevin Strickland,Al Schmidt,23
Kevin Strickland,1,5,23
Al Schmidt,,0,23
Total,6,5,23
,City Commissioners - Republican,District Council 9th District - Republican,24
,Al Schmidt,Kevin Strickland,24
Al Schmidt,1,3,24
Kevin Strickland,,1,24
Total,4,4,24
,City Commissioners - Republican,District Council 9th District - Republican,25
,Al Schmidt,Kevin Strickland,25
Al Schmidt,1,3,25
Kevin Strickland,,0,25
Total,4,3,25
,City Commissioners - Republican,District Council 9th District - Republican,26
,Al Schmidt,Kevin Strickland,26
Al Schmidt,0,1,26
Kevin Strickland,,0,26
Total,1,1,26
,City Commissioners - Republican,District Council 9th District - Republican,28
,Al Schmidt,Kevin Strickland,28
Al Schmidt,0,2,28
Kevin Strickland,,0,28
Total,2,2,28
,City Commissioners - Republican,District Council 9th District - Republican,All
,Al Schmidt,Kevin Strickland,All
Al Schmidt,16,46,All
Kevin Strickland,,5,All
Total,62,51,All
