col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,division
,Judge Of The Superior Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Alice Beck Dubow,Robert Colville,Abbe Fletman,Kai Scott,Brian T Ortelere,Chris Mallios,Rainy Papademetriou,Ken Powell,Anthony Kyriakakis,Betsy Wahl,Stephanie M Sawyer,James F Berardinelli,Jodi Lobel,Vincent N Melchiorre,Stella Tsai,Chris Mccabe,Mia Roberts Perez,Tracy B Roman,Jennifer Schultz,Daine Grey Jr,Lucretia Clemons,Lyris Younge,Jon Marshall,Scott Diclaudio,Lynne M Summers,Marissa Brumbach,Thomas Martin,William J Ciancaglini,Deborah Watson Stokes,Edward William Louden Jr,Leon A King Ii,Leon Goodman,Shanese Johnson,Frances Fattah,Rania Major,Sandjai Weaver,Vince Giusini,Franklin A Bennett Iii,Michael Fanning,Sherman Toppin,Starr Marshall Cash,Tangie M Boston,Vincent Furlong,Wayne M D Bennett,Joshua Hill,1
Alice Beck Dubow,8,0,38,31,30,28,29,24,23,22,22,21,20,16,14,8,8,7,7,6,6,6,5,5,3,4,4,4,3,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,0,1
Robert Colville,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Abbe Fletman,,,0,32,27,27,27,21,23,23,21,20,19,16,12,7,7,5,4,4,6,3,2,2,3,3,3,2,2,1,2,1,1,1,2,2,2,1,0,0,1,0,1,0,0,1
Kai Scott,,,,0,24,27,25,20,23,22,19,19,19,16,9,7,5,4,2,3,4,1,1,1,1,1,2,1,0,0,2,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1
Brian T Ortelere,,,,,0,20,26,21,21,18,17,21,18,16,6,6,2,3,3,4,4,3,4,3,0,1,3,1,0,3,1,3,0,0,0,1,2,0,0,0,0,0,0,0,0,1
Chris Mallios,,,,,,0,23,15,21,20,17,16,17,14,8,6,4,3,2,2,4,1,2,1,2,1,2,2,0,0,2,0,1,0,0,1,2,1,1,1,0,0,0,0,0,1
Rainy Papademetriou,,,,,,,0,20,22,20,18,21,19,15,7,5,4,2,4,5,3,1,4,3,1,1,3,1,0,2,2,2,1,0,0,1,2,0,1,1,0,0,0,0,0,1
Ken Powell,,,,,,,,0,16,15,13,16,14,12,5,2,3,4,3,5,2,2,4,4,0,1,2,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
