col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,City Commissioners - Republican,Council At Large - Republican,,,,,,,1
,Al Schmidt,David Oh,Al Taubenberger,Dennis M O Brien,Daniel Tinney,Matt Wolfe,Terry Tracy,James Williams,1
Al Schmidt,0,3,3,3,1,1,0,0,1
David Oh,,1,2,2,1,1,0,0,1
Al Taubenberger,,,0,3,1,1,0,0,1
Dennis M O Brien,,,,0,1,1,0,0,1
Daniel Tinney,,,,,1,1,0,0,1
Matt Wolfe,,,,,,0,0,0,1
Terry Tracy,,,,,,,1,0,1
James Williams,,,,,,,,0,1
Total,4,4,3,3,2,1,1,0,1
,Council At Large - Republican,,,,,,,City Commissioners - Republican,2
,David Oh,Dennis M O Brien,Matt Wolfe,Al Taubenberger,Daniel Tinney,James Williams,Terry Tracy,Al Schmidt,2
David Oh,0,4,2,2,2,1,0,3,2
Dennis M O Brien,,0,1,1,1,0,0,2,2
Matt Wolfe,,,1,2,2,1,0,2,2
Al Taubenberger,,,,0,2,1,0,2,2
Daniel Tinney,,,,,0,1,0,2,2
James Williams,,,,,,0,0,1,2
Terry Tracy,,,,,,,0,0,2
Al Schmidt,,,,,,,,0,2
Total,5,4,3,2,2,1,0,3,2
,Council At Large - Republican,,,,,,,City Commissioners - Republican,3
,David Oh,Dennis M O Brien,James Williams,Matt Wolfe,Terry Tracy,Al Taubenberger,Daniel Tinney,Al Schmidt,3
David Oh,0,2,1,2,2,1,1,3,3
Dennis M O Brien,,0,0,1,1,1,1,2,3
James Williams,,,0,0,1,0,0,1,3
Matt Wolfe,,,,0,1,0,1,1,3
Terry Tracy,,,,,0,0,1,1,3
Al Taubenberger,,,,,,0,0,1,3
Daniel Tinney,,,,,,,0,1,3
Al Schmidt,,,,,,,,0,3
Total,5,2,2,2,2,1,1,4,3
,City Commissioners - Republican,Council At Large - Republican,,,,,,,4
,Al Schmidt,David Oh,Terry Tracy,James Williams,Daniel Tinney,Dennis M O Brien,Matt Wolfe,Al Taubenberger,4
Al Schmidt,1,5,4,4,3,3,2,2,4
David Oh,,0,4,5,3,4,2,2,4
Terry Tracy,,,0,3,2,1,1,2,4
James Williams,,,,0,2,2,1,1,4
Daniel Tinney,,,,,0,3,2,3,4
Dennis M O Brien,,,,,,0,2,2,4
Matt Wolfe,,,,,,,0,1,4
Al Taubenberger,,,,,,,,0,4
Total,8,7,6,5,4,4,4,3,4
,Council At Large - Republican,,,,,,,City Commissioners - Republican,5
,David Oh,Al Taubenberger,Daniel Tinney,Dennis M O Brien,James Williams,Matt Wolfe,Terry Tracy,Al Schmidt,5
David Oh,3,0,0,0,0,0,0,1,5
Al Taubenberger,,0,0,0,0,0,0,0,5
Daniel Tinney,,,0,0,0,0,0,0,5
Dennis M O Brien,,,,0,0,0,0,0,5
James Williams,,,,,0,0,0,0,5
Matt Wolfe,,,,,,0,0,0,5
Terry Tracy,,,,,,,0,0,5
Al Schmidt,,,,,,,,0,5
Total,4,0,0,0,0,0,0,1,5
,City Commissioners - Republican,Council At Large - Republican,,,,,,,6
,Al Schmidt,David Oh,James Williams,Terry Tracy,Al Taubenberger,Daniel Tinney,Dennis M O Brien,Matt Wolfe,6
Al Schmidt,1,3,2,2,0,0,0,0,6
David Oh,,0,2,2,0,0,0,0,6
James Williams,,,0,2,0,0,0,0,6
Terry Tracy,,,,0,0,0,0,0,6
Al Taubenberger,,,,,0,0,0,0,6
Daniel Tinney,,,,,,0,0,0,6
Dennis M O Brien,,,,,,,0,0,6
Matt Wolfe,,,,,,,,0,6
Total,4,3,2,2,0,0,0,0,6
,Council At Large - Republican,,,,,,,City Commissioners - Republican,7
,Terry Tracy,Dennis M O Brien,Al Taubenberger,Daniel Tinney,David Oh,James Williams,Matt Wolfe,Al Schmidt,7
Terry Tracy,3,4,3,3,3,1,2,5,7
Dennis M O Brien,,0,4,4,3,1,2,6,7
Al Taubenberger,,,0,2,3,1,2,4,7
Daniel Tinney,,,,0,1,0,1,4,7
David Oh,,,,,0,2,1,4,7
James Williams,,,,,,0,0,2,7
Matt Wolfe,,,,,,,0,2,7
Al Schmidt,,,,,,,,0,7
Total,8,6,4,4,4,2,2,7,7
,Council At Large - Republican,,,,,,,City Commissioners - Republican,8
,David Oh,Dennis M O Brien,Daniel Tinney,Al Taubenberger,James Williams,Matt Wolfe,Terry Tracy,Al Schmidt,8
David Oh,0,4,3,2,2,2,2,5,8
Dennis M O Brien,,0,3,2,1,2,1,2,8
Daniel Tinney,,,0,2,1,2,1,2,8
Al Taubenberger,,,,0,0,2,0,1,8
James Williams,,,,,0,0,2,2,8
Matt Wolfe,,,,,,0,0,1,8
Terry Tracy,,,,,,,0,2,8
Al Schmidt,,,,,,,,0,8
Total,7,4,3,2,2,2,2,5,8
,City Commissioners - Republican,Council At Large - Republican,,,,,,,9
,Al Schmidt,David Oh,James Williams,Al Taubenberger,Daniel Tinney,Matt Wolfe,Terry Tracy,Dennis M O Brien,9
Al Schmidt,0,2,2,1,1,1,1,0,9
David Oh,,0,2,1,1,1,1,0,9
James Williams,,,0,1,1,1,1,0,9
Al Taubenberger,,,,0,1,1,0,0,9
Daniel Tinney,,,,,0,1,0,0,9
Matt Wolfe,,,,,,0,0,0,9
Terry Tracy,,,,,,,0,0,9
Dennis M O Brien,,,,,,,,0,9
Total,2,2,2,1,1,1,1,0,9
,City Commissioners - Republican,Council At Large - Republican,,,,,,,10
,Al Schmidt,David Oh,James Williams,Al Taubenberger,Daniel Tinney,Dennis M O Brien,Matt Wolfe,Terry Tracy,10
Al Schmidt,1,2,2,1,0,1,1,1,10
David Oh,,0,2,1,0,1,1,1,10
James Williams,,,0,1,0,1,1,1,10
