col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,Justice Of The Supreme Court - Democrat,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,All
,Kevin M Dougherty,David Wecht,Anne E Lazarus,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,Derek S Green,Blondell Reynolds Brown,Isaiah Thomas,W Wilson Goode Jr,William K Greenlee,Allan Domb,Sherrie Cohen,Jenne Ayers,Ed Neilson,Helen Gym,Wilson Alexander,Thomas Wyatt,Carla M Cain,Frank Rizzo,Paul Steinke,Marnie Aument Loughrey,All
Kevin M Dougherty,132,643,841,581,182,154,921,959,838,805,722,568,551,354,476,294,242,320,209,178,157,83,All
David Wecht,,120,349,283,65,64,544,502,315,393,356,247,326,281,271,132,196,158,73,81,80,36,All
Anne E Lazarus,,,19,427,99,103,488,599,525,509,375,323,362,254,206,258,134,171,158,151,136,73,All
Christine Donohue,,,,35,99,88,514,418,360,342,248,249,263,338,137,189,196,171,150,107,96,62,All
Dwayne D Woodruff,,,,,7,39,135,134,139,118,71,63,77,68,34,60,63,58,39,35,44,23,All
John Henry Foradora,,,,,,3,116,102,91,83,58,99,69,74,28,47,64,76,62,39,34,19,All
Derek S Green,,,,,,,106,462,520,352,381,327,242,294,228,146,247,229,98,90,107,66,All
Blondell Reynolds Brown,,,,,,,,20,534,695,546,291,476,193,362,183,106,131,113,126,84,64,All
Isaiah Thomas,,,,,,,,,51,509,405,285,256,154,258,214,97,120,82,92,93,24,All
W Wilson Goode Jr,,,,,,,,,,10,477,215,408,126,308,186,77,89,67,148,64,25,All
William K Greenlee,,,,,,,,,,,4,198,358,71,438,101,34,71,42,71,56,34,All
Allan Domb,,,,,,,,,,,,22,121,140,112,126,95,157,106,60,75,45,All
Sherrie Cohen,,,,,,,,,,,,,7,140,246,154,65,86,84,90,56,36,All
Jenne Ayers,,,,,,,,,,,,,,13,33,123,169,107,108,43,56,37,All
Ed Neilson,,,,,,,,,,,,,,,4,45,32,36,8,19,25,17,All
Helen Gym,,,,,,,,,,,,,,,,12,32,57,74,52,65,32,All
Wilson Alexander,,,,,,,,,,,,,,,,,6,95,51,19,35,21,All
Thomas Wyatt,,,,,,,,,,,,,,,,,,5,84,35,85,27,All
Carla M Cain,,,,,,,,,,,,,,,,,,,1,21,33,23,All
Frank Rizzo,,,,,,,,,,,,,,,,,,,,4,21,10,All
Paul Steinke,,,,,,,,,,,,,,,,,,,,,0,28,All
