col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Justice Of The Supreme Court - Republican,,,,,,Council At Large - Republican,,,,,,,All
,Anne Covey,Correale Stevens,Mike George,Judy Olson,Rebecca Warren,Cheryl Allen,David Oh,Dennis M O Brien,Terry Tracy,Daniel Tinney,Al Taubenberger,Matt Wolfe,James Williams,All
Anne Covey,150,"2,859","3,053","2,563","2,184","1,503","5,158","4,503","4,997","4,472","3,774","3,528","3,133",All
Correale Stevens,,156,"1,492",780,"1,502","1,038","3,725","2,588","3,223","2,525","2,108","1,839","2,665",All
Mike George,,,60,"2,012",868,943,"2,624","2,906","2,589","2,991","2,561","2,381","1,533",All
Judy Olson,,,,21,908,817,"2,048","2,230","2,076","2,219","2,107","2,005","1,092",All
Rebecca Warren,,,,,42,"1,094","2,367","2,252","2,042","2,103","1,662","1,609","1,554",All
Cheryl Allen,,,,,,42,"1,804","1,727","1,549","1,616","1,533","1,494","1,064",All
David Oh,,,,,,,378,"4,429","4,735","3,923","3,330","2,896","3,567",All
Dennis M O Brien,,,,,,,,360,"3,669","4,609","3,894","3,153","2,176",All
Terry Tracy,,,,,,,,,120,"3,945","3,054","3,059","3,467",All
Daniel Tinney,,,,,,,,,,164,"3,684","3,478","2,263",All
Al Taubenberger,,,,,,,,,,,181,"3,235","1,575",All
Matt Wolfe,,,,,,,,,,,,87,"1,570",All
James Williams,,,,,,,,,,,,,56,All
Total,"8,919","5,713","5,057","3,895","3,800","3,055","8,859","7,942","7,738","7,441","6,468","5,727","4,937",All
