col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,Justice Of The Supreme Court - Democrat,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,1
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,Blondell Reynolds Brown,W Wilson Goode Jr,Allan Domb,Helen Gym,William K Greenlee,Derek S Green,Sherrie Cohen,Ed Neilson,Jenne Ayers,Thomas Wyatt,Isaiah Thomas,Carla M Cain,Paul Steinke,Wilson Alexander,Frank Rizzo,Marnie Aument Loughrey,1
Kevin M Dougherty,6,20,14,15,7,2,17,14,12,13,12,10,9,10,6,7,9,6,3,6,3,1,1
Anne E Lazarus,,1,8,10,3,2,10,10,7,8,6,8,9,4,6,3,9,3,4,3,4,2,1
Christine Donohue,,,0,9,3,3,11,7,4,7,7,6,6,6,6,3,2,2,1,3,2,2,1
David Wecht,,,,2,5,3,9,8,7,7,7,6,5,5,5,4,5,2,5,2,2,1,1
John Henry Foradora,,,,,0,4,1,2,7,1,2,4,2,0,5,7,1,3,2,3,0,1,1
Dwayne D Woodruff,,,,,,0,3,3,2,4,2,2,4,1,3,3,2,2,2,1,0,2,1
Blondell Reynolds Brown,,,,,,,1,13,5,10,12,7,10,8,3,2,4,0,4,3,1,1,1
W Wilson Goode Jr,,,,,,,,0,3,10,9,5,4,7,3,1,7,1,1,1,3,1,1
Allan Domb,,,,,,,,,0,2,4,6,2,0,4,6,3,3,1,4,1,0,1
Helen Gym,,,,,,,,,,0,7,0,6,7,2,1,4,1,1,0,1,2,1
William K Greenlee,,,,,,,,,,,0,2,7,8,1,0,2,0,3,0,0,1,1
Derek S Green,,,,,,,,,,,,0,2,1,7,4,4,0,2,7,1,0,1
Sherrie Cohen,,,,,,,,,,,,,0,4,3,1,3,3,6,0,1,3,1
Ed Neilson,,,,,,,,,,,,,,0,1,0,1,0,1,0,1,0,1
Jenne Ayers,,,,,,,,,,,,,,,0,5,0,2,2,6,1,2,1
Thomas Wyatt,,,,,,,,,,,,,,,,0,1,4,1,4,0,1,1
Isaiah Thomas,,,,,,,,,,,,,,,,,0,2,2,1,1,1,1
Carla M Cain,,,,,,,,,,,,,,,,,,0,2,0,1,2,1
Paul Steinke,,,,,,,,,,,,,,,,,,,0,0,1,1,1
Wilson Alexander,,,,,,,,,,,,,,,,,,,,0,0,0,1
Frank Rizzo,,,,,,,,,,,,,,,,,,,,,0,0,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,0,1
Total,52,28,27,26,12,8,24,19,18,17,17,16,14,13,13,12,11,8,8,8,5,4,1
,Justice Of The Supreme Court - Democrat,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,2
,Kevin M Dougherty,Christine Donohue,Anne E Lazarus,David Wecht,Dwayne D Woodruff,John Henry Foradora,Isaiah Thomas,Derek S Green,Jenne Ayers,Blondell Reynolds Brown,Allan Domb,Thomas Wyatt,W Wilson Goode Jr,William K Greenlee,Sherrie Cohen,Helen Gym,Carla M Cain,Ed Neilson,Frank Rizzo,Wilson Alexander,Paul Steinke,Marnie Aument Loughrey,2
Kevin M Dougherty,1,6,12,4,6,0,14,10,10,13,8,6,6,5,7,6,4,4,2,2,4,1,2
Christine Donohue,,2,5,4,0,1,2,6,11,3,4,6,1,1,4,3,4,1,0,2,1,2,2
Anne E Lazarus,,,0,4,2,1,7,5,6,7,5,4,3,3,5,5,4,2,2,1,3,2,2
David Wecht,,,,0,0,2,2,9,7,5,4,3,2,3,2,1,4,0,2,2,2,1,2
Dwayne D Woodruff,,,,,0,0,1,1,5,5,1,1,4,1,2,0,0,2,1,1,0,0,2
John Henry Foradora,,,,,,0,1,2,1,0,0,2,0,0,0,0,1,0,1,1,0,1,2
Isaiah Thomas,,,,,,,1,8,2,5,8,5,5,7,2,2,1,3,2,0,2,1,2
Derek S Green,,,,,,,,0,8,2,7,4,1,5,1,0,3,4,2,3,0,1,2
Jenne Ayers,,,,,,,,,0,7,4,4,5,1,6,2,5,3,1,3,1,2,2
Blondell Reynolds Brown,,,,,,,,,,0,5,2,8,5,5,2,3,1,1,0,2,0,2
Allan Domb,,,,,,,,,,,0,3,2,7,3,2,1,3,2,0,2,1,2
Thomas Wyatt,,,,,,,,,,,,0,1,2,2,2,2,1,1,1,1,2,2
W Wilson Goode Jr,,,,,,,,,,,,,0,3,3,0,2,1,1,0,0,0,2
William K Greenlee,,,,,,,,,,,,,,0,0,0,1,3,1,0,1,0,2
Sherrie Cohen,,,,,,,,,,,,,,,0,3,2,1,0,0,1,2,2
Helen Gym,,,,,,,,,,,,,,,,0,1,1,1,0,3,1,2
Carla M Cain,,,,,,,,,,,,,,,,,0,0,0,1,1,1,2
Ed Neilson,,,,,,,,,,,,,,,,,,0,1,1,1,0,2
Frank Rizzo,,,,,,,,,,,,,,,,,,,1,1,1,1,2
Wilson Alexander,,,,,,,,,,,,,,,,,,,,0,0,0,2
Paul Steinke,,,,,,,,,,,,,,,,,,,,,0,0,2
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,0,2
Total,33,17,14,14,7,2,23,21,20,16,13,12,11,9,8,7,6,6,5,5,4,3,2
,Justice Of The Supreme Court - Democrat,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,3
,Kevin M Dougherty,David Wecht,Christine Donohue,Anne E Lazarus,Dwayne D Woodruff,John Henry Foradora,Blondell Reynolds Brown,Derek S Green,W Wilson Goode Jr,Isaiah Thomas,Jenne Ayers,William K Greenlee,Allan Domb,Sherrie Cohen,Ed Neilson,Helen Gym,Thomas Wyatt,Wilson Alexander,Carla M Cain,Frank Rizzo,Paul Steinke,Marnie Aument Loughrey,3
Kevin M Dougherty,5,36,31,38,10,10,63,37,45,35,30,34,30,32,18,14,11,6,10,13,7,3,3
David Wecht,,5,18,17,2,5,30,26,25,19,18,20,11,14,9,12,7,8,2,7,5,0,3
Christine Donohue,,,1,15,4,4,23,21,14,14,16,14,13,16,9,8,10,7,6,8,6,3,3
Anne E Lazarus,,,,1,7,3,34,16,19,18,21,13,19,16,5,7,8,4,8,7,6,1,3
Dwayne D Woodruff,,,,,1,3,13,6,10,8,2,6,5,9,3,4,2,1,1,2,2,1,3
John Henry Foradora,,,,,,0,8,8,6,2,4,6,1,3,1,1,3,0,2,3,2,1,3
Blondell Reynolds Brown,,,,,,,0,28,44,29,17,34,20,27,19,13,8,6,8,10,8,3,3
Derek S Green,,,,,,,,2,23,15,23,13,18,5,0,3,13,10,3,5,8,1,3
W Wilson Goode Jr,,,,,,,,,1,29,11,24,11,18,13,9,2,3,1,9,3,1,3
Isaiah Thomas,,,,,,,,,,5,14,12,8,14,8,8,5,2,2,6,4,1,3
Jenne Ayers,,,,,,,,,,,0,5,12,7,1,4,8,9,7,6,3,1,3
William K Greenlee,,,,,,,,,,,,0,10,15,13,7,3,1,2,2,2,1,3
Allan Domb,,,,,,,,,,,,,1,7,0,4,9,3,6,3,5,0,3
Sherrie Cohen,,,,,,,,,,,,,,0,11,7,2,1,5,6,1,3,3
Ed Neilson,,,,,,,,,,,,,,,0,4,0,0,1,1,0,2,3
Helen Gym,,,,,,,,,,,,,,,,0,0,1,1,2,2,1,3
Thomas Wyatt,,,,,,,,,,,,,,,,,0,3,4,2,6,1,3
Wilson Alexander,,,,,,,,,,,,,,,,,,1,1,0,3,0,3
Carla M Cain,,,,,,,,,,,,,,,,,,,0,3,4,1,3
Frank Rizzo,,,,,,,,,,,,,,,,,,,,0,2,0,3
Paul Steinke,,,,,,,,,,,,,,,,,,,,,0,0,3
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,0,3
Total,103,60,51,49,17,13,80,67,58,50,44,39,36,35,19,19,17,16,15,15,13,4,3
,Justice Of The Supreme Court - Democrat,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,4
,Kevin M Dougherty,David Wecht,Christine Donohue,Anne E Lazarus,John Henry Foradora,Dwayne D Woodruff,Derek S Green,Allan Domb,Blondell Reynolds Brown,Jenne Ayers,Wilson Alexander,Thomas Wyatt,Isaiah Thomas,W Wilson Goode Jr,Sherrie Cohen,William K Greenlee,Ed Neilson,Carla M Cain,Paul Steinke,Helen Gym,Frank Rizzo,Marnie Aument Loughrey,4
Kevin M Dougherty,5,14,13,18,10,3,19,24,22,9,15,16,11,13,10,10,11,11,5,7,5,0,4
David Wecht,,7,8,7,1,2,15,8,10,11,11,8,7,5,5,5,6,1,3,4,2,0,4
Christine Donohue,,,2,4,0,0,13,4,7,6,10,1,4,2,1,3,2,1,0,2,2,0,4
Anne E Lazarus,,,,1,0,2,10,11,15,4,5,6,7,5,5,5,5,0,5,6,4,0,4
John Henry Foradora,,,,,0,1,1,8,1,1,2,8,1,1,2,0,1,8,0,0,0,0,4
Dwayne D Woodruff,,,,,,1,2,3,2,1,3,3,3,1,2,0,1,1,1,0,1,0,4
Derek S Green,,,,,,,2,11,12,9,10,4,9,2,2,4,3,2,4,1,2,0,4
Allan Domb,,,,,,,,0,7,2,6,13,9,2,1,3,3,9,8,3,3,0,4
Blondell Reynolds Brown,,,,,,,,,0,4,5,6,11,11,10,10,10,2,1,5,4,0,4
Jenne Ayers,,,,,,,,,,2,8,4,3,1,3,1,0,3,2,0,0,0,4
Wilson Alexander,,,,,,,,,,,0,6,3,1,1,0,1,2,1,1,3,0,4
Thomas Wyatt,,,,,,,,,,,,1,4,3,2,0,2,8,3,1,0,0,4
Isaiah Thomas,,,,,,,,,,,,,0,6,5,6,3,1,3,2,0,0,4
W Wilson Goode Jr,,,,,,,,,,,,,,1,8,7,9,2,1,3,2,0,4
Sherrie Cohen,,,,,,,,,,,,,,,0,7,6,2,2,2,1,0,4
William K Greenlee,,,,,,,,,,,,,,,,1,7,0,1,2,0,0,4
