col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Judge Of The Superior Court - Democrat,,City Commissioners - Democrat,,,,,,All
,Alice Beck Dubow,Robert Colville,Anthony Clark,Lisa M Deeley,Carol A Jenkins,Tracey L Gordon,Omar Sabir,Will Mega,All
Alice Beck Dubow,"20,471",0,"57,724","35,870","30,254","23,899","22,957","14,865",All
Robert Colville,,"2,636","6,646","3,174","3,041","2,869","2,368","2,746",All
Anthony Clark,,,"7,110","12,188","8,538","9,025","7,706","6,653",All
Lisa M Deeley,,,,"4,536","9,167","4,369","8,128","2,315",All
Carol A Jenkins,,,,,"1,999","6,598","2,119","1,632",All
Tracey L Gordon,,,,,,"2,539","2,852","2,029",All
Omar Sabir,,,,,,,"3,194","2,369",All
Will Mega,,,,,,,,"1,250",All
Total,"135,582","16,142","74,989","47,098","37,577","31,796","30,915","20,450",All
