col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Allan Domb,Frank Rizzo,Paul Steinke,Helen Gym,Derek S Green,Ed Neilson,William K Greenlee,Thomas Wyatt,Jenne Ayers,Sherrie Cohen,W Wilson Goode Jr,Carla M Cain,Wilson Alexander,Blondell Reynolds Brown,Isaiah Thomas,Marnie Aument Loughrey,Christine Hope,Christian Dicicco,Joffie C Pittman,Matthew Perks,Sharon Williams Losier,Gary S Silver,Daniel R Sulman,Franklin A Bennett Iii,1
Allan Domb,4,14,18,12,12,14,14,8,5,6,3,5,5,1,2,1,17,16,14,11,7,8,4,5,1
Frank Rizzo,,1,10,6,8,6,6,6,3,2,6,3,2,2,1,2,6,16,3,7,4,9,4,5,1
Paul Steinke,,,1,11,7,3,8,6,4,0,2,3,2,2,3,0,8,11,6,8,4,5,3,2,1
Helen Gym,,,,3,3,6,11,4,3,6,5,1,1,4,2,0,5,4,8,6,4,2,4,2,1
Derek S Green,,,,,1,5,3,7,5,2,4,1,3,2,2,0,6,10,7,8,6,6,3,1,1
Ed Neilson,,,,,,1,10,3,0,6,3,0,0,1,2,1,8,6,6,4,6,4,1,2,1
William K Greenlee,,,,,,,0,4,3,7,2,0,0,3,1,1,6,7,8,7,5,3,5,3,1
Thomas Wyatt,,,,,,,,0,5,2,1,2,5,1,5,1,8,5,8,7,6,5,6,2,1
Jenne Ayers,,,,,,,,,1,2,1,4,3,1,1,0,4,3,5,4,3,2,3,1,1
Sherrie Cohen,,,,,,,,,,0,3,1,0,2,0,0,4,3,4,2,3,1,2,1,1
W Wilson Goode Jr,,,,,,,,,,,0,1,1,3,2,0,2,6,3,3,1,3,3,2,1
Carla M Cain,,,,,,,,,,,,0,1,0,1,0,4,3,1,4,0,3,1,1,1
Wilson Alexander,,,,,,,,,,,,,0,1,1,1,4,1,5,2,2,2,2,0,1
Blondell Reynolds Brown,,,,,,,,,,,,,,0,0,1,1,1,4,2,2,1,2,0,1
Isaiah Thomas,,,,,,,,,,,,,,,0,0,2,1,2,2,1,1,4,2,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,0,1,1,0,2,1,0,1,1
Christine Hope,,,,,,,,,,,,,,,,,0,6,10,3,8,4,2,1,1
Christian Dicicco,,,,,,,,,,,,,,,,,,1,3,6,3,7,3,5,1
Joffie C Pittman,,,,,,,,,,,,,,,,,,,0,6,7,1,6,0,1
Matthew Perks,,,,,,,,,,,,,,,,,,,,0,1,5,6,2,1
Sharon Williams Losier,,,,,,,,,,,,,,,,,,,,,0,4,0,1,1
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,0,1,1,1
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,0,2,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,45,25,24,23,21,20,20,19,13,11,10,8,7,6,6,2,25,23,21,18,14,12,10,6,1
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,2
