col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,District Council 3rd District - Democrat,City Commissioners - Democrat,,,,,,All
,Jannie L Blackwell,Anthony Clark,Tracey L Gordon,Omar Sabir,Will Mega,Lisa M Deeley,Carol A Jenkins,All
Jannie L Blackwell,284,852,275,240,231,237,164,All
Anthony Clark,,121,126,89,113,166,80,All
Tracey L Gordon,,,33,51,32,20,54,All
Omar Sabir,,,,39,42,23,20,All
Will Mega,,,,,24,35,13,All
Lisa M Deeley,,,,,,14,15,All
Carol A Jenkins,,,,,,,15,All
Total,"1,573","1,053",373,326,310,299,222,All
,District Council 3rd District - Democrat,City Commissioners - Democrat,,,,,,1
,Jannie L Blackwell,Anthony Clark,Tracey L Gordon,Lisa M Deeley,Carol A Jenkins,Will Mega,Omar Sabir,1
Jannie L Blackwell,12,61,17,22,15,14,11,1
Anthony Clark,,3,7,25,11,5,4,1
Tracey L Gordon,,,4,0,5,5,4,1
Lisa M Deeley,,,,0,1,0,0,1
Carol A Jenkins,,,,,0,0,1,1
Will Mega,,,,,,1,2,1
Omar Sabir,,,,,,,2,1
Total,97,73,28,27,18,18,16,1
,District Council 3rd District - Democrat,City Commissioners - Democrat,,,,,,2
,Jannie L Blackwell,Anthony Clark,Will Mega,Tracey L Gordon,Lisa M Deeley,Omar Sabir,Carol A Jenkins,2
Jannie L Blackwell,16,52,22,18,12,11,10,2
Anthony Clark,,8,10,10,6,0,4,2
Will Mega,,,3,0,3,5,0,2
Tracey L Gordon,,,,3,3,2,1,2
Lisa M Deeley,,,,,1,2,1,2
Omar Sabir,,,,,,2,1,2
Carol A Jenkins,,,,,,,3,2
Total,100,63,27,25,16,15,13,2
,District Council 3rd District - Democrat,City Commissioners - Democrat,,,,,,3
,Jannie L Blackwell,Anthony Clark,Tracey L Gordon,Omar Sabir,Will Mega,Carol A Jenkins,Lisa M Deeley,3
Jannie L Blackwell,11,40,21,13,10,8,6,3
Anthony Clark,,8,9,3,7,3,3,3
Tracey L Gordon,,,2,3,1,1,1,3
Omar Sabir,,,,1,2,0,1,3
Will Mega,,,,,0,1,1,3
Carol A Jenkins,,,,,,0,1,3
Lisa M Deeley,,,,,,,0,3
Total,77,51,26,15,12,8,7,3
,District Council 3rd District - Democrat,City Commissioners - Democrat,,,,,,4
,Jannie L Blackwell,Anthony Clark,Tracey L Gordon,Lisa M Deeley,Will Mega,Omar Sabir,Carol A Jenkins,4
Jannie L Blackwell,15,36,23,10,12,10,7,4
Anthony Clark,,11,8,5,5,2,2,4
Tracey L Gordon,,,1,2,1,5,4,4
Lisa M Deeley,,,,1,5,1,0,4
Will Mega,,,,,0,1,1,4
Omar Sabir,,,,,,1,0,4
Carol A Jenkins,,,,,,,0,4
Total,80,52,27,15,15,13,8,4
,District Council 3rd District - Democrat,City Commissioners - Democrat,,,,,,5
,Jannie L Blackwell,Anthony Clark,Lisa M Deeley,Will Mega,Omar Sabir,Tracey L Gordon,Carol A Jenkins,5
Jannie L Blackwell,19,36,12,12,9,8,3,5
Anthony Clark,,9,9,8,3,1,2,5
Lisa M Deeley,,,1,0,2,1,1,5
Will Mega,,,,1,0,2,1,5
Omar Sabir,,,,,1,1,0,5
Tracey L Gordon,,,,,,0,0,5
Carol A Jenkins,,,,,,,0,5
Total,72,48,14,14,11,9,4,5
,District Council 3rd District - Democrat,City Commissioners - Democrat,,,,,,6
,Jannie L Blackwell,Anthony Clark,Will Mega,Tracey L Gordon,Lisa M Deeley,Omar Sabir,Carol A Jenkins,6
Jannie L Blackwell,22,73,22,16,20,16,12,6
Anthony Clark,,6,12,7,19,9,6,6
Will Mega,,,3,2,0,1,1,6
Tracey L Gordon,,,,3,0,3,4,6
Lisa M Deeley,,,,,0,0,0,6
Omar Sabir,,,,,,2,5,6
Carol A Jenkins,,,,,,,0,6
Total,122,83,27,24,21,21,17,6
,District Council 3rd District - Democrat,City Commissioners - Democrat,,,,,,7
,Jannie L Blackwell,Anthony Clark,Lisa M Deeley,Omar Sabir,Tracey L Gordon,Will Mega,Carol A Jenkins,7
Jannie L Blackwell,19,47,18,21,18,15,9,7
Anthony Clark,,7,5,8,8,5,5,7
Lisa M Deeley,,,1,5,5,9,0,7
Omar Sabir,,,,5,3,2,1,7
Tracey L Gordon,,,,,3,3,3,7
Will Mega,,,,,,1,1,7
Carol A Jenkins,,,,,,,0,7
Total,102,62,28,28,27,24,12,7
,District Council 3rd District - Democrat,City Commissioners - Democrat,,,,,,8
,Jannie L Blackwell,Anthony Clark,Tracey L Gordon,Will Mega,Carol A Jenkins,Omar Sabir,Lisa M Deeley,8
Jannie L Blackwell,12,24,14,11,8,10,3,8
Anthony Clark,,7,5,7,6,2,2,8
Tracey L Gordon,,,1,2,2,1,1,8
Will Mega,,,,1,1,4,1,8
Carol A Jenkins,,,,,1,1,0,8
Omar Sabir,,,,,,0,0,8
Lisa M Deeley,,,,,,,2,8
Total,55,35,18,17,11,11,6,8
,District Council 3rd District - Democrat,City Commissioners - Democrat,,,,,,9
,Jannie L Blackwell,Anthony Clark,Omar Sabir,Will Mega,Tracey L Gordon,Lisa M Deeley,Carol A Jenkins,9
Jannie L Blackwell,12,48,14,11,9,9,5,9
Anthony Clark,,7,7,10,4,9,2,9
Omar Sabir,,,3,2,4,1,0,9
Will Mega,,,,2,1,0,0,9
Tracey L Gordon,,,,,0,0,2,9
Lisa M Deeley,,,,,,1,0,9
Carol A Jenkins,,,,,,,2,9
Total,75,60,22,15,13,11,8,9
,District Council 3rd District - Democrat,City Commissioners - Democrat,,,,,,10
,Jannie L Blackwell,Anthony Clark,Lisa M Deeley,Tracey L Gordon,Will Mega,Omar Sabir,Carol A Jenkins,10
Jannie L Blackwell,15,37,24,10,10,10,5,10
Anthony Clark,,3,16,2,4,3,2,10
Lisa M Deeley,,,0,3,1,1,1,10
Tracey L Gordon,,,,5,1,2,3,10
Will Mega,,,,,3,2,0,10
Omar Sabir,,,,,,2,1,10
Carol A Jenkins,,,,,,,1,10
Total,74,42,24,17,15,14,8,10
,District Council 3rd District - Democrat,City Commissioners - Democrat,,,,,,11
,Jannie L Blackwell,Anthony Clark,Omar Sabir,Lisa M Deeley,Tracey L Gordon,Will Mega,Carol A Jenkins,11
Jannie L Blackwell,12,53,21,14,15,12,9,11
Anthony Clark,,7,13,11,10,2,3,11
Omar Sabir,,,4,3,5,6,2,11
Lisa M Deeley,,,,2,1,1,2,11
Tracey L Gordon,,,,,1,2,2,11
Will Mega,,,,,,2,0,11
Carol A Jenkins,,,,,,,0,11
Total,91,67,36,23,22,17,11,11
,District Council 3rd District - Democrat,City Commissioners - Democrat,,,,,,12
,Jannie L Blackwell,Anthony Clark,Omar Sabir,Lisa M Deeley,Will Mega,Carol A Jenkins,Tracey L Gordon,12
Jannie L Blackwell,12,37,12,8,3,4,3,12
Anthony Clark,,3,13,7,3,3,2,12
Omar Sabir,,,2,0,2,0,2,12
Lisa M Deeley,,,,2,1,0,0,12
Will Mega,,,,,1,0,0,12
Carol A Jenkins,,,,,,1,0,12
Tracey L Gordon,,,,,,,1,12
Total,54,44,20,11,8,5,5,12
,District Council 3rd District - Democrat,City Commissioners - Democrat,,,,,,13
,Jannie L Blackwell,Anthony Clark,Lisa M Deeley,Carol A Jenkins,Tracey L Gordon,Will Mega,Omar Sabir,13
Jannie L Blackwell,19,38,12,8,7,6,4,13
Anthony Clark,,10,10,3,2,5,2,13
Lisa M Deeley,,,0,1,0,0,0,13
Carol A Jenkins,,,,0,4,1,1,13
Tracey L Gordon,,,,,1,1,0,13
Will Mega,,,,,,0,0,13
Omar Sabir,,,,,,,1,13
Total,69,51,13,10,10,7,6,13
,District Council 3rd District - Democrat,City Commissioners - Democrat,,,,,,14
,Jannie L Blackwell,Anthony Clark,Tracey L Gordon,Omar Sabir,Carol A Jenkins,Lisa M Deeley,Will Mega,14
Jannie L Blackwell,14,61,21,18,12,15,8,14
Anthony Clark,,6,15,3,9,12,3,14
Tracey L Gordon,,,2,3,1,0,0,14
Omar Sabir,,,,3,3,0,2,14
Carol A Jenkins,,,,,1,3,2,14
Lisa M Deeley,,,,,,0,1,14
Will Mega,,,,,,,2,14
Total,102,73,25,21,19,17,14,14
,District Council 3rd District - Democrat,City Commissioners - Democrat,,,,,,15
,Jannie L Blackwell,Anthony Clark,Tracey L Gordon,Omar Sabir,Lisa M Deeley,Will Mega,Carol A Jenkins,15
Jannie L Blackwell,12,40,16,16,16,12,7,15
Anthony Clark,,6,5,3,10,5,3,15
Tracey L Gordon,,,1,7,0,4,6,15
Omar Sabir,,,,3,4,1,1,15
Lisa M Deeley,,,,,0,1,2,15
Will Mega,,,,,,1,1,15
Carol A Jenkins,,,,,,,0,15
Total,80,51,23,22,20,16,14,15
,District Council 3rd District - Democrat,City Commissioners - Democrat,,,,,,16
,Jannie L Blackwell,Anthony Clark,Tracey L Gordon,Carol A Jenkins,Will Mega,Lisa M Deeley,Omar Sabir,16
Jannie L Blackwell,15,35,14,12,7,7,8,16
Anthony Clark,,6,4,2,4,2,4,16
Tracey L Gordon,,,2,5,1,2,1,16
Carol A Jenkins,,,,1,0,1,1,16
Will Mega,,,,,1,5,0,16
Lisa M Deeley,,,,,,1,0,16
Omar Sabir,,,,,,,2,16
Total,72,42,17,14,13,12,10,16
,District Council 3rd District - Democrat,City Commissioners - Democrat,,,,,,17
,Jannie L Blackwell,Anthony Clark,Tracey L Gordon,Carol A Jenkins,Omar Sabir,Will Mega,Lisa M Deeley,17
Jannie L Blackwell,18,39,19,12,16,13,8,17
Anthony Clark,,4,9,5,7,2,4,17
Tracey L Gordon,,,1,6,1,4,1,17
Carol A Jenkins,,,,3,1,0,0,17
Omar Sabir,,,,,2,3,0,17
Will Mega,,,,,,0,4,17
Lisa M Deeley,,,,,,,1,17
Total,84,43,24,19,19,15,10,17
,District Council 3rd District - Democrat,City Commissioners - Democrat,,,,,,18
,Jannie L Blackwell,Anthony Clark,Tracey L Gordon,Omar Sabir,Will Mega,Lisa M Deeley,Carol A Jenkins,18
Jannie L Blackwell,12,43,18,10,10,9,8,18
Anthony Clark,,3,13,2,3,5,4,18
Tracey L Gordon,,,2,3,1,0,3,18
Omar Sabir,,,,1,3,1,0,18
Will Mega,,,,,1,0,0,18
Lisa M Deeley,,,,,,1,0,18
Carol A Jenkins,,,,,,,1,18
Total,77,51,23,13,11,10,9,18
,District Council 3rd District - Democrat,City Commissioners - Democrat,,,,,,19
,Jannie L Blackwell,Anthony Clark,Will Mega,Carol A Jenkins,Lisa M Deeley,Omar Sabir,Tracey L Gordon,19
Jannie L Blackwell,17,52,21,10,12,10,8,19
Anthony Clark,,7,13,5,6,1,5,19
Will Mega,,,1,3,2,4,1,19
Carol A Jenkins,,,,1,1,1,2,19
Lisa M Deeley,,,,,0,2,0,19
Omar Sabir,,,,,,2,1,19
Tracey L Gordon,,,,,,,0,19
Total,90,62,25,14,14,13,10,19
