col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,All
,Helen Gym,Allan Domb,William K Greenlee,Paul Steinke,Sherrie Cohen,Blondell Reynolds Brown,Frank Rizzo,Jenne Ayers,Derek S Green,Thomas Wyatt,W Wilson Goode Jr,Ed Neilson,Isaiah Thomas,Carla M Cain,Marnie Aument Loughrey,Wilson Alexander,Christine Hope,Joffie C Pittman,Sharon Williams Losier,Matthew Perks,Christian Dicicco,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,All
Helen Gym,116,736,917,971,"1,005",627,355,494,356,513,526,469,421,238,158,71,874,981,843,702,454,601,195,153,All
Allan Domb,,105,569,854,477,350,543,423,391,502,252,255,304,195,116,113,692,481,564,533,542,297,289,171,All
William K Greenlee,,,36,528,711,641,452,256,344,231,442,786,249,97,69,65,771,648,651,413,424,324,163,156,All
Paul Steinke,,,,18,552,292,374,331,384,667,263,222,398,122,98,66,559,582,427,619,448,445,189,149,All
Sherrie Cohen,,,,,7,510,315,388,275,260,318,326,202,233,126,57,770,618,568,422,391,406,153,128,All
Blondell Reynolds Brown,,,,,,21,227,250,371,143,552,278,317,133,57,63,555,616,530,282,279,270,124,139,All
Frank Rizzo,,,,,,,86,302,190,236,230,219,137,137,92,64,473,255,359,302,525,169,173,151,All
Jenne Ayers,,,,,,,,42,270,233,151,126,175,304,160,119,587,388,516,337,365,177,156,129,All
Derek S Green,,,,,,,,,22,383,274,149,339,144,58,144,466,457,397,369,280,217,139,125,All
Thomas Wyatt,,,,,,,,,,14,162,95,304,110,65,108,390,362,284,424,291,245,163,117,All
W Wilson Goode Jr,,,,,,,,,,,8,198,347,56,18,42,380,483,348,272,191,240,91,114,All
Ed Neilson,,,,,,,,,,,,13,109,46,51,34,461,331,451,181,249,101,99,79,All
Isaiah Thomas,,,,,,,,,,,,,11,62,31,34,372,344,320,263,194,196,74,93,All
Carla M Cain,,,,,,,,,,,,,,6,130,56,386,166,282,142,205,85,105,65,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,1,34,213,101,166,90,124,59,65,51,All
Wilson Alexander,,,,,,,,,,,,,,,,5,138,114,128,118,86,41,58,55,All
Christine Hope,,,,,,,,,,,,,,,,,25,606,888,353,544,194,205,181,All
Joffie C Pittman,,,,,,,,,,,,,,,,,,8,608,618,171,611,73,91,All
Sharon Williams Losier,,,,,,,,,,,,,,,,,,,19,281,388,92,160,128,All
Matthew Perks,,,,,,,,,,,,,,,,,,,,22,250,501,133,90,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,15,149,174,145,All
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,1,67,58,All
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,,7,75,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"2,589","2,039","2,018","1,825","1,687","1,415","1,373","1,228","1,225","1,154","1,093","1,071",965,590,347,315,"1,984","1,696","1,655","1,386","1,240",950,546,421,All
