col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Judge Of The Municipal Court - Democrat,,,,,,,,Judge Of The Commonwealth Court - Democrat,,All
,Sharon Williams Losier,Christine Hope,Christian Dicicco,Joffie C Pittman,Matthew Perks,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,Todd Eagen,Michael Wojcik,All
Sharon Williams Losier,205,"1,819","1,660",760,369,521,177,167,"1,076","1,060",All
Christine Hope,,155,"1,248",662,258,168,210,217,859,832,All
Christian Dicicco,,,78,227,109,443,97,84,576,608,All
Joffie C Pittman,,,,239,354,192,142,131,664,603,All
Matthew Perks,,,,,55,94,99,83,361,354,All
Daniel R Sulman,,,,,,27,62,31,262,271,All
Gary S Silver,,,,,,,23,83,216,205,All
Franklin A Bennett Iii,,,,,,,,9,198,190,All
Todd Eagen,,,,,,,,,163,0,All
Michael Wojcik,,,,,,,,,,137,All
Total,"3,487","2,732","2,173","1,753",850,822,527,446,"1,902","1,803",All
,Judge Of The Municipal Court - Democrat,,,,,,,,Judge Of The Commonwealth Court - Democrat,,1
,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Christian Dicicco,Matthew Perks,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,Todd Eagen,Michael Wojcik,1
Sharon Williams Losier,2,38,23,27,10,10,3,3,29,25,1
Christine Hope,,8,20,26,10,5,8,3,21,22,1
Joffie C Pittman,,,10,8,9,7,3,3,16,24,1
Christian Dicicco,,,,2,2,9,2,2,13,13,1
Matthew Perks,,,,,2,2,1,0,10,9,1
Daniel R Sulman,,,,,,0,3,2,10,7,1
Gary S Silver,,,,,,,1,4,10,4,1
Franklin A Bennett Iii,,,,,,,,0,7,1,1
Todd Eagen,,,,,,,,,8,0,1
Michael Wojcik,,,,,,,,,,3,1
Total,74,70,57,45,21,20,16,9,58,47,1
,Judge Of The Municipal Court - Democrat,,,,,,,,Judge Of The Commonwealth Court - Democrat,,2
,Sharon Williams Losier,Christine Hope,Christian Dicicco,Joffie C Pittman,Matthew Perks,Daniel R Sulman,Franklin A Bennett Iii,Gary S Silver,Todd Eagen,Michael Wojcik,2
Sharon Williams Losier,9,62,60,32,13,15,13,8,48,45,2
Christine Hope,,2,30,28,8,4,10,11,32,32,2
Christian Dicicco,,,5,6,7,17,7,7,22,20,2
Joffie C Pittman,,,,8,9,9,7,12,31,25,2
Matthew Perks,,,,,5,3,5,1,12,12,2
Daniel R Sulman,,,,,,0,1,4,7,9,2
Franklin A Bennett Iii,,,,,,,1,6,8,15,2
Gary S Silver,,,,,,,,0,13,10,2
Todd Eagen,,,,,,,,,7,0,2
Michael Wojcik,,,,,,,,,,5,2
Total,139,84,83,71,32,28,28,27,79,71,2
,Judge Of The Municipal Court - Democrat,,,,,,,,Judge Of The Commonwealth Court - Democrat,,3
,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Christian Dicicco,Matthew Perks,Franklin A Bennett Iii,Daniel R Sulman,Gary S Silver,Michael Wojcik,Todd Eagen,3
Sharon Williams Losier,8,63,39,42,17,9,11,6,41,39,3
Christine Hope,,4,31,41,11,12,6,4,39,34,3
Joffie C Pittman,,,16,11,21,7,8,4,31,33,3
Christian Dicicco,,,,1,4,1,6,3,22,18,3
Matthew Perks,,,,,3,9,3,3,20,15,3
Franklin A Bennett Iii,,,,,,1,3,5,13,10,3
Daniel R Sulman,,,,,,,1,1,6,9,3
Gary S Silver,,,,,,,,0,7,5,3
Michael Wojcik,,,,,,,,,8,0,3
Todd Eagen,,,,,,,,,,3,3
Total,122,102,95,60,43,25,22,13,83,71,3
,Judge Of The Municipal Court - Democrat,,,,,,,,Judge Of The Commonwealth Court - Democrat,,4
,Sharon Williams Losier,Christine Hope,Christian Dicicco,Joffie C Pittman,Matthew Perks,Gary S Silver,Daniel R Sulman,Franklin A Bennett Iii,Todd Eagen,Michael Wojcik,4
Sharon Williams Losier,9,58,50,19,11,10,14,6,38,31,4
Christine Hope,,6,37,20,9,10,5,12,31,27,4
Christian Dicicco,,,4,9,4,8,12,4,25,18,4
Joffie C Pittman,,,,5,10,7,3,6,20,18,4
Matthew Perks,,,,,1,5,2,2,12,11,4
Gary S Silver,,,,,,1,2,2,10,10,4
Daniel R Sulman,,,,,,,0,2,11,5,4
Franklin A Bennett Iii,,,,,,,,0,9,7,4
Todd Eagen,,,,,,,,,2,0,4
Michael Wojcik,,,,,,,,,,3,4
Total,111,92,69,48,26,25,21,19,66,52,4
,Judge Of The Municipal Court - Democrat,,,,,,,,Judge Of The Commonwealth Court - Democrat,,5
,Sharon Williams Losier,Christine Hope,Christian Dicicco,Joffie C Pittman,Daniel R Sulman,Matthew Perks,Gary S Silver,Franklin A Bennett Iii,Todd Eagen,Michael Wojcik,5
Sharon Williams Losier,7,51,55,28,32,10,7,6,33,38,5
Christine Hope,,3,31,25,9,12,11,12,29,34,5
Christian Dicicco,,,2,10,26,3,3,2,18,18,5
Joffie C Pittman,,,,10,8,12,5,6,21,20,5
Daniel R Sulman,,,,,3,3,2,1,10,15,5
Matthew Perks,,,,,,3,4,3,11,10,5
Gary S Silver,,,,,,,2,5,9,6,5
Franklin A Bennett Iii,,,,,,,,0,8,7,5
Todd Eagen,,,,,,,,,9,0,5
Michael Wojcik,,,,,,,,,,3,5
Total,119,88,73,65,45,28,21,18,67,60,5
,Judge Of The Municipal Court - Democrat,,,,,,,,Judge Of The Commonwealth Court - Democrat,,6
