col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,All
,Helen Gym,Paul Steinke,Allan Domb,Sherrie Cohen,Thomas Wyatt,Blondell Reynolds Brown,Derek S Green,Isaiah Thomas,William K Greenlee,Jenne Ayers,W Wilson Goode Jr,Frank Rizzo,Ed Neilson,Carla M Cain,Marnie Aument Loughrey,Wilson Alexander,Christian Dicicco,Joffie C Pittman,Matthew Perks,Christine Hope,Daniel R Sulman,Sharon Williams Losier,Gary S Silver,Franklin A Bennett Iii,All
Helen Gym,141,"1,153",642,953,744,556,361,481,381,357,381,173,147,242,148,70,561,844,686,557,673,458,165,58,All
Paul Steinke,,45,616,678,785,388,373,462,289,200,228,158,141,105,50,60,432,660,614,348,555,288,142,65,All
Allan Domb,,,70,363,427,237,278,227,239,219,146,248,119,134,61,70,514,336,366,404,268,276,176,70,All
Sherrie Cohen,,,,13,346,473,227,243,362,288,243,114,147,198,108,52,375,560,409,453,457,387,142,39,All
Thomas Wyatt,,,,,21,198,341,402,164,161,170,122,82,78,38,63,373,482,490,275,366,205,121,49,All
Blondell Reynolds Brown,,,,,,16,214,196,354,142,259,99,161,96,61,36,329,388,213,337,242,320,91,51,All
Derek S Green,,,,,,,20,257,134,208,141,103,73,110,47,101,282,329,306,274,181,287,111,60,All
Isaiah Thomas,,,,,,,,10,145,116,249,62,44,44,24,31,180,356,290,232,227,198,63,37,All
William K Greenlee,,,,,,,,,9,73,202,109,176,32,39,29,286,300,186,240,209,190,76,42,All
Jenne Ayers,,,,,,,,,,13,72,83,40,220,122,102,250,236,209,324,133,306,91,31,All
W Wilson Goode Jr,,,,,,,,,,,10,99,109,39,20,27,184,272,193,205,167,190,62,33,All
Frank Rizzo,,,,,,,,,,,,15,83,65,52,35,362,96,117,166,87,105,92,43,All
Ed Neilson,,,,,,,,,,,,,12,13,25,21,186,120,101,131,78,97,64,23,All
Carla M Cain,,,,,,,,,,,,,,3,120,43,163,123,110,272,63,215,80,19,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,8,20,134,67,51,154,32,129,32,12,All
Wilson Alexander,,,,,,,,,,,,,,,,5,82,95,99,77,39,87,36,19,All
Christian Dicicco,,,,,,,,,,,,,,,,,83,184,195,452,130,298,144,68,All
Joffie C Pittman,,,,,,,,,,,,,,,,,,5,657,280,651,312,67,23,All
Matthew Perks,,,,,,,,,,,,,,,,,,,15,171,546,144,88,27,All
Christine Hope,,,,,,,,,,,,,,,,,,,,16,113,545,132,60,All
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,9,57,66,26,All
Sharon Williams Losier,,,,,,,,,,,,,,,,,,,,,,10,93,38,All
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,,7,32,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"2,315","1,745","1,381","1,373","1,261",999,909,856,791,716,678,581,436,427,271,241,"1,342","1,275","1,098","1,085",925,917,377,152,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Helen Gym,Paul Steinke,Allan Domb,Sherrie Cohen,Thomas Wyatt,William K Greenlee,Blondell Reynolds Brown,Derek S Green,Ed Neilson,Frank Rizzo,Jenne Ayers,Isaiah Thomas,Carla M Cain,Marnie Aument Loughrey,W Wilson Goode Jr,Wilson Alexander,Christian Dicicco,Christine Hope,Joffie C Pittman,Matthew Perks,Sharon Williams Losier,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,1
Helen Gym,12,41,33,40,26,25,30,13,18,12,19,25,12,14,9,1,29,32,34,26,23,28,12,4,1
Paul Steinke,,1,31,30,35,15,11,21,8,10,13,22,6,4,4,2,22,13,29,24,9,29,11,1,1
Allan Domb,,,2,19,19,14,10,15,11,17,13,11,13,4,4,4,20,26,18,23,11,15,14,4,1
Sherrie Cohen,,,,0,14,22,19,8,14,7,12,5,7,5,10,2,19,21,23,17,18,19,11,3,1
Thomas Wyatt,,,,,2,4,3,18,3,8,5,17,4,4,3,5,16,4,20,18,9,19,7,4,1
William K Greenlee,,,,,,2,22,7,20,8,6,4,2,2,9,1,16,16,14,12,7,12,6,3,1
Blondell Reynolds Brown,,,,,,,1,6,16,7,7,5,6,4,9,0,16,18,15,9,14,12,3,3,1
Derek S Green,,,,,,,,2,3,5,9,11,6,3,2,5,11,10,18,14,10,10,6,3,1
Ed Neilson,,,,,,,,,3,5,1,1,0,1,6,3,15,14,9,10,9,6,5,2,1
Frank Rizzo,,,,,,,,,,0,3,4,2,4,4,2,19,9,5,9,9,3,4,2,1
Jenne Ayers,,,,,,,,,,,0,8,13,10,3,4,9,18,10,9,14,6,9,3,1
Isaiah Thomas,,,,,,,,,,,,0,3,3,4,1,8,11,12,7,6,8,6,3,1
Carla M Cain,,,,,,,,,,,,,0,7,2,3,5,17,11,4,14,3,9,2,1
