col_1,col_2,col_3,division
,Judge Of The Commonwealth Court - Republican,Register Of Wills - Republican,1
,Paul Lalley,Ross Feinberg,1
Paul Lalley,0,17,1
Ross Feinberg,,0,1
Total,17,17,1
,Judge Of The Commonwealth Court - Republican,Register Of Wills - Republican,2
,Paul Lalley,Ross Feinberg,2
Paul Lalley,9,4,2
Ross Feinberg,,1,2
Total,13,5,2
,Judge Of The Commonwealth Court - Republican,Register Of Wills - Republican,3
,Paul Lalley,Ross Feinberg,3
Paul Lalley,3,11,3
Ross Feinberg,,1,3
Total,14,12,3
,Register Of Wills - Republican,Judge Of The Commonwealth Court - Republican,4
,Ross Feinberg,Paul Lalley,4
Ross Feinberg,1,8,4
Paul Lalley,,0,4
Total,9,8,4
,Judge Of The Commonwealth Court - Republican,Register Of Wills - Republican,5
,Paul Lalley,Ross Feinberg,5
Paul Lalley,3,5,5
Ross Feinberg,,1,5
Total,8,6,5
,Judge Of The Commonwealth Court - Republican,Register Of Wills - Republican,6
,Paul Lalley,Ross Feinberg,6
Paul Lalley,2,21,6
Ross Feinberg,,1,6
Total,23,22,6
,Judge Of The Commonwealth Court - Republican,Register Of Wills - Republican,7
,Paul Lalley,Ross Feinberg,7
Paul Lalley,2,13,7
Ross Feinberg,,1,7
Total,15,14,7
,Judge Of The Commonwealth Court - Republican,Register Of Wills - Republican,8
,Paul Lalley,Ross Feinberg,8
Paul Lalley,4,20,8
Ross Feinberg,,2,8
Total,24,22,8
,Register Of Wills - Republican,Judge Of The Commonwealth Court - Republican,9
,Ross Feinberg,Paul Lalley,9
Ross Feinberg,4,10,9
Paul Lalley,,2,9
Total,14,12,9
,Judge Of The Commonwealth Court - Republican,Register Of Wills - Republican,10
,Paul Lalley,Ross Feinberg,10
Paul Lalley,1,6,10
Ross Feinberg,,0,10
Total,7,6,10
,Judge Of The Commonwealth Court - Republican,Register Of Wills - Republican,11
,Paul Lalley,Ross Feinberg,11
Paul Lalley,4,23,11
Ross Feinberg,,1,11
Total,27,24,11
,Judge Of The Commonwealth Court - Republican,Register Of Wills - Republican,12
,Paul Lalley,Ross Feinberg,12
Paul Lalley,3,24,12
Ross Feinberg,,3,12
Total,27,27,12
,Register Of Wills - Republican,Judge Of The Commonwealth Court - Republican,13
,Ross Feinberg,Paul Lalley,13
Ross Feinberg,7,15,13
Paul Lalley,,2,13
Total,22,17,13
,Register Of Wills - Republican,Judge Of The Commonwealth Court - Republican,14
,Ross Feinberg,Paul Lalley,14
Ross Feinberg,2,8,14
Paul Lalley,,0,14
Total,10,8,14
,Judge Of The Commonwealth Court - Republican,Register Of Wills - Republican,15
,Paul Lalley,Ross Feinberg,15
Paul Lalley,2,11,15
Ross Feinberg,,2,15
Total,13,13,15
,Judge Of The Commonwealth Court - Republican,Register Of Wills - Republican,16
,Paul Lalley,Ross Feinberg,16
Paul Lalley,0,12,16
Ross Feinberg,,0,16
Total,12,12,16
,Register Of Wills - Republican,Judge Of The Commonwealth Court - Republican,17
,Ross Feinberg,Paul Lalley,17
Ross Feinberg,4,22,17
Paul Lalley,,1,17
Total,26,23,17
,Judge Of The Commonwealth Court - Republican,Register Of Wills - Republican,18
,Paul Lalley,Ross Feinberg,18
Paul Lalley,3,20,18
Ross Feinberg,,2,18
Total,23,22,18
,Register Of Wills - Republican,Judge Of The Commonwealth Court - Republican,19
,Ross Feinberg,Paul Lalley,19
Ross Feinberg,2,20,19
Paul Lalley,,0,19
Total,22,20,19
,Register Of Wills - Republican,Judge Of The Commonwealth Court - Republican,20
,Ross Feinberg,Paul Lalley,20
Ross Feinberg,4,17,20
Paul Lalley,,0,20
Total,21,17,20
,Judge Of The Commonwealth Court - Republican,Register Of Wills - Republican,21
,Paul Lalley,Ross Feinberg,21
Paul Lalley,2,18,21
Ross Feinberg,,2,21
Total,20,20,21
,Register Of Wills - Republican,Judge Of The Commonwealth Court - Republican,22
,Ross Feinberg,Paul Lalley,22
Ross Feinberg,3,14,22
Paul Lalley,,2,22
Total,17,16,22
,Judge Of The Commonwealth Court - Republican,Register Of Wills - Republican,23
,Paul Lalley,Ross Feinberg,23
Paul Lalley,3,10,23
Ross Feinberg,,0,23
Total,13,10,23
,Register Of Wills - Republican,Judge Of The Commonwealth Court - Republican,24
,Ross Feinberg,Paul Lalley,24
Ross Feinberg,6,26,24
Paul Lalley,,4,24
Total,32,30,24
,Register Of Wills - Republican,Judge Of The Commonwealth Court - Republican,25
,Ross Feinberg,Paul Lalley,25
Ross Feinberg,4,14,25
Paul Lalley,,1,25
Total,18,15,25
,Judge Of The Commonwealth Court - Republican,Register Of Wills - Republican,26
,Paul Lalley,Ross Feinberg,26
Paul Lalley,1,11,26
Ross Feinberg,,1,26
Total,12,12,26
,Register Of Wills - Republican,Judge Of The Commonwealth Court - Republican,27
,Ross Feinberg,Paul Lalley,27
Ross Feinberg,3,9,27
Paul Lalley,,1,27
Total,12,10,27
,Judge Of The Commonwealth Court - Republican,Register Of Wills - Republican,28
,Paul Lalley,Ross Feinberg,28
Paul Lalley,4,8,28
Ross Feinberg,,2,28
Total,12,10,28
,Register Of Wills - Republican,Judge Of The Commonwealth Court - Republican,29
,Ross Feinberg,Paul Lalley,29
Ross Feinberg,1,15,29
Paul Lalley,,0,29
Total,16,15,29
,Register Of Wills - Republican,Judge Of The Commonwealth Court - Republican,All
,Ross Feinberg,Paul Lalley,All
Ross Feinberg,61,412,All
Paul Lalley,,59,All
Total,473,471,All
