col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,Mayor - Democrat,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,All
,Anthony Hardy Williams,Jim Kenney,Lynne M Abraham,Doug Oliver,T Milton Street Sr,Nelson Diaz,Blondell Reynolds Brown,Isaiah Thomas,Derek S Green,W Wilson Goode Jr,Sherrie Cohen,Allan Domb,Jenne Ayers,Helen Gym,William K Greenlee,Ed Neilson,Thomas Wyatt,Wilson Alexander,Paul Steinke,Frank Rizzo,Carla M Cain,Marnie Aument Loughrey,All
Anthony Hardy Williams,766,0,0,0,0,0,722,618,718,690,465,336,504,183,400,192,196,266,114,123,110,75,All
Jim Kenney,,566,0,0,0,0,649,659,531,521,504,597,346,583,366,346,287,172,306,222,150,70,All
Lynne M Abraham,,,56,0,0,0,51,58,50,44,58,65,53,43,33,27,33,22,39,34,30,19,All
Doug Oliver,,,,35,0,0,74,79,57,51,53,37,46,63,26,12,40,30,35,14,32,11,All
T Milton Street Sr,,,,,26,0,30,27,52,34,18,15,49,18,19,5,14,30,10,8,6,6,All
Nelson Diaz,,,,,,7,33,28,25,29,33,17,17,28,24,11,8,8,16,5,9,7,All
Blondell Reynolds Brown,,,,,,,8,657,371,853,640,391,241,323,627,313,157,109,176,172,118,73,All
Isaiah Thomas,,,,,,,,14,412,743,551,330,343,446,382,186,179,103,164,127,86,38,All
Derek S Green,,,,,,,,,23,276,181,342,358,214,209,155,246,313,146,109,108,63,All
W Wilson Goode Jr,,,,,,,,,,13,627,299,284,312,545,277,103,75,80,172,78,35,All
Sherrie Cohen,,,,,,,,,,,2,178,335,438,422,201,145,64,208,121,116,59,All
Allan Domb,,,,,,,,,,,,10,218,229,264,205,206,123,165,136,110,63,All
Jenne Ayers,,,,,,,,,,,,,16,298,93,40,148,214,95,68,148,74,All
Helen Gym,,,,,,,,,,,,,,5,128,135,157,77,247,70,90,58,All
William K Greenlee,,,,,,,,,,,,,,,2,298,69,54,82,98,35,44,All
Ed Neilson,,,,,,,,,,,,,,,,2,38,49,45,61,22,27,All
Thomas Wyatt,,,,,,,,,,,,,,,,,1,116,218,59,79,36,All
Wilson Alexander,,,,,,,,,,,,,,,,,,3,49,44,42,28,All
Paul Steinke,,,,,,,,,,,,,,,,,,,0,62,47,42,All
Frank Rizzo,,,,,,,,,,,,,,,,,,,,1,46,27,All
Carla M Cain,,,,,,,,,,,,,,,,,,,,,1,54,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"2,651","2,470",262,225,154,83,"1,622","1,543","1,477","1,452","1,179","1,101","1,068",959,914,624,590,542,527,414,339,192,All
