col_1,col_2,division
,Sheriff - Democrat,All
,Jewell Williams,All
Jewell Williams,"4,094",All
Total,"4,094",All
,Sheriff - Democrat,1
,Jewell Williams,1
Jewell Williams,51,1
Total,51,1
,Sheriff - Democrat,2
,Jewell Williams,2
Jewell Williams,77,2
Total,77,2
,Sheriff - Democrat,3
,Jewell Williams,3
Jewell Williams,130,3
Total,130,3
,Sheriff - Democrat,4
,Jewell Williams,4
Jewell Williams,142,4
Total,142,4
,Sheriff - Democrat,5
,Jewell Williams,5
Jewell Williams,143,5
Total,143,5
,Sheriff - Democrat,6
,Jewell Williams,6
Jewell Williams,59,6
Total,59,6
,Sheriff - Democrat,7
,Jewell Williams,7
Jewell Williams,82,7
Total,82,7
,Sheriff - Democrat,8
,Jewell Williams,8
Jewell Williams,55,8
Total,55,8
,Sheriff - Democrat,9
,Jewell Williams,9
Jewell Williams,84,9
Total,84,9
,Sheriff - Democrat,10
,Jewell Williams,10
Jewell Williams,41,10
Total,41,10
,Sheriff - Democrat,11
,Jewell Williams,11
Jewell Williams,45,11
Total,45,11
,Sheriff - Democrat,12
,Jewell Williams,12
Jewell Williams,58,12
Total,58,12
,Sheriff - Democrat,13
,Jewell Williams,13
Jewell Williams,75,13
Total,75,13
,Sheriff - Democrat,14
,Jewell Williams,14
Jewell Williams,80,14
Total,80,14
,Sheriff - Democrat,15
,Jewell Williams,15
Jewell Williams,53,15
Total,53,15
,Sheriff - Democrat,16
,Jewell Williams,16
Jewell Williams,58,16
Total,58,16
,Sheriff - Democrat,17
,Jewell Williams,17
Jewell Williams,50,17
Total,50,17
,Sheriff - Democrat,18
,Jewell Williams,18
Jewell Williams,41,18
Total,41,18
,Sheriff - Democrat,19
,Jewell Williams,19
Jewell Williams,44,19
Total,44,19
,Sheriff - Democrat,20
,Jewell Williams,20
Jewell Williams,37,20
Total,37,20
,Sheriff - Democrat,21
,Jewell Williams,21
Jewell Williams,21,21
Total,21,21
,Sheriff - Democrat,22
,Jewell Williams,22
Jewell Williams,64,22
Total,64,22
,Sheriff - Democrat,23
,Jewell Williams,23
Jewell Williams,51,23
Total,51,23
,Sheriff - Democrat,24
,Jewell Williams,24
Jewell Williams,88,24
Total,88,24
,Sheriff - Democrat,25
,Jewell Williams,25
Jewell Williams,75,25
Total,75,25
,Sheriff - Democrat,26
,Jewell Williams,26
Jewell Williams,39,26
Total,39,26
,Sheriff - Democrat,27
,Jewell Williams,27
Jewell Williams,61,27
Total,61,27
,Sheriff - Democrat,28
,Jewell Williams,28
Jewell Williams,99,28
Total,99,28
,Sheriff - Democrat,29
,Jewell Williams,29
Jewell Williams,59,29
Total,59,29
,Sheriff - Democrat,30
,Jewell Williams,30
Jewell Williams,85,30
Total,85,30
,Sheriff - Democrat,31
,Jewell Williams,31
Jewell Williams,89,31
Total,89,31
,Sheriff - Democrat,32
,Jewell Williams,32
Jewell Williams,92,32
Total,92,32
,Sheriff - Democrat,33
,Jewell Williams,33
Jewell Williams,31,33
Total,31,33
,Sheriff - Democrat,34
,Jewell Williams,34
Jewell Williams,51,34
Total,51,34
,Sheriff - Democrat,35
,Jewell Williams,35
Jewell Williams,67,35
Total,67,35
,Sheriff - Democrat,36
,Jewell Williams,36
Jewell Williams,57,36
Total,57,36
,Sheriff - Democrat,37
,Jewell Williams,37
Jewell Williams,135,37
Total,135,37
,Sheriff - Democrat,38
,Jewell Williams,38
Jewell Williams,188,38
Total,188,38
,Sheriff - Democrat,39
,Jewell Williams,39
Jewell Williams,44,39
Total,44,39
,Sheriff - Democrat,40
,Jewell Williams,40
Jewell Williams,202,40
Total,202,40
,Sheriff - Democrat,41
,Jewell Williams,41
Jewell Williams,50,41
Total,50,41
,Sheriff - Democrat,42
,Jewell Williams,42
Jewell Williams,112,42
Total,112,42
,Sheriff - Democrat,43
,Jewell Williams,43
Jewell Williams,57,43
Total,57,43
,Sheriff - Democrat,44
,Jewell Williams,44
Jewell Williams,150,44
Total,150,44
,Sheriff - Democrat,45
,Jewell Williams,45
Jewell Williams,150,45
Total,150,45
,Sheriff - Democrat,46
,Jewell Williams,46
Jewell Williams,146,46
Total,146,46
,Sheriff - Democrat,47
,Jewell Williams,47
Jewell Williams,32,47
Total,32,47
,Sheriff - Democrat,48
,Jewell Williams,48
Jewell Williams,131,48
Total,131,48
,Sheriff - Democrat,49
,Jewell Williams,49
Jewell Williams,107,49
Total,107,49
,Sheriff - Democrat,50
,Jewell Williams,50
Jewell Williams,103,50
Total,103,50
,Sheriff - Democrat,51
,Jewell Williams,51
Jewell Williams,53,51
Total,53,51
