col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,City Commissioners - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Anthony Clark,Omar Sabir,Lisa M Deeley,Will Mega,Tracey L Gordon,Carol A Jenkins,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Matthew Perks,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,Daniel R Sulman,1
Anthony Clark,13,10,6,5,2,6,25,15,14,12,7,5,4,0,1
Omar Sabir,,5,4,3,3,1,13,10,7,4,2,3,3,0,1
Lisa M Deeley,,,3,3,1,2,6,7,2,4,6,3,3,2,1
Will Mega,,,,3,1,0,6,3,6,3,1,2,3,0,1
Tracey L Gordon,,,,,3,3,7,4,5,3,2,3,1,1,1
Carol A Jenkins,,,,,,1,5,7,6,4,1,2,3,1,1
Sharon Williams Losier,,,,,,,3,11,14,7,5,4,1,0,1
Christine Hope,,,,,,,,1,12,8,5,3,5,2,1
Joffie C Pittman,,,,,,,,,1,7,1,2,2,0,1
Matthew Perks,,,,,,,,,,0,2,2,4,0,1
Christian Dicicco,,,,,,,,,,,1,2,1,2,1
Gary S Silver,,,,,,,,,,,,0,3,1,1
Franklin A Bennett Iii,,,,,,,,,,,,,0,1,1
Daniel R Sulman,,,,,,,,,,,,,,0,1
Total,58,31,20,18,15,14,44,29,24,17,14,10,9,3,1
,City Commissioners - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,2
,Anthony Clark,Omar Sabir,Tracey L Gordon,Will Mega,Carol A Jenkins,Lisa M Deeley,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Gary S Silver,Daniel R Sulman,Franklin A Bennett Iii,Christian Dicicco,2
Anthony Clark,12,13,4,2,4,1,36,23,18,10,7,3,4,1,2
Omar Sabir,,3,1,1,0,0,18,9,12,4,2,3,0,2,2
Tracey L Gordon,,,0,2,2,4,10,5,6,3,5,3,3,4,2
Will Mega,,,,1,1,2,7,4,1,4,2,1,0,2,2
Carol A Jenkins,,,,,0,0,2,3,3,3,3,2,3,1,2
Lisa M Deeley,,,,,,1,3,1,3,1,1,1,1,1,2
Sharon Williams Losier,,,,,,,3,20,22,9,5,2,2,5,2
Joffie C Pittman,,,,,,,,0,14,6,3,1,0,0,2
Christine Hope,,,,,,,,,0,3,2,2,2,3,2
Matthew Perks,,,,,,,,,,0,1,2,1,1,2
Gary S Silver,,,,,,,,,,,1,4,3,1,2
Daniel R Sulman,,,,,,,,,,,,0,2,1,2
Franklin A Bennett Iii,,,,,,,,,,,,,1,1,2
Christian Dicicco,,,,,,,,,,,,,,0,2
Total,68,22,16,12,8,8,57,31,29,15,12,7,7,6,2
,City Commissioners - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,3
,Anthony Clark,Omar Sabir,Will Mega,Tracey L Gordon,Carol A Jenkins,Lisa M Deeley,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Gary S Silver,Matthew Perks,Christian Dicicco,Franklin A Bennett Iii,Daniel R Sulman,3
Anthony Clark,19,35,6,6,9,2,52,38,36,11,12,7,8,4,3
Omar Sabir,,6,6,5,0,1,33,31,28,10,9,10,3,5,3
Will Mega,,,0,1,0,5,13,10,11,5,5,2,0,1,3
Tracey L Gordon,,,,1,1,1,9,6,2,7,6,3,7,1,3
