col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,division
Daine Grey Jr,,,,,,,,,,,,,,,358,"12,431","10,230","15,371","9,840","9,918","9,272","7,388","8,630","7,839","8,623","6,425","6,796","6,670","6,400","7,805","5,533","4,618","6,689","6,602","5,880","3,625","6,130","3,910","3,702","3,197","4,769","3,991","3,807","4,195","3,756","1,692","2,037","2,216","2,340",All
Chris Mallios,,,,,,,,,,,,,,,,221,"15,027","12,276","5,413","4,205","14,158","5,339","8,654","10,078","5,831","6,541","2,498","2,621","8,009","5,464","8,255","4,410","2,325","3,952","1,388","3,310","3,217","5,395","3,040","4,656","1,610","1,369","2,729","1,855","1,975","1,771","1,089",783,"1,448",All
Michael Fanning,,,,,,,,,,,,,,,,,602,"10,531","4,022","3,966","15,827","6,311","7,656","4,072","4,512","10,032","4,370","3,695","3,316","3,816","4,569","3,717","3,658","2,681","2,111","4,961","3,253","4,165","3,682","3,111","2,200","2,374","2,951","2,204","1,612","2,432","2,041","1,414","1,666",All
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,238,"8,541","5,393","10,020","8,249","4,176","9,098","11,428","5,404","2,990","8,315","8,909","4,147","5,272","5,904","3,622","5,482","2,424","5,979","4,835","4,325","2,764","4,414","5,705","4,400","3,408","3,368","3,407","2,207","1,783","3,127","3,164",All
Jennifer Schultz,,,,,,,,,,,,,,,,,,,466,"9,306","3,378","6,828","8,452","8,794","7,838","5,421","7,199","9,714","8,985","8,898","5,680","6,125","7,794","5,361","6,071","7,371","5,690","4,196","4,431","5,154","5,129","5,471","4,359","3,543","3,642","2,768","2,221","2,146","2,197",All
Leon Goodman,,,,,,,,,,,,,,,,,,,,646,"2,729","7,279","6,387","4,843","7,230","6,127","12,146","6,488","3,824","6,826","4,090","4,124","6,090","6,897","9,311","3,401","5,896","2,745","3,426","3,319","4,241","3,554","4,124","3,628","3,407","2,122","2,428","2,076","1,691",All
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,452,"6,314","7,302","5,247","4,153","8,216","2,596","3,259","4,189","4,246","4,398","3,730","3,097","1,976","1,652","4,492","2,244","4,991","5,114","3,382","1,670","1,367","2,468","1,840","1,662","3,292","1,260",795,893,All
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,657,"6,242","6,003","8,923","8,685","4,383","7,797","4,723","2,842","2,766","5,253","4,434","6,625","3,351","3,954","5,063","3,418","2,292","2,950","6,502","4,401","4,155","4,147","3,762","1,834","2,397","2,770","2,373",All
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,334,"6,608","2,690","7,940","5,605","3,216","4,427","8,547","6,302","4,338","4,983","3,810","4,400","2,599","3,678","4,222","3,130","3,166","1,719","2,459","2,554","2,244","2,146","1,566","1,631","1,054",696,All
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,263,"8,385","3,564","2,021","5,845","10,151","5,034","8,294","7,338","2,628","5,151","1,908","5,274","3,209","4,488","2,843","6,043","3,765","4,182","3,844","2,539","3,734","1,611","1,200","1,848","1,645",All
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,350,"4,604","2,942","8,601","7,816","3,679","4,076","6,883","3,907","5,738","2,655","5,625","4,374","4,631","2,218","5,184","6,002","4,526","3,262","3,914","3,802","1,901","2,007","3,635","3,265",All
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,259,"5,925","5,723","3,050","3,840","3,829","5,269","4,736","4,092","3,533","4,502","4,835","4,138","4,127","3,250","3,736","2,854","4,211","3,363","2,585","2,057","2,182","1,400","1,436",All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,547,"4,042","1,874","5,253","3,526","3,132","4,811","3,595","8,744","3,432","3,723","1,715","2,656","2,503","2,469","2,337","2,606","2,550","2,023","1,636","1,739","1,109","1,123",All
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,"6,398","3,764","3,347","6,078","4,965","5,044","3,610","5,618","4,592","3,150","3,198","4,446","6,085","5,407","4,159","3,315","3,011","2,464","2,391","2,614","2,344",All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,"3,431","6,927","6,546","2,863","4,018","1,774","6,497","3,107","3,978","3,151","5,659","3,775","3,669","2,906","1,949","2,846","1,724","1,294","1,790","1,726",All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326,"5,728","2,497","6,412","3,665","4,984","2,822","4,059","3,193","5,209","2,873","1,812","1,993","3,179","2,426","2,228","3,382","1,742","1,093",829,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,"5,508","3,284","4,350","2,292","4,351","3,562","3,692","4,296","4,793","1,712","2,107","2,781","2,099","2,401","2,229","1,358",812,846,All
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,"2,487","4,434","1,956","5,774","2,887","3,804","2,205","5,423","4,273","3,875","2,564","2,901","3,255","1,318","1,499","1,925","1,739",All
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432,"3,702","4,528","2,446","3,983","2,829","3,720","2,130","2,672","2,450","2,839","2,453","2,081","2,783","1,903","1,311","1,177",All
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,"3,185","2,180","5,304","2,270","2,659","2,223","4,211","3,413","3,436","3,639","2,977","1,443","2,033","2,116","1,491",All
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434,"1,543","3,300","1,566","2,664","1,176","2,250","2,075","2,174","2,201","1,831","1,569","1,474",883,921,All
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571,"2,457","2,818","4,336","4,682","3,210","3,459","1,878","1,364","2,055","1,839","1,126","1,592","1,668",All
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,"2,705","3,884","1,811","3,048","3,205","3,270","2,791","2,548","1,641","3,018","1,867","1,120",All
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,"2,699","3,156","1,695","1,368","2,552","2,370","1,200","2,309","1,227",905,"1,699",All
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470,"1,829","1,801","1,795","1,981","1,709","1,981","3,140","1,352",837,726,All
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247,"2,277","2,450","2,289","1,997","2,340","1,439","1,044","1,006","1,056",All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,"3,825","2,465","2,408","2,980","1,323","1,589","2,347","1,962",All
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,"2,052","1,939","2,855","1,162","1,813","2,073","1,479",All
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,"2,180","1,449","1,483","1,665","1,050",993,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,"1,954",969,"1,323",975,"1,500",All
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,"1,030","1,328","1,494","1,179",All
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,"1,192",765,830,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,"1,094",682,All
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,"1,318",All
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,All
Total,"74,989","47,098","37,577","31,796","30,915","20,450","53,788","51,996","51,137","46,599","42,854","40,908","39,840","39,775","38,232","34,460","33,352","33,249","32,883","31,916","29,719","29,183","28,538","26,991","26,717","26,649","24,979","23,989","23,685","22,830","21,745","20,667","20,223","19,816","19,704","19,678","17,781","16,652","16,525","16,476","15,397","13,823","13,488","12,654","12,027","9,802","7,660","7,502","6,952",All
