col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Council At Large - Republican,,,,,,,Judge Of The Court Of Common Pleas - Republican,2
,James Williams,David Oh,Al Taubenberger,Daniel Tinney,Dennis M O Brien,Matt Wolfe,Terry Tracy,Vincent Furlong,2
James Williams,0,1,0,0,0,0,0,1,2
David Oh,,0,0,0,0,0,0,0,2
Al Taubenberger,,,0,0,0,0,0,0,2
Daniel Tinney,,,,0,0,0,0,0,2
Dennis M O Brien,,,,,0,0,0,0,2
Matt Wolfe,,,,,,0,0,0,2
Terry Tracy,,,,,,,0,0,2
Vincent Furlong,,,,,,,,0,2
Total,2,1,0,0,0,0,0,1,2
,Council At Large - Republican,,,,,,,Judge Of The Court Of Common Pleas - Republican,5
,David Oh,Dennis M O Brien,James Williams,Terry Tracy,Daniel Tinney,Al Taubenberger,Matt Wolfe,Vincent Furlong,5
David Oh,0,1,2,1,0,0,0,0,5
Dennis M O Brien,,0,1,1,1,0,0,0,5
James Williams,,,0,0,0,0,0,0,5
Terry Tracy,,,,0,1,0,0,0,5
Daniel Tinney,,,,,0,0,0,0,5
Al Taubenberger,,,,,,0,0,0,5
Matt Wolfe,,,,,,,0,0,5
Vincent Furlong,,,,,,,,0,5
Total,3,2,2,2,1,0,0,0,5
,Council At Large - Republican,,,,,,,Judge Of The Court Of Common Pleas - Republican,6
,Al Taubenberger,David Oh,Dennis M O Brien,Daniel Tinney,James Williams,Matt Wolfe,Terry Tracy,Vincent Furlong,6
Al Taubenberger,0,1,1,0,0,0,0,1,6
David Oh,,0,1,0,0,0,0,1,6
Dennis M O Brien,,,0,0,0,0,0,1,6
Daniel Tinney,,,,0,0,0,0,0,6
James Williams,,,,,0,0,0,0,6
Matt Wolfe,,,,,,0,0,0,6
Terry Tracy,,,,,,,0,0,6
Vincent Furlong,,,,,,,,0,6
Total,1,1,1,0,0,0,0,1,6
,Council At Large - Republican,,,,,,,Judge Of The Court Of Common Pleas - Republican,8
,David Oh,James Williams,Matt Wolfe,Al Taubenberger,Daniel Tinney,Dennis M O Brien,Terry Tracy,Vincent Furlong,8
David Oh,0,2,1,0,0,0,0,2,8
James Williams,,0,1,0,0,0,0,1,8
Matt Wolfe,,,0,0,0,0,0,1,8
Al Taubenberger,,,,0,0,0,0,0,8
Daniel Tinney,,,,,0,0,0,0,8
Dennis M O Brien,,,,,,0,0,0,8
Terry Tracy,,,,,,,0,0,8
Vincent Furlong,,,,,,,,0,8
Total,3,2,1,0,0,0,0,2,8
,Council At Large - Republican,,,,,,,Judge Of The Court Of Common Pleas - Republican,9
,Matt Wolfe,David Oh,Dennis M O Brien,Terry Tracy,Al Taubenberger,Daniel Tinney,James Williams,Vincent Furlong,9
Matt Wolfe,0,1,1,1,0,0,0,2,9
David Oh,,0,1,0,0,0,0,1,9
Dennis M O Brien,,,0,0,0,0,0,1,9
Terry Tracy,,,,0,0,0,0,1,9
Al Taubenberger,,,,,0,0,0,0,9
Daniel Tinney,,,,,,0,0,0,9
James Williams,,,,,,,0,0,9
Vincent Furlong,,,,,,,,0,9
Total,2,1,1,1,0,0,0,2,9
,Council At Large - Republican,,,,,,,Judge Of The Court Of Common Pleas - Republican,10
,Daniel Tinney,David Oh,Dennis M O Brien,James Williams,Matt Wolfe,Terry Tracy,Al Taubenberger,Vincent Furlong,10
Daniel Tinney,0,1,1,1,0,1,0,0,10
David Oh,,0,1,1,0,1,0,0,10
Dennis M O Brien,,,0,1,0,1,0,0,10
James Williams,,,,0,0,1,0,0,10
Matt Wolfe,,,,,1,0,0,0,10
Terry Tracy,,,,,,0,0,0,10
Al Taubenberger,,,,,,,0,0,10
Vincent Furlong,,,,,,,,0,10
Total,1,1,1,1,1,1,0,0,10
,Council At Large - Republican,,,,,,,Judge Of The Court Of Common Pleas - Republican,11
,Al Taubenberger,James Williams,Matt Wolfe,Terry Tracy,Daniel Tinney,David Oh,Dennis M O Brien,Vincent Furlong,11
Al Taubenberger,0,1,1,1,0,0,0,0,11
James Williams,,0,1,1,0,0,0,0,11
Matt Wolfe,,,0,1,0,0,0,0,11
Terry Tracy,,,,0,0,0,0,0,11
Daniel Tinney,,,,,0,0,0,0,11
David Oh,,,,,,0,0,0,11
Dennis M O Brien,,,,,,,0,0,11
Vincent Furlong,,,,,,,,0,11
Total,1,1,1,1,0,0,0,0,11
,Judge Of The Court Of Common Pleas - Republican,Council At Large - Republican,,,,,,,12
,Vincent Furlong,James Williams,Terry Tracy,Daniel Tinney,David Oh,Dennis M O Brien,Matt Wolfe,Al Taubenberger,12
Vincent Furlong,1,3,3,2,2,2,2,0,12
James Williams,,0,3,2,2,2,2,0,12
Terry Tracy,,,0,2,2,2,2,0,12
Daniel Tinney,,,,0,1,2,1,0,12
David Oh,,,,,0,1,1,0,12
Dennis M O Brien,,,,,,0,1,0,12
Matt Wolfe,,,,,,,0,0,12
Al Taubenberger,,,,,,,,0,12
Total,4,3,3,2,2,2,2,0,12
,Council At Large - Republican,,,,,,,Judge Of The Court Of Common Pleas - Republican,13
,Daniel Tinney,David Oh,Dennis M O Brien,James Williams,Matt Wolfe,Terry Tracy,Al Taubenberger,Vincent Furlong,13
Daniel Tinney,0,1,1,1,1,1,0,1,13
David Oh,,0,0,1,1,1,0,2,13
Dennis M O Brien,,,0,0,0,0,0,0,13
James Williams,,,,0,1,1,0,1,13
Matt Wolfe,,,,,0,1,0,1,13
Terry Tracy,,,,,,0,0,1,13
Al Taubenberger,,,,,,,0,0,13
Vincent Furlong,,,,,,,,0,13
Total,2,2,1,1,1,1,0,2,13
,Council At Large - Republican,,,,,,,Judge Of The Court Of Common Pleas - Republican,14
,Daniel Tinney,Al Taubenberger,David Oh,Dennis M O Brien,James Williams,Matt Wolfe,Terry Tracy,Vincent Furlong,14
Daniel Tinney,1,0,0,0,0,0,0,0,14
Al Taubenberger,,0,0,0,0,0,0,0,14
David Oh,,,0,0,0,0,0,0,14
Dennis M O Brien,,,,0,0,0,0,0,14
James Williams,,,,,0,0,0,0,14
Matt Wolfe,,,,,,0,0,0,14
Terry Tracy,,,,,,,0,0,14
Vincent Furlong,,,,,,,,0,14
Total,1,0,0,0,0,0,0,0,14
,Council At Large - Republican,,,,,,,Judge Of The Court Of Common Pleas - Republican,15
,James Williams,Daniel Tinney,David Oh,Dennis M O Brien,Terry Tracy,Al Taubenberger,Matt Wolfe,Vincent Furlong,15
James Williams,1,1,1,1,1,0,0,1,15
Daniel Tinney,,0,1,1,1,0,0,1,15
David Oh,,,0,1,1,0,0,1,15
Dennis M O Brien,,,,0,1,0,0,1,15
Terry Tracy,,,,,0,0,0,1,15
Al Taubenberger,,,,,,0,0,0,15
Matt Wolfe,,,,,,,0,0,15
Vincent Furlong,,,,,,,,0,15
Total,2,1,1,1,1,0,0,1,15
,Council At Large - Republican,,,,,,,Judge Of The Court Of Common Pleas - Republican,16
,Al Taubenberger,James Williams,Terry Tracy,Daniel Tinney,David Oh,Dennis M O Brien,Matt Wolfe,Vincent Furlong,16
Al Taubenberger,1,1,1,0,0,0,0,1,16
James Williams,,0,1,0,0,0,0,1,16
Terry Tracy,,,0,0,0,0,0,1,16
Daniel Tinney,,,,0,0,0,0,0,16
David Oh,,,,,0,0,0,0,16
Dennis M O Brien,,,,,,0,0,0,16
Matt Wolfe,,,,,,,0,0,16
Vincent Furlong,,,,,,,,0,16
Total,2,1,1,0,0,0,0,1,16
,Council At Large - Republican,,,,,,,Judge Of The Court Of Common Pleas - Republican,18
,David Oh,James Williams,Al Taubenberger,Daniel Tinney,Dennis M O Brien,Matt Wolfe,Terry Tracy,Vincent Furlong,18
David Oh,0,0,0,0,0,0,0,1,18
James Williams,,1,0,0,0,0,0,0,18
Al Taubenberger,,,0,0,0,0,0,0,18
Daniel Tinney,,,,0,0,0,0,0,18
Dennis M O Brien,,,,,0,0,0,0,18
Matt Wolfe,,,,,,0,0,0,18
Terry Tracy,,,,,,,0,0,18
Vincent Furlong,,,,,,,,0,18
Total,1,1,0,0,0,0,0,1,18
,Council At Large - Republican,,,,,,,Judge Of The Court Of Common Pleas - Republican,19
,Al Taubenberger,David Oh,Dennis M O Brien,James Williams,Daniel Tinney,Matt Wolfe,Terry Tracy,Vincent Furlong,19
Al Taubenberger,0,1,1,1,0,0,0,1,19
David Oh,,0,1,1,0,0,0,1,19
Dennis M O Brien,,,0,1,0,0,0,1,19
James Williams,,,,0,0,0,0,1,19
Daniel Tinney,,,,,0,0,0,0,19
Matt Wolfe,,,,,,0,0,0,19
Terry Tracy,,,,,,,0,0,19
Vincent Furlong,,,,,,,,0,19
Total,1,1,1,1,0,0,0,1,19
,Council At Large - Republican,,,,,,,Judge Of The Court Of Common Pleas - Republican,20
,David Oh,Al Taubenberger,James Williams,Matt Wolfe,Daniel Tinney,Dennis M O Brien,Terry Tracy,Vincent Furlong,20
David Oh,1,1,1,1,0,0,0,1,20
Al Taubenberger,,0,1,1,0,0,0,1,20
James Williams,,,0,1,0,0,0,1,20
Matt Wolfe,,,,0,0,0,0,1,20
Daniel Tinney,,,,,0,0,0,0,20
Dennis M O Brien,,,,,,0,0,0,20
Terry Tracy,,,,,,,0,0,20
Vincent Furlong,,,,,,,,0,20
Total,2,1,1,1,0,0,0,1,20
,Council At Large - Republican,,,,,,,Judge Of The Court Of Common Pleas - Republican,21
,David Oh,Dennis M O Brien,Terry Tracy,Al Taubenberger,Daniel Tinney,James Williams,Matt Wolfe,Vincent Furlong,21
