col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,All
,Blondell Reynolds Brown,Derek S Green,W Wilson Goode Jr,Allan Domb,Isaiah Thomas,Jenne Ayers,William K Greenlee,Wilson Alexander,Sherrie Cohen,Thomas Wyatt,Helen Gym,Ed Neilson,Carla M Cain,Frank Rizzo,Paul Steinke,Marnie Aument Loughrey,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,Daniel R Sulman,All
Blondell Reynolds Brown,141,380,505,346,282,132,311,95,162,78,145,135,60,110,46,38,483,363,417,116,110,100,88,60,All
Derek S Green,,55,273,305,226,198,232,190,76,123,74,59,57,39,62,30,528,382,323,188,74,99,78,29,All
W Wilson Goode Jr,,,17,258,246,81,247,68,136,50,97,106,35,85,31,21,362,291,322,84,75,73,65,50,All
Allan Domb,,,,38,194,96,195,70,58,86,77,54,57,42,51,24,299,256,295,97,85,83,51,36,All
Isaiah Thomas,,,,,30,73,126,50,65,56,74,69,31,54,57,15,239,189,213,78,58,47,51,34,All
Jenne Ayers,,,,,,30,41,136,57,51,54,15,49,36,22,27,249,181,130,129,40,39,35,25,All
William K Greenlee,,,,,,,1,25,75,27,27,111,14,32,17,18,243,194,217,42,37,45,41,17,All
Wilson Alexander,,,,,,,,17,34,59,20,6,28,11,12,13,175,149,84,129,22,44,28,15,All
Sherrie Cohen,,,,,,,,,3,23,54,68,43,30,22,24,145,108,138,31,40,34,24,31,All
Thomas Wyatt,,,,,,,,,,7,27,11,42,17,40,17,97,84,106,58,26,58,32,15,All
Helen Gym,,,,,,,,,,,5,38,28,36,25,17,125,87,107,27,35,32,24,31,All
Ed Neilson,,,,,,,,,,,,13,11,14,9,18,114,77,79,26,18,17,11,29,All
Carla M Cain,,,,,,,,,,,,,4,16,19,14,74,41,102,29,27,45,21,13,All
Frank Rizzo,,,,,,,,,,,,,,8,5,8,77,53,60,25,20,16,23,20,All
Paul Steinke,,,,,,,,,,,,,,,1,13,57,50,57,32,19,18,14,12,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,46,19,43,23,24,16,20,7,All
Sharon Williams Losier,,,,,,,,,,,,,,,,,28,456,402,178,75,77,56,42,All
Joffie C Pittman,,,,,,,,,,,,,,,,,,6,287,136,34,48,31,39,All
Christine Hope,,,,,,,,,,,,,,,,,,,12,69,79,74,75,41,All
Matthew Perks,,,,,,,,,,,,,,,,,,,,1,18,39,29,20,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,3,22,17,11,All
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,3,31,11,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,2,8,All
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,034",902,683,631,518,419,405,319,259,223,221,210,158,158,126,81,954,672,660,305,192,191,143,98,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Blondell Reynolds Brown,W Wilson Goode Jr,Derek S Green,Allan Domb,William K Greenlee,Isaiah Thomas,Jenne Ayers,Sherrie Cohen,Frank Rizzo,Wilson Alexander,Carla M Cain,Ed Neilson,Thomas Wyatt,Helen Gym,Paul Steinke,Marnie Aument Loughrey,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Franklin A Bennett Iii,Matthew Perks,Christian Dicicco,Gary S Silver,Daniel R Sulman,1
Blondell Reynolds Brown,9,58,36,34,41,18,13,15,11,6,6,7,4,5,1,1,46,40,40,9,6,8,6,4,1
W Wilson Goode Jr,,2,33,29,34,20,12,16,11,6,6,7,4,3,2,2,43,36,38,9,6,8,4,3,1
Derek S Green,,,2,28,29,6,11,2,2,7,2,2,4,3,2,0,40,37,28,5,9,4,4,1,1
Allan Domb,,,,0,25,9,4,1,6,2,3,0,5,1,2,1,28,25,27,5,3,4,6,1,1
