col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,City Commissioners - Democrat,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,1
,Anthony Clark,Lisa M Deeley,Omar Sabir,Will Mega,Tracey L Gordon,Carol A Jenkins,Blondell Reynolds Brown,W Wilson Goode Jr,Frank Rizzo,Sherrie Cohen,Isaiah Thomas,Derek S Green,Allan Domb,William K Greenlee,Helen Gym,Ed Neilson,Wilson Alexander,Carla M Cain,Jenne Ayers,Paul Steinke,Thomas Wyatt,Marnie Aument Loughrey,1
Anthony Clark,2,3,1,2,1,2,13,18,11,10,6,11,3,4,3,2,3,1,2,0,0,0,1
Lisa M Deeley,,0,1,1,1,0,5,6,3,4,3,3,2,2,2,1,0,0,0,0,0,0,1
Omar Sabir,,,0,0,0,2,5,2,1,1,4,1,2,0,2,0,0,1,0,0,0,0,1
Will Mega,,,,0,2,0,3,3,3,2,4,3,1,1,1,2,1,0,2,0,0,0,1
Tracey L Gordon,,,,,0,0,4,5,4,3,3,1,1,1,2,0,0,0,0,0,1,0,1
Carol A Jenkins,,,,,,0,2,3,2,1,1,0,2,2,0,0,1,0,0,0,1,0,1
Blondell Reynolds Brown,,,,,,,0,19,13,13,8,5,6,4,7,0,1,3,0,0,0,0,1
W Wilson Goode Jr,,,,,,,,0,18,14,7,6,4,5,5,1,1,1,0,0,1,0,1
Frank Rizzo,,,,,,,,,0,12,3,2,3,3,1,0,0,0,0,0,1,0,1
Sherrie Cohen,,,,,,,,,,0,4,2,1,5,0,1,2,1,0,1,1,0,1
Isaiah Thomas,,,,,,,,,,,3,4,3,2,5,2,2,1,1,0,0,0,1
Derek S Green,,,,,,,,,,,,1,1,3,3,2,1,1,1,0,0,0,1
Allan Domb,,,,,,,,,,,,,1,3,2,2,0,1,0,1,0,0,1
William K Greenlee,,,,,,,,,,,,,,0,1,2,2,1,0,1,1,0,1
Helen Gym,,,,,,,,,,,,,,,0,0,0,2,0,1,0,0,1
Ed Neilson,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,1
Wilson Alexander,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1
Carla M Cain,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Jenne Ayers,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Paul Steinke,,,,,,,,,,,,,,,,,,,,0,0,0,1
Thomas Wyatt,,,,,,,,,,,,,,,,,,,,,0,0,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,0,1
Total,30,7,7,7,6,5,27,27,18,18,15,14,10,9,8,4,4,3,3,2,2,0,1
,City Commissioners - Democrat,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,2
,Anthony Clark,Lisa M Deeley,Omar Sabir,Tracey L Gordon,Will Mega,Carol A Jenkins,Blondell Reynolds Brown,Derek S Green,Allan Domb,W Wilson Goode Jr,Isaiah Thomas,Sherrie Cohen,Jenne Ayers,William K Greenlee,Helen Gym,Thomas Wyatt,Wilson Alexander,Ed Neilson,Frank Rizzo,Carla M Cain,Marnie Aument Loughrey,Paul Steinke,2
Anthony Clark,5,5,4,3,3,2,7,15,8,9,7,7,5,5,2,7,5,3,5,4,2,1,2
