col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,1
,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Gary S Silver,Christian Dicicco,Matthew Perks,Franklin A Bennett Iii,Daniel R Sulman,Blondell Reynolds Brown,William K Greenlee,Sherrie Cohen,Ed Neilson,W Wilson Goode Jr,Isaiah Thomas,Derek S Green,Wilson Alexander,Paul Steinke,Allan Domb,Jenne Ayers,Carla M Cain,Helen Gym,Frank Rizzo,Marnie Aument Loughrey,Thomas Wyatt,1
Sharon Williams Losier,2,42,34,2,3,2,2,1,45,44,44,42,27,20,6,5,4,3,3,0,1,0,0,1,1
Christine Hope,,1,23,2,2,0,1,0,41,39,37,38,25,16,4,1,2,2,0,1,1,0,1,1,1
Joffie C Pittman,,,0,0,1,1,0,0,25,22,21,22,18,6,5,4,2,2,3,0,1,1,0,1,1
Gary S Silver,,,,0,1,1,2,1,2,3,2,1,2,1,3,1,2,2,0,2,0,0,0,0,1
Christian Dicicco,,,,,0,1,1,0,4,4,4,4,2,3,1,0,0,0,0,0,0,0,0,0,1
Matthew Perks,,,,,,0,0,0,0,1,1,0,1,1,3,2,1,0,1,0,0,0,0,0,1
Franklin A Bennett Iii,,,,,,,0,0,2,3,2,1,2,1,1,0,1,1,0,1,0,0,0,0,1
Daniel R Sulman,,,,,,,,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1
Blondell Reynolds Brown,,,,,,,,,0,46,46,43,29,19,3,0,2,3,1,1,2,1,1,0,1
William K Greenlee,,,,,,,,,,0,46,42,27,21,3,2,1,2,1,1,0,0,0,1,1
Sherrie Cohen,,,,,,,,,,,0,43,28,20,1,2,2,2,1,0,1,0,0,0,1
Ed Neilson,,,,,,,,,,,,0,25,19,1,1,2,2,0,0,1,0,0,1,1
W Wilson Goode Jr,,,,,,,,,,,,,0,3,2,1,3,1,0,0,1,1,0,0,1
Isaiah Thomas,,,,,,,,,,,,,,2,2,1,2,0,0,0,1,1,0,1,1
Derek S Green,,,,,,,,,,,,,,,0,7,0,1,3,2,0,1,0,1,1
Wilson Alexander,,,,,,,,,,,,,,,,1,1,1,3,0,0,0,0,0,1
Paul Steinke,,,,,,,,,,,,,,,,,0,2,0,0,1,0,0,0,1
Allan Domb,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1
Jenne Ayers,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Carla M Cain,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Helen Gym,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Frank Rizzo,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Thomas Wyatt,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,67,51,37,7,6,5,3,1,54,51,49,46,32,28,18,11,6,5,5,2,2,1,1,1,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,2
,Derek S Green,Blondell Reynolds Brown,W Wilson Goode Jr,William K Greenlee,Sherrie Cohen,Allan Domb,Jenne Ayers,Isaiah Thomas,Ed Neilson,Carla M Cain,Paul Steinke,Helen Gym,Wilson Alexander,Thomas Wyatt,Frank Rizzo,Marnie Aument Loughrey,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,Daniel R Sulman,2
Derek S Green,8,16,11,12,4,6,11,9,1,6,4,4,7,6,4,1,26,23,14,9,6,5,2,1,2
Blondell Reynolds Brown,,3,35,30,22,12,8,15,18,6,6,7,1,1,4,1,23,21,26,3,5,7,4,2,2
W Wilson Goode Jr,,,1,28,20,13,5,10,15,5,5,9,1,1,9,1,21,20,23,4,3,4,3,1,2
William K Greenlee,,,,4,23,10,7,13,18,2,3,7,1,1,2,0,19,21,21,4,5,3,3,2,2
Sherrie Cohen,,,,,1,7,3,5,15,3,5,5,0,2,0,0,14,15,18,4,3,1,1,1,2
Allan Domb,,,,,,2,6,7,1,6,7,2,0,3,3,0,10,9,6,4,3,5,4,2,2
Jenne Ayers,,,,,,,2,6,3,5,3,1,5,5,2,0,11,7,9,6,4,5,2,1,2
Isaiah Thomas,,,,,,,,1,5,1,3,4,3,2,2,0,9,10,7,3,3,4,2,2,2
Ed Neilson,,,,,,,,,0,0,0,0,1,1,0,0,7,8,14,1,1,2,1,0,2
Carla M Cain,,,,,,,,,,1,4,0,2,2,0,0,4,4,6,4,3,3,1,2,2
Paul Steinke,,,,,,,,,,,2,3,2,4,1,0,5,7,6,5,1,2,1,1,2
Helen Gym,,,,,,,,,,,,0,0,1,1,1,6,6,6,1,2,0,0,0,2
Wilson Alexander,,,,,,,,,,,,,2,3,1,0,2,3,2,4,1,1,0,0,2
Thomas Wyatt,,,,,,,,,,,,,,1,1,0,3,3,4,3,2,0,0,0,2
Frank Rizzo,,,,,,,,,,,,,,,0,0,2,1,3,2,0,0,1,0,2
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,1,0,1,0,1,0,0,0,2
Sharon Williams Losier,,,,,,,,,,,,,,,,,3,31,23,4,6,2,2,1,2
Joffie C Pittman,,,,,,,,,,,,,,,,,,2,19,7,2,3,1,1,2
Christine Hope,,,,,,,,,,,,,,,,,,,2,7,7,1,1,2,2
Matthew Perks,,,,,,,,,,,,,,,,,,,,0,2,2,1,1,2
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,0,0,1,3,2
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,0,2,0,2
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,67,59,52,50,32,28,28,25,20,17,17,12,12,11,9,1,65,51,44,16,12,11,6,4,2
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,3
,Blondell Reynolds Brown,W Wilson Goode Jr,Isaiah Thomas,William K Greenlee,Derek S Green,Jenne Ayers,Sherrie Cohen,Ed Neilson,Allan Domb,Wilson Alexander,Thomas Wyatt,Paul Steinke,Frank Rizzo,Carla M Cain,Marnie Aument Loughrey,Helen Gym,Sharon Williams Losier,Joffie C Pittman,Christian Dicicco,Christine Hope,Matthew Perks,Gary S Silver,Franklin A Bennett Iii,Daniel R Sulman,3
Blondell Reynolds Brown,1,71,42,33,14,6,19,21,6,1,4,3,7,0,2,0,22,23,42,25,6,7,9,0,3
W Wilson Goode Jr,,0,37,29,12,5,12,14,4,1,2,3,5,1,0,0,18,18,37,15,6,5,7,1,3
Isaiah Thomas,,,4,9,11,7,8,3,6,1,6,3,5,1,1,2,13,10,29,9,4,7,4,3,3
William K Greenlee,,,,1,18,10,17,19,4,2,6,6,4,4,3,1,23,23,6,22,8,9,7,2,3
Derek S Green,,,,,4,14,3,5,5,9,8,1,4,4,3,0,22,13,4,8,13,12,5,3,3
Jenne Ayers,,,,,,3,3,2,5,8,5,2,0,4,4,0,15,10,5,9,12,9,2,2,3
Sherrie Cohen,,,,,,,0,16,1,3,5,3,4,2,1,2,14,14,3,12,1,5,1,1,3
Ed Neilson,,,,,,,,0,2,2,3,0,1,1,2,0,13,12,4,12,1,3,2,0,3
Allan Domb,,,,,,,,,5,3,6,2,1,2,1,0,9,6,0,7,5,7,1,2,3
Wilson Alexander,,,,,,,,,,1,4,2,0,2,0,1,9,8,0,2,9,4,1,0,3
Thomas Wyatt,,,,,,,,,,,0,1,1,3,0,0,7,5,2,5,5,7,2,2,3
Paul Steinke,,,,,,,,,,,,2,2,1,0,3,4,6,2,4,2,3,2,1,3
Frank Rizzo,,,,,,,,,,,,,0,1,0,2,4,3,2,1,2,1,1,0,3
Carla M Cain,,,,,,,,,,,,,,0,3,1,3,5,1,3,3,3,1,1,3
Marnie Aument Loughrey,,,,,,,,,,,,,,,0,0,3,3,1,4,1,3,0,0,3
Helen Gym,,,,,,,,,,,,,,,,0,1,1,1,1,0,1,1,0,3
Sharon Williams Losier,,,,,,,,,,,,,,,,,2,28,3,18,10,8,2,2,3
Joffie C Pittman,,,,,,,,,,,,,,,,,,2,3,17,15,5,2,2,3
Christian Dicicco,,,,,,,,,,,,,,,,,,,1,4,0,3,2,0,3
Christine Hope,,,,,,,,,,,,,,,,,,,,0,2,7,3,0,3
Matthew Perks,,,,,,,,,,,,,,,,,,,,,0,4,2,2,3
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,0,4,2,3
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,0,0,3
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,99,85,65,53,47,34,27,25,22,18,15,12,11,9,5,3,61,49,47,36,22,21,12,4,3
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,4
,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Gary S Silver,Christian Dicicco,Daniel R Sulman,Franklin A Bennett Iii,Blondell Reynolds Brown,W Wilson Goode Jr,William K Greenlee,Derek S Green,Isaiah Thomas,Allan Domb,Jenne Ayers,Sherrie Cohen,Helen Gym,Wilson Alexander,Ed Neilson,Carla M Cain,Paul Steinke,Frank Rizzo,Thomas Wyatt,Marnie Aument Loughrey,4
Sharon Williams Losier,2,29,19,8,7,3,2,2,20,17,18,18,17,14,15,9,7,6,5,5,4,2,2,0,4
Joffie C Pittman,,2,18,7,1,1,1,1,19,21,20,9,15,13,7,8,4,3,4,0,3,2,0,0,4
Christine Hope,,,1,2,1,2,2,2,22,20,19,3,14,13,2,7,2,0,4,2,3,1,2,1,4
Matthew Perks,,,,0,1,2,0,2,3,3,4,7,3,3,7,2,0,4,2,1,2,3,0,0,4
Gary S Silver,,,,,0,2,1,1,2,1,0,5,4,3,4,2,3,2,1,3,1,1,2,0,4
Christian Dicicco,,,,,,0,1,1,5,4,3,2,0,1,2,5,1,1,2,3,1,2,0,1,4
Daniel R Sulman,,,,,,,0,1,5,2,0,0,2,2,2,1,2,0,1,2,0,0,1,1,4
Franklin A Bennett Iii,,,,,,,,0,3,2,3,1,3,2,1,2,2,0,1,0,3,2,0,0,4
Blondell Reynolds Brown,,,,,,,,,2,27,21,2,19,15,4,10,3,0,7,3,3,2,2,1,4
W Wilson Goode Jr,,,,,,,,,,1,23,4,17,15,2,9,2,0,6,1,3,3,2,1,4
William K Greenlee,,,,,,,,,,,3,3,15,15,1,8,2,0,7,0,4,4,0,0,4
Derek S Green,,,,,,,,,,,,4,6,4,10,4,4,6,1,3,2,1,1,0,4
Isaiah Thomas,,,,,,,,,,,,,0,13,4,3,6,0,1,2,4,1,0,0,4
Allan Domb,,,,,,,,,,,,,,2,3,1,2,0,1,3,4,2,4,0,4
Jenne Ayers,,,,,,,,,,,,,,,2,1,2,4,0,5,2,1,1,1,4
Sherrie Cohen,,,,,,,,,,,,,,,,0,3,1,7,2,0,2,0,0,4
Helen Gym,,,,,,,,,,,,,,,,,1,0,1,2,1,0,0,0,4
Wilson Alexander,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,4
Ed Neilson,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,4
Carla M Cain,,,,,,,,,,,,,,,,,,,,0,0,1,2,1,4
Paul Steinke,,,,,,,,,,,,,,,,,,,,,0,2,0,0,4
Frank Rizzo,,,,,,,,,,,,,,,,,,,,,,0,0,0,4
Thomas Wyatt,,,,,,,,,,,,,,,,,,,,,,,0,0,4
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,,,0,4
Total,52,41,29,15,10,8,5,5,39,35,33,28,27,25,23,15,10,9,8,7,7,5,5,1,4
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,5
,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Franklin A Bennett Iii,Matthew Perks,Gary S Silver,Christian Dicicco,Daniel R Sulman,Blondell Reynolds Brown,Derek S Green,W Wilson Goode Jr,William K Greenlee,Jenne Ayers,Ed Neilson,Sherrie Cohen,Wilson Alexander,Isaiah Thomas,Allan Domb,Carla M Cain,Paul Steinke,Thomas Wyatt,Marnie Aument Loughrey,Frank Rizzo,Helen Gym,5
Sharon Williams Losier,2,37,22,5,8,3,4,0,21,24,20,20,17,18,18,14,7,5,5,6,6,8,1,2,5
Joffie C Pittman,,0,19,3,7,2,0,0,19,18,17,15,14,13,12,12,5,2,5,3,4,1,2,0,5
Christine Hope,,,1,3,0,3,1,1,20,5,19,14,4,14,12,2,6,3,2,5,3,2,2,1,5
Franklin A Bennett Iii,,,,0,4,6,0,0,6,9,5,6,1,2,3,4,5,3,4,2,4,3,2,1,5
Matthew Perks,,,,,0,3,0,0,4,9,4,2,8,1,1,7,2,0,2,0,2,1,2,1,5
Gary S Silver,,,,,,0,0,1,6,5,5,5,4,2,2,3,1,4,2,1,2,2,3,0,5
Christian Dicicco,,,,,,,0,0,1,2,0,1,2,1,2,0,1,1,1,2,1,2,0,1,5
Daniel R Sulman,,,,,,,,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,5
Blondell Reynolds Brown,,,,,,,,,1,4,28,25,4,22,19,4,5,4,2,2,2,2,3,2,5
Derek S Green,,,,,,,,,,3,2,6,14,1,2,13,9,6,4,3,7,5,0,1,5
W Wilson Goode Jr,,,,,,,,,,,1,23,3,20,17,2,4,1,2,3,1,2,4,1,5
William K Greenlee,,,,,,,,,,,,2,1,20,18,4,2,2,2,0,2,3,1,1,5
Jenne Ayers,,,,,,,,,,,,,2,1,1,11,2,2,3,3,2,2,1,2,5
Ed Neilson,,,,,,,,,,,,,,0,18,0,0,1,0,2,0,2,0,1,5
Sherrie Cohen,,,,,,,,,,,,,,,0,1,1,1,2,2,3,3,1,0,5
Wilson Alexander,,,,,,,,,,,,,,,,0,0,3,2,1,3,0,2,0,5
Isaiah Thomas,,,,,,,,,,,,,,,,,3,2,3,4,3,1,2,1,5
Allan Domb,,,,,,,,,,,,,,,,,,1,2,2,2,3,1,0,5
Carla M Cain,,,,,,,,,,,,,,,,,,,0,2,2,1,1,0,5
Paul Steinke,,,,,,,,,,,,,,,,,,,,0,2,3,1,1,5
Thomas Wyatt,,,,,,,,,,,,,,,,,,,,,0,2,0,0,5
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,0,0,1,5
Frank Rizzo,,,,,,,,,,,,,,,,,,,,,,,1,0,5
Helen Gym,,,,,,,,,,,,,,,,,,,,,,,,1,5
Total,64,47,28,14,12,11,4,1,40,39,34,33,26,24,24,20,18,10,10,10,9,8,6,4,5
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,6
,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,Daniel R Sulman,Blondell Reynolds Brown,W Wilson Goode Jr,Derek S Green,William K Greenlee,Sherrie Cohen,Jenne Ayers,Ed Neilson,Wilson Alexander,Isaiah Thomas,Allan Domb,Helen Gym,Paul Steinke,Frank Rizzo,Thomas Wyatt,Carla M Cain,Marnie Aument Loughrey,6
Sharon Williams Losier,6,41,33,9,8,5,0,1,38,31,23,29,26,21,21,13,12,8,8,5,4,3,3,2,6
Joffie C Pittman,,0,27,12,2,0,4,2,28,23,21,24,24,12,19,12,8,4,8,5,1,4,3,2,6
Christine Hope,,,2,2,8,2,5,1,35,30,10,27,24,7,18,4,11,6,6,5,5,2,3,2,6
Matthew Perks,,,,0,0,1,2,1,1,3,15,2,0,10,0,11,2,5,1,3,2,3,0,0,6
Christian Dicicco,,,,,0,2,1,1,9,7,4,8,4,5,0,2,4,4,3,3,3,2,1,0,6
Gary S Silver,,,,,,1,1,0,3,3,5,1,1,2,0,0,2,2,1,2,0,1,1,0,6
Franklin A Bennett Iii,,,,,,,0,0,4,1,6,2,2,0,0,1,3,3,2,3,1,1,2,1,6
Daniel R Sulman,,,,,,,,0,2,2,0,0,2,0,0,0,2,0,2,1,0,2,1,1,6
Blondell Reynolds Brown,,,,,,,,,2,42,12,37,36,7,27,2,10,5,9,3,5,1,4,1,6
W Wilson Goode Jr,,,,,,,,,,2,8,35,29,6,25,1,9,3,8,3,5,2,1,0,6
Derek S Green,,,,,,,,,,,6,7,3,16,1,15,4,8,2,4,1,2,4,0,6
William K Greenlee,,,,,,,,,,,,2,29,2,27,1,9,3,5,5,4,0,0,0,6
Sherrie Cohen,,,,,,,,,,,,,0,3,27,0,5,0,8,3,0,2,3,1,6
Jenne Ayers,,,,,,,,,,,,,,7,0,14,1,5,4,3,2,3,2,1,6
Ed Neilson,,,,,,,,,,,,,,,0,0,2,0,1,1,0,0,0,0,6
Wilson Alexander,,,,,,,,,,,,,,,,1,2,5,0,2,1,3,0,1,6
Isaiah Thomas,,,,,,,,,,,,,,,,,2,2,3,4,1,3,1,1,6
Allan Domb,,,,,,,,,,,,,,,,,,5,1,4,3,2,1,0,6
Helen Gym,,,,,,,,,,,,,,,,,,,0,4,0,2,3,2,6
Paul Steinke,,,,,,,,,,,,,,,,,,,,0,0,3,0,1,6
Frank Rizzo,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6
