col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,1
,Sharon Williams Losier,Christine Hope,Christian Dicicco,Joffie C Pittman,Matthew Perks,Gary S Silver,Daniel R Sulman,Franklin A Bennett Iii,Derek S Green,Blondell Reynolds Brown,Isaiah Thomas,W Wilson Goode Jr,Allan Domb,Jenne Ayers,William K Greenlee,Thomas Wyatt,Ed Neilson,Helen Gym,Frank Rizzo,Sherrie Cohen,Carla M Cain,Paul Steinke,Marnie Aument Loughrey,Wilson Alexander,1
Sharon Williams Losier,0,16,10,6,5,2,1,0,15,16,12,9,7,10,10,6,7,4,4,6,3,2,1,1,1
Christine Hope,,2,7,5,3,2,3,0,6,11,9,7,6,6,8,6,4,3,4,4,4,1,0,0,1
Christian Dicicco,,,0,1,2,1,0,1,8,9,9,5,5,5,7,3,6,4,2,1,4,0,2,0,1
Joffie C Pittman,,,,1,3,0,1,2,7,5,5,4,1,5,2,6,1,2,2,4,0,1,2,0,1
Matthew Perks,,,,,0,2,1,1,5,3,4,3,1,6,1,4,2,1,2,1,2,1,0,1,1
Gary S Silver,,,,,,0,0,0,1,0,1,1,1,1,0,2,2,1,0,0,2,1,0,1,1
Daniel R Sulman,,,,,,,0,0,0,2,2,1,0,2,1,1,0,1,1,1,1,0,0,0,1
Franklin A Bennett Iii,,,,,,,,0,3,1,1,1,0,0,0,2,0,1,0,1,0,0,1,0,1
Derek S Green,,,,,,,,,2,7,9,6,2,5,6,5,6,3,1,3,1,1,3,0,1
Blondell Reynolds Brown,,,,,,,,,,0,10,14,6,6,7,5,6,5,9,6,2,0,2,0,1
Isaiah Thomas,,,,,,,,,,,1,8,5,3,6,4,7,1,4,2,3,1,2,0,1
W Wilson Goode Jr,,,,,,,,,,,,0,3,3,4,3,2,2,8,2,2,0,0,0,1
Allan Domb,,,,,,,,,,,,,1,3,5,3,4,3,2,3,2,2,0,0,1
Jenne Ayers,,,,,,,,,,,,,,0,3,3,1,3,1,3,3,0,0,0,1
William K Greenlee,,,,,,,,,,,,,,,1,3,7,3,2,3,2,0,0,0,1
