col_1,col_2,col_3,division
,City Commissioners - Republican,District Council 10th District - Republican,1
,Al Schmidt,Brian J O Neill,1
Al Schmidt,2,16,1
Brian J O Neill,,1,1
Total,18,17,1
,District Council 10th District - Republican,City Commissioners - Republican,2
,Brian J O Neill,Al Schmidt,2
Brian J O Neill,6,20,2
Al Schmidt,,5,2
Total,26,25,2
,District Council 10th District - Republican,City Commissioners - Republican,3
,Brian J O Neill,Al Schmidt,3
Brian J O Neill,14,16,3
Al Schmidt,,4,3
Total,30,20,3
,District Council 10th District - Republican,City Commissioners - Republican,4
,Brian J O Neill,Al Schmidt,4
Brian J O Neill,6,16,4
Al Schmidt,,5,4
Total,22,21,4
,District Council 10th District - Republican,City Commissioners - Republican,5
,Brian J O Neill,Al Schmidt,5
Brian J O Neill,5,14,5
Al Schmidt,,3,5
Total,19,17,5
,District Council 10th District - Republican,City Commissioners - Republican,6
,Brian J O Neill,Al Schmidt,6
Brian J O Neill,7,13,6
Al Schmidt,,6,6
Total,20,19,6
,District Council 10th District - Republican,City Commissioners - Republican,7
,Brian J O Neill,Al Schmidt,7
Brian J O Neill,10,32,7
Al Schmidt,,6,7
Total,42,38,7
,District Council 10th District - Republican,City Commissioners - Republican,8
,Brian J O Neill,Al Schmidt,8
Brian J O Neill,8,20,8
Al Schmidt,,4,8
Total,28,24,8
,City Commissioners - Republican,District Council 10th District - Republican,9
,Al Schmidt,Brian J O Neill,9
Al Schmidt,10,20,9
Brian J O Neill,,8,9
Total,30,28,9
,District Council 10th District - Republican,City Commissioners - Republican,10
,Brian J O Neill,Al Schmidt,10
Brian J O Neill,5,31,10
Al Schmidt,,2,10
Total,36,33,10
,District Council 10th District - Republican,City Commissioners - Republican,11
,Brian J O Neill,Al Schmidt,11
Brian J O Neill,6,32,11
Al Schmidt,,5,11
Total,38,37,11
,City Commissioners - Republican,District Council 10th District - Republican,12
,Al Schmidt,Brian J O Neill,12
Al Schmidt,5,17,12
Brian J O Neill,,3,12
Total,22,20,12
,District Council 10th District - Republican,City Commissioners - Republican,13
,Brian J O Neill,Al Schmidt,13
Brian J O Neill,6,21,13
Al Schmidt,,3,13
Total,27,24,13
,City Commissioners - Republican,District Council 10th District - Republican,14
,Al Schmidt,Brian J O Neill,14
Al Schmidt,9,14,14
Brian J O Neill,,2,14
Total,23,16,14
,District Council 10th District - Republican,City Commissioners - Republican,15
,Brian J O Neill,Al Schmidt,15
Brian J O Neill,7,26,15
Al Schmidt,,1,15
Total,33,27,15
,City Commissioners - Republican,District Council 10th District - Republican,16
,Al Schmidt,Brian J O Neill,16
Al Schmidt,3,24,16
Brian J O Neill,,1,16
Total,27,25,16
,District Council 10th District - Republican,City Commissioners - Republican,17
,Brian J O Neill,Al Schmidt,17
Brian J O Neill,50,47,17
Al Schmidt,,8,17
Total,97,55,17
,District Council 10th District - Republican,City Commissioners - Republican,18
,Brian J O Neill,Al Schmidt,18
Brian J O Neill,12,17,18
Al Schmidt,,4,18
Total,29,21,18
,District Council 10th District - Republican,City Commissioners - Republican,19
,Brian J O Neill,Al Schmidt,19
Brian J O Neill,5,21,19
Al Schmidt,,3,19
Total,26,24,19
,District Council 10th District - Republican,City Commissioners - Republican,20
,Brian J O Neill,Al Schmidt,20
Brian J O Neill,8,20,20
Al Schmidt,,5,20
Total,28,25,20
,District Council 10th District - Republican,City Commissioners - Republican,21
,Brian J O Neill,Al Schmidt,21
Brian J O Neill,12,26,21
Al Schmidt,,5,21
Total,38,31,21
,City Commissioners - Republican,District Council 10th District - Republican,22
,Al Schmidt,Brian J O Neill,22
Al Schmidt,5,23,22
Brian J O Neill,,5,22
Total,28,28,22
,City Commissioners - Republican,District Council 10th District - Republican,23
,Al Schmidt,Brian J O Neill,23
Al Schmidt,11,20,23
Brian J O Neill,,11,23
Total,31,31,23
,District Council 10th District - Republican,City Commissioners - Republican,24
,Brian J O Neill,Al Schmidt,24
Brian J O Neill,12,19,24
Al Schmidt,,4,24
Total,31,23,24
,City Commissioners - Republican,District Council 10th District - Republican,25
,Al Schmidt,Brian J O Neill,25
Al Schmidt,12,30,25
Brian J O Neill,,5,25
Total,42,35,25
,District Council 10th District - Republican,City Commissioners - Republican,26
