col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,City Commissioners - Republican,Council At Large - Republican,,,,,,,All
,Al Schmidt,David Oh,Dennis M O Brien,Terry Tracy,Daniel Tinney,Al Taubenberger,Matt Wolfe,James Williams,All
Al Schmidt,331,"7,370","6,141","6,678","5,960","5,153","4,766","4,500",All
David Oh,,460,"4,429","4,735","3,923","3,330","2,896","3,567",All
Dennis M O Brien,,,441,"3,669","4,609","3,894","3,153","2,176",All
Terry Tracy,,,,183,"3,945","3,054","3,059","3,467",All
Daniel Tinney,,,,,260,"3,684","3,478","2,263",All
Al Taubenberger,,,,,,235,"3,235","1,575",All
Matt Wolfe,,,,,,,138,"1,570",All
James Williams,,,,,,,,100,All
Total,"12,267","8,859","7,942","7,738","7,441","6,468","5,727","4,937",All
