col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,District Council 6th District - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,All
,Bobby Henon,Christine Hope,Sharon Williams Losier,Christian Dicicco,Matthew Perks,Joffie C Pittman,Gary S Silver,Daniel R Sulman,Franklin A Bennett Iii,All
Bobby Henon,"2,314","5,459","3,130","2,946","1,879","1,874","1,167","1,175",808,All
Christine Hope,,613,"2,133","2,000",909,"1,054",637,668,442,All
Sharon Williams Losier,,,155,"1,046",622,944,384,319,218,All
Christian Dicicco,,,,198,610,375,431,468,393,All
Matthew Perks,,,,,89,638,330,364,197,All
Joffie C Pittman,,,,,,73,204,383,110,All
Gary S Silver,,,,,,,85,224,178,All
Daniel R Sulman,,,,,,,,29,125,All
Franklin A Bennett Iii,,,,,,,,,21,All
Total,"10,911","6,654","3,639","3,475","2,239","2,226","1,490","1,415",935,All
