col_1,col_2,division
,Register Of Wills - Democrat,1
,Ronald R Donatucci,1
Ronald R Donatucci,50,1
Total,50,1
,Register Of Wills - Democrat,2
,Ronald R Donatucci,2
Ronald R Donatucci,23,2
Total,23,2
,Register Of Wills - Democrat,3
,Ronald R Donatucci,3
Ronald R Donatucci,91,3
Total,91,3
,Register Of Wills - Democrat,4
,Ronald R Donatucci,4
Ronald R Donatucci,32,4
Total,32,4
,Register Of Wills - Democrat,5
,Ronald R Donatucci,5
Ronald R Donatucci,18,5
Total,18,5
,Register Of Wills - Democrat,6
,Ronald R Donatucci,6
Ronald R Donatucci,37,6
Total,37,6
,Register Of Wills - Democrat,7
,Ronald R Donatucci,7
Ronald R Donatucci,24,7
Total,24,7
,Register Of Wills - Democrat,8
,Ronald R Donatucci,8
Ronald R Donatucci,23,8
Total,23,8
,Register Of Wills - Democrat,9
,Ronald R Donatucci,9
Ronald R Donatucci,32,9
Total,32,9
,Register Of Wills - Democrat,10
,Ronald R Donatucci,10
Ronald R Donatucci,100,10
Total,100,10
,Register Of Wills - Democrat,11
,Ronald R Donatucci,11
Ronald R Donatucci,56,11
Total,56,11
,Register Of Wills - Democrat,12
,Ronald R Donatucci,12
Ronald R Donatucci,96,12
Total,96,12
,Register Of Wills - Democrat,13
,Ronald R Donatucci,13
Ronald R Donatucci,79,13
Total,79,13
,Register Of Wills - Democrat,14
,Ronald R Donatucci,14
Ronald R Donatucci,49,14
Total,49,14
,Register Of Wills - Democrat,15
,Ronald R Donatucci,15
Ronald R Donatucci,59,15
Total,59,15
,Register Of Wills - Democrat,16
,Ronald R Donatucci,16
Ronald R Donatucci,75,16
Total,75,16
,Register Of Wills - Democrat,17
,Ronald R Donatucci,17
Ronald R Donatucci,65,17
Total,65,17
,Register Of Wills - Democrat,18
,Ronald R Donatucci,18
Ronald R Donatucci,35,18
Total,35,18
,Register Of Wills - Democrat,All
,Ronald R Donatucci,All
Ronald R Donatucci,944,All
Total,944,All
