col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,All
,Ed Neilson,Allan Domb,Frank Rizzo,William K Greenlee,Derek S Green,Paul Steinke,Sherrie Cohen,Helen Gym,Thomas Wyatt,Jenne Ayers,W Wilson Goode Jr,Blondell Reynolds Brown,Carla M Cain,Isaiah Thomas,Marnie Aument Loughrey,Wilson Alexander,Christine Hope,Sharon Williams Losier,Christian Dicicco,Joffie C Pittman,Matthew Perks,Gary S Silver,Daniel R Sulman,Franklin A Bennett Iii,All
Ed Neilson,283,894,700,805,390,457,471,387,312,195,361,295,156,185,131,92,"1,314",594,618,487,339,215,202,147,All
Allan Domb,,91,460,487,267,402,389,258,316,185,206,129,142,98,99,85,743,458,439,380,276,196,173,112,All
Frank Rizzo,,,51,287,175,238,212,143,177,149,104,127,121,66,87,65,495,283,454,185,226,139,117,107,All
William K Greenlee,,,,6,261,194,340,164,121,69,301,224,53,125,59,31,591,335,308,339,177,106,128,72,All
Derek S Green,,,,,26,194,119,123,212,162,127,160,84,129,53,135,443,324,214,273,221,95,82,89,All
Paul Steinke,,,,,,6,180,211,298,85,52,75,76,112,66,49,377,210,289,183,226,114,117,71,All
Sherrie Cohen,,,,,,,6,177,99,134,207,122,125,55,71,42,440,290,229,266,146,100,121,68,All
Helen Gym,,,,,,,,23,130,120,79,92,107,70,86,29,353,247,222,159,135,74,97,58,All
Thomas Wyatt,,,,,,,,,14,104,44,61,93,89,43,82,309,205,203,157,209,113,88,65,All
Jenne Ayers,,,,,,,,,,13,33,59,137,27,80,111,280,250,167,145,144,70,46,50,All
W Wilson Goode Jr,,,,,,,,,,,2,160,21,103,18,20,300,196,112,205,63,43,69,37,All
Blondell Reynolds Brown,,,,,,,,,,,,10,55,64,49,32,257,186,144,171,102,52,57,52,All
Carla M Cain,,,,,,,,,,,,,3,11,84,38,252,175,150,85,99,79,36,34,All
Isaiah Thomas,,,,,,,,,,,,,,3,14,15,180,117,84,90,58,37,42,34,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,0,24,172,111,123,57,57,38,35,29,All
Wilson Alexander,,,,,,,,,,,,,,,,7,113,119,71,96,108,51,26,39,All
Christine Hope,,,,,,,,,,,,,,,,,68,627,504,450,287,157,148,98,All
Sharon Williams Losier,,,,,,,,,,,,,,,,,,21,257,397,180,108,52,60,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,16,123,189,144,114,119,All
Joffie C Pittman,,,,,,,,,,,,,,,,,,,,16,197,53,114,39,All
Matthew Perks,,,,,,,,,,,,,,,,,,,,,5,87,100,48,All
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,4,41,46,All
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,3,34,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"2,542","1,557","1,113","1,035",846,777,763,660,659,516,496,484,386,330,276,275,"1,976","1,061",989,831,643,399,337,253,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Ed Neilson,Allan Domb,Frank Rizzo,Jenne Ayers,Derek S Green,Paul Steinke,Thomas Wyatt,William K Greenlee,Helen Gym,Sherrie Cohen,Isaiah Thomas,Blondell Reynolds Brown,W Wilson Goode Jr,Wilson Alexander,Carla M Cain,Marnie Aument Loughrey,Christine Hope,Joffie C Pittman,Sharon Williams Losier,Matthew Perks,Christian Dicicco,Gary S Silver,Daniel R Sulman,Franklin A Bennett Iii,1
Ed Neilson,4,11,13,5,5,11,6,9,5,4,5,4,4,2,2,0,11,10,6,9,6,4,6,2,1
Allan Domb,,1,8,2,2,7,5,9,2,4,2,1,2,1,1,0,7,9,4,5,3,1,5,0,1
Frank Rizzo,,,3,4,3,5,3,6,2,1,2,2,3,1,0,0,6,5,3,7,6,3,3,1,1
Jenne Ayers,,,,0,5,1,3,1,2,3,1,1,1,5,4,0,5,5,7,6,4,6,0,4,1
Derek S Green,,,,,3,4,5,2,4,1,3,1,1,5,1,1,5,5,7,6,2,4,2,1,1
Paul Steinke,,,,,,0,7,5,5,3,4,0,0,0,0,0,6,6,1,7,5,3,5,0,1
Thomas Wyatt,,,,,,,0,0,4,2,3,2,0,2,2,0,3,4,2,5,3,4,3,1,1
William K Greenlee,,,,,,,,0,2,3,2,2,4,0,0,0,4,7,4,3,2,1,3,0,1
Helen Gym,,,,,,,,,0,3,3,2,3,1,1,1,4,3,3,4,3,2,2,0,1
Sherrie Cohen,,,,,,,,,,0,0,1,1,2,2,0,6,4,2,2,4,3,2,0,1
Isaiah Thomas,,,,,,,,,,,0,1,4,0,0,0,4,4,3,4,1,1,1,0,1
Blondell Reynolds Brown,,,,,,,,,,,,0,2,2,1,1,4,1,4,2,1,1,0,1,1
W Wilson Goode Jr,,,,,,,,,,,,,0,0,0,0,3,2,2,1,1,1,0,0,1
Wilson Alexander,,,,,,,,,,,,,,0,1,1,2,2,5,4,2,2,0,1,1
Carla M Cain,,,,,,,,,,,,,,,0,0,2,1,4,0,0,3,0,2,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1
Christine Hope,,,,,,,,,,,,,,,,,0,7,5,6,3,1,3,1,1
Joffie C Pittman,,,,,,,,,,,,,,,,,,0,6,7,1,0,5,0,1
Sharon Williams Losier,,,,,,,,,,,,,,,,,,,0,5,0,4,0,2,1
Matthew Perks,,,,,,,,,,,,,,,,,,,,0,5,3,3,1,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,2,4,2,0,1
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,0,1,4,1
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,32,20,19,17,16,16,12,12,11,9,8,7,7,7,6,1,21,16,16,15,13,11,8,5,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,2
,Ed Neilson,Allan Domb,Frank Rizzo,Thomas Wyatt,Jenne Ayers,Sherrie Cohen,Carla M Cain,Helen Gym,Derek S Green,William K Greenlee,Marnie Aument Loughrey,Wilson Alexander,Paul Steinke,Blondell Reynolds Brown,Isaiah Thomas,W Wilson Goode Jr,Christine Hope,Sharon Williams Losier,Christian Dicicco,Matthew Perks,Joffie C Pittman,Daniel R Sulman,Franklin A Bennett Iii,Gary S Silver,2
Ed Neilson,5,7,4,4,3,3,3,5,3,8,5,3,3,2,1,2,8,4,7,7,3,4,1,1,2
Allan Domb,,1,4,5,4,6,3,4,3,4,3,3,4,0,2,1,7,6,4,3,3,3,2,2,2
Frank Rizzo,,,1,5,1,5,3,2,1,3,1,0,3,1,0,1,7,2,7,4,2,2,2,0,2
Thomas Wyatt,,,,0,4,3,3,2,4,4,0,5,2,2,1,0,7,6,3,6,5,4,2,2,2
Jenne Ayers,,,,,0,4,7,3,3,1,4,4,0,1,0,0,8,11,4,3,3,2,1,1,2
