col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Judge Of The Municipal Court - Democrat,,,,,,,,Judge Of The Commonwealth Court - Democrat,,1
,Christine Hope,Christian Dicicco,Sharon Williams Losier,Matthew Perks,Gary S Silver,Joffie C Pittman,Franklin A Bennett Iii,Daniel R Sulman,Michael Wojcik,Todd Eagen,1
Christine Hope,19,19,14,7,6,5,2,2,23,11,1
Christian Dicicco,,1,12,5,3,0,3,2,12,10,1
Sharon Williams Losier,,,1,3,4,3,2,1,9,14,1
Matthew Perks,,,,2,0,2,0,0,8,1,1
Gary S Silver,,,,,0,1,1,0,7,2,1
Joffie C Pittman,,,,,,0,0,1,3,4,1
Franklin A Bennett Iii,,,,,,,0,1,2,3,1
Daniel R Sulman,,,,,,,,0,2,2,1
Michael Wojcik,,,,,,,,,4,0,1
Todd Eagen,,,,,,,,,,4,1
Total,58,26,25,13,10,7,5,4,33,25,1
,Judge Of The Municipal Court - Democrat,,,,,,,,Judge Of The Commonwealth Court - Democrat,,2
,Christine Hope,Sharon Williams Losier,Christian Dicicco,Joffie C Pittman,Matthew Perks,Gary S Silver,Daniel R Sulman,Franklin A Bennett Iii,Michael Wojcik,Todd Eagen,2
Christine Hope,16,23,18,13,8,5,5,1,23,24,2
Sharon Williams Losier,,2,17,10,7,9,2,3,23,15,2
Christian Dicicco,,,1,3,5,3,3,3,16,14,2
Joffie C Pittman,,,,0,6,1,6,2,10,10,2
Matthew Perks,,,,,0,3,3,1,9,8,2
Gary S Silver,,,,,,1,2,3,5,9,2
Daniel R Sulman,,,,,,,0,1,6,5,2
Franklin A Bennett Iii,,,,,,,,0,5,2,2
Michael Wojcik,,,,,,,,,5,0,2
Todd Eagen,,,,,,,,,,1,2
Total,64,41,31,22,18,15,11,7,42,39,2
,Judge Of The Municipal Court - Democrat,,,,,,,,Judge Of The Commonwealth Court - Democrat,,3
,Christine Hope,Christian Dicicco,Sharon Williams Losier,Joffie C Pittman,Matthew Perks,Franklin A Bennett Iii,Gary S Silver,Daniel R Sulman,Michael Wojcik,Todd Eagen,3
Christine Hope,16,17,14,7,5,6,3,3,17,19,3
Christian Dicicco,,0,9,6,3,3,4,1,14,9,3
Sharon Williams Losier,,,3,3,3,3,1,0,10,10,3
Joffie C Pittman,,,,1,3,0,0,2,4,7,3
Matthew Perks,,,,,0,1,2,1,3,7,3
Franklin A Bennett Iii,,,,,,0,2,1,5,3,3
Gary S Silver,,,,,,,0,2,4,2,3
Daniel R Sulman,,,,,,,,0,2,3,3
Michael Wojcik,,,,,,,,,4,0,3
Todd Eagen,,,,,,,,,,2,3
Total,55,25,25,12,10,8,7,5,31,27,3
,Judge Of The Municipal Court - Democrat,,,,,,,,Judge Of The Commonwealth Court - Democrat,,4
,Christine Hope,Joffie C Pittman,Matthew Perks,Christian Dicicco,Sharon Williams Losier,Gary S Silver,Daniel R Sulman,Franklin A Bennett Iii,Michael Wojcik,Todd Eagen,4
Christine Hope,12,8,6,6,9,5,4,2,14,8,4
Joffie C Pittman,,3,11,3,6,3,4,1,10,9,4
Matthew Perks,,,1,7,5,1,5,2,9,10,4
Christian Dicicco,,,,0,3,4,2,3,8,10,4
Sharon Williams Losier,,,,,0,2,3,0,8,8,4
Gary S Silver,,,,,,1,1,0,6,4,4
Daniel R Sulman,,,,,,,1,1,4,5,4
Franklin A Bennett Iii,,,,,,,,0,3,2,4
Michael Wojcik,,,,,,,,,9,0,4
Todd Eagen,,,,,,,,,,5,4
Total,37,24,21,18,17,13,11,5,34,30,4
,Judge Of The Municipal Court - Democrat,,,,,,,,Judge Of The Commonwealth Court - Democrat,,5
,Christine Hope,Christian Dicicco,Sharon Williams Losier,Matthew Perks,Gary S Silver,Joffie C Pittman,Franklin A Bennett Iii,Daniel R Sulman,Michael Wojcik,Todd Eagen,5
Christine Hope,11,20,13,5,7,3,7,4,18,19,5
Christian Dicicco,,3,9,6,6,3,6,1,20,10,5
Sharon Williams Losier,,,1,6,4,7,3,5,10,18,5
Matthew Perks,,,,3,6,8,2,4,10,10,5
Gary S Silver,,,,,1,0,3,4,8,5,5
Joffie C Pittman,,,,,,0,3,2,5,9,5
Franklin A Bennett Iii,,,,,,,0,2,8,5,5
Daniel R Sulman,,,,,,,,0,5,6,5
Michael Wojcik,,,,,,,,,8,0,5
Todd Eagen,,,,,,,,,,4,5
Total,52,36,32,24,17,15,13,12,44,42,5
,Judge Of The Municipal Court - Democrat,,,,,,,,Judge Of The Commonwealth Court - Democrat,,6
,Christine Hope,Christian Dicicco,Sharon Williams Losier,Gary S Silver,Joffie C Pittman,Matthew Perks,Daniel R Sulman,Franklin A Bennett Iii,Todd Eagen,Michael Wojcik,6
Christine Hope,12,22,13,4,4,5,3,3,19,16,6
Christian Dicicco,,2,12,4,3,3,4,1,15,14,6
Sharon Williams Losier,,,0,0,3,1,0,0,10,9,6
Gary S Silver,,,,2,0,2,1,0,0,5,6
Joffie C Pittman,,,,,0,2,2,0,5,3,6
Matthew Perks,,,,,,0,2,1,5,3,6
Daniel R Sulman,,,,,,,0,0,3,2,6
Franklin A Bennett Iii,,,,,,,,0,1,1,6
Todd Eagen,,,,,,,,,2,0,6
Michael Wojcik,,,,,,,,,,1,6
Total,50,32,19,8,8,8,6,3,29,24,6
,Judge Of The Municipal Court - Democrat,,,,,,,,Judge Of The Commonwealth Court - Democrat,,7
,Christine Hope,Matthew Perks,Christian Dicicco,Sharon Williams Losier,Joffie C Pittman,Daniel R Sulman,Franklin A Bennett Iii,Gary S Silver,Michael Wojcik,Todd Eagen,7
Christine Hope,9,5,10,10,5,1,5,0,12,11,7
Matthew Perks,,1,4,5,8,8,1,2,11,7,7
Christian Dicicco,,,3,8,3,1,2,2,12,3,7
Sharon Williams Losier,,,,0,2,1,1,1,10,7,7
Joffie C Pittman,,,,,1,6,1,1,5,8,7
Daniel R Sulman,,,,,,0,1,2,4,6,7
Franklin A Bennett Iii,,,,,,,0,2,3,4,7
Gary S Silver,,,,,,,,0,2,3,7
Michael Wojcik,,,,,,,,,5,0,7
Todd Eagen,,,,,,,,,,2,7
Total,35,20,19,18,14,10,7,5,28,23,7
,Judge Of The Municipal Court - Democrat,,,,,,,,Judge Of The Commonwealth Court - Democrat,,8
,Christine Hope,Christian Dicicco,Sharon Williams Losier,Matthew Perks,Joffie C Pittman,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,Michael Wojcik,Todd Eagen,8
Christine Hope,14,11,6,9,4,4,4,0,15,11,8
Christian Dicicco,,0,3,3,0,2,0,1,7,7,8
Sharon Williams Losier,,,1,1,0,0,1,1,2,7,8
Matthew Perks,,,,0,5,2,1,0,6,3,8
Joffie C Pittman,,,,,1,3,1,0,3,2,8
Daniel R Sulman,,,,,,0,0,0,1,4,8
Gary S Silver,,,,,,,0,0,1,2,8
Franklin A Bennett Iii,,,,,,,,0,0,1,8
Michael Wojcik,,,,,,,,,4,0,8
Todd Eagen,,,,,,,,,,1,8
Total,45,14,12,11,8,7,5,1,22,19,8
,Judge Of The Municipal Court - Democrat,,,,,,,,Judge Of The Commonwealth Court - Democrat,,9
,Christine Hope,Christian Dicicco,Sharon Williams Losier,Matthew Perks,Daniel R Sulman,Franklin A Bennett Iii,Gary S Silver,Joffie C Pittman,Michael Wojcik,Todd Eagen,9
Christine Hope,8,9,11,2,1,2,2,2,8,9,9
Christian Dicicco,,0,8,2,3,2,1,0,9,6,9
Sharon Williams Losier,,,0,2,0,0,2,3,5,9,9
Matthew Perks,,,,0,3,1,2,2,4,3,9
Daniel R Sulman,,,,,1,1,1,1,3,2,9
Franklin A Bennett Iii,,,,,,0,2,0,2,3,9
Gary S Silver,,,,,,,0,0,3,2,9
Joffie C Pittman,,,,,,,,0,2,3,9
Michael Wojcik,,,,,,,,,3,0,9
Todd Eagen,,,,,,,,,,0,9
Total,25,15,14,7,6,5,5,5,18,14,9
,Judge Of The Municipal Court - Democrat,,,,,,,,Judge Of The Commonwealth Court - Democrat,,10
