col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Justice Of The Supreme Court - Democrat,,,,,,Sheriff - Democrat,All
,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,Jewell Williams,All
Kevin M Dougherty,"31,129","58,552","34,799","35,530","9,033","8,250","89,842",All
Anne E Lazarus,,"4,265","28,165","29,578","5,800","7,030","60,774",All
David Wecht,,,"4,672","16,658","3,370","3,657","46,591",All
Christine Donohue,,,,"3,644","4,825","3,672","47,985",All
Dwayne D Woodruff,,,,,560,"1,441","11,762",All
John Henry Foradora,,,,,,567,"10,040",All
Jewell Williams,,,,,,,"7,751",All
Total,"140,495","81,482","63,095","61,205","14,449","14,406","134,116",All
