col_1,col_2,col_3,division
,Mayor - Republican,Sheriff - Republican,1
,Melissa Murray Bailey,Christopher Sawyer,1
Melissa Murray Bailey,2,17,1
Christopher Sawyer,,0,1
Total,19,17,1
,Mayor - Republican,Sheriff - Republican,2
,Melissa Murray Bailey,Christopher Sawyer,2
Melissa Murray Bailey,9,27,2
Christopher Sawyer,,3,2
Total,36,30,2
,Mayor - Republican,Sheriff - Republican,3
,Melissa Murray Bailey,Christopher Sawyer,3
Melissa Murray Bailey,3,16,3
Christopher Sawyer,,2,3
Total,19,18,3
,Mayor - Republican,Sheriff - Republican,4
,Melissa Murray Bailey,Christopher Sawyer,4
Melissa Murray Bailey,5,26,4
Christopher Sawyer,,2,4
Total,31,28,4
,Mayor - Republican,Sheriff - Republican,5
,Melissa Murray Bailey,Christopher Sawyer,5
Melissa Murray Bailey,4,22,5
Christopher Sawyer,,3,5
Total,26,25,5
,Mayor - Republican,Sheriff - Republican,6
,Melissa Murray Bailey,Christopher Sawyer,6
Melissa Murray Bailey,5,29,6
Christopher Sawyer,,2,6
Total,34,31,6
,Sheriff - Republican,Mayor - Republican,7
,Christopher Sawyer,Melissa Murray Bailey,7
Christopher Sawyer,3,30,7
Melissa Murray Bailey,,3,7
Total,33,33,7
,Mayor - Republican,Sheriff - Republican,8
,Melissa Murray Bailey,Christopher Sawyer,8
Melissa Murray Bailey,5,29,8
Christopher Sawyer,,0,8
Total,34,29,8
,Mayor - Republican,Sheriff - Republican,9
,Melissa Murray Bailey,Christopher Sawyer,9
Melissa Murray Bailey,2,11,9
Christopher Sawyer,,0,9
Total,13,11,9
,Sheriff - Republican,Mayor - Republican,10
,Christopher Sawyer,Melissa Murray Bailey,10
Christopher Sawyer,1,23,10
Melissa Murray Bailey,,1,10
Total,24,24,10
,Mayor - Republican,Sheriff - Republican,11
,Melissa Murray Bailey,Christopher Sawyer,11
Melissa Murray Bailey,4,39,11
Christopher Sawyer,,2,11
Total,43,41,11
,Mayor - Republican,Sheriff - Republican,12
,Melissa Murray Bailey,Christopher Sawyer,12
Melissa Murray Bailey,2,10,12
Christopher Sawyer,,1,12
Total,12,11,12
,Mayor - Republican,Sheriff - Republican,13
,Melissa Murray Bailey,Christopher Sawyer,13
Melissa Murray Bailey,4,35,13
Christopher Sawyer,,2,13
Total,39,37,13
,Sheriff - Republican,Mayor - Republican,14
,Christopher Sawyer,Melissa Murray Bailey,14
Christopher Sawyer,4,26,14
Melissa Murray Bailey,,2,14
Total,30,28,14
,Mayor - Republican,Sheriff - Republican,15
,Melissa Murray Bailey,Christopher Sawyer,15
Melissa Murray Bailey,2,18,15
Christopher Sawyer,,1,15
Total,20,19,15
,Mayor - Republican,Sheriff - Republican,16
,Melissa Murray Bailey,Christopher Sawyer,16
Melissa Murray Bailey,1,20,16
Christopher Sawyer,,0,16
Total,21,20,16
,Mayor - Republican,Sheriff - Republican,17
,Melissa Murray Bailey,Christopher Sawyer,17
Melissa Murray Bailey,1,18,17
Christopher Sawyer,,0,17
Total,19,18,17
,Mayor - Republican,Sheriff - Republican,18
,Melissa Murray Bailey,Christopher Sawyer,18
Melissa Murray Bailey,6,31,18
Christopher Sawyer,,5,18
Total,37,36,18
,Mayor - Republican,Sheriff - Republican,All
,Melissa Murray Bailey,Christopher Sawyer,All
Melissa Murray Bailey,61,427,All
Christopher Sawyer,,31,All
Total,488,458,All
