col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Sheriff - Democrat,City Commissioners - Democrat,,,,,,All
,Jewell Williams,Anthony Clark,Lisa M Deeley,Carol A Jenkins,Tracey L Gordon,Omar Sabir,Will Mega,All
Jewell Williams,"15,582","64,143","33,524","28,193","25,025","23,884","16,586",All
Anthony Clark,,"6,756","12,188","8,538","9,025","7,706","6,653",All
Lisa M Deeley,,,"6,395","9,167","4,369","8,128","2,315",All
Carol A Jenkins,,,,"4,493","6,598","2,119","1,632",All
Tracey L Gordon,,,,,"3,042","2,852","2,029",All
Omar Sabir,,,,,,"3,266","2,369",All
Will Mega,,,,,,,"1,784",All
Total,"134,116","74,989","47,098","37,577","31,796","30,915","20,450",All
