col_1,col_2,division
,Mayor - Republican,1
,Melissa Murray Bailey,1
Melissa Murray Bailey,1,1
Total,1,1
,Mayor - Republican,3
,Melissa Murray Bailey,3
Melissa Murray Bailey,4,3
Total,4,3
,Mayor - Republican,4
,Melissa Murray Bailey,4
Melissa Murray Bailey,3,4
Total,3,4
,Mayor - Republican,9
,Melissa Murray Bailey,9
Melissa Murray Bailey,1,9
Total,1,9
,Mayor - Republican,14
,Melissa Murray Bailey,14
Melissa Murray Bailey,1,14
Total,1,14
,Mayor - Republican,16
,Melissa Murray Bailey,16
Melissa Murray Bailey,1,16
Total,1,16
,Mayor - Republican,17
,Melissa Murray Bailey,17
Melissa Murray Bailey,1,17
Total,1,17
,Mayor - Republican,All
,Melissa Murray Bailey,All
Melissa Murray Bailey,12,All
Total,12,All
