col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Commonwealth Court - Democrat,,All
,Kai Scott,Mia Roberts Perez,Abbe Fletman,Ken Powell,Rainy Papademetriou,Frances Fattah,Tracy B Roman,Daine Grey Jr,Stephanie M Sawyer,Lyris Younge,Betsy Wahl,Chris Mallios,Stella Tsai,Deborah Watson Stokes,Jennifer Schultz,Lucretia Clemons,Brian T Ortelere,Leon Goodman,Sherman Toppin,Leon A King Ii,Lynne M Summers,Thomas Martin,Vincent N Melchiorre,Anthony Kyriakakis,Shanese Johnson,Wayne M D Bennett,Michael Fanning,Scott Diclaudio,Chris Mccabe,Joshua Hill,Jodi Lobel,Edward William Louden Jr,Jon Marshall,James F Berardinelli,Sandjai Weaver,Marissa Brumbach,Vincent Furlong,Rania Major,Vince Giusini,Franklin A Bennett Iii,Tangie M Boston,Starr Marshall Cash,William J Ciancaglini,Todd Eagen,Michael Wojcik,All
Kai Scott,37,"1,377","1,239",841,"1,052",770,643,833,915,693,798,"1,006",766,689,524,595,649,351,428,470,401,540,695,520,396,341,493,193,407,301,330,201,151,263,246,218,178,201,149,109,122,118,54,"1,192",620,All
Mia Roberts Perez,,33,"1,063",751,907,694,613,711,798,512,720,887,778,647,574,515,493,295,414,399,357,399,570,485,318,274,457,188,332,313,317,161,112,207,214,224,133,209,109,84,108,118,41,"1,104",556,All
Abbe Fletman,,,8,720,998,416,494,592,568,289,635,"1,007",776,391,443,322,591,210,174,229,135,414,577,493,111,183,364,172,350,251,301,92,98,251,93,130,92,97,114,53,37,39,34,983,363,All
Ken Powell,,,,30,641,591,711,488,400,438,290,577,338,295,436,258,557,467,261,312,263,500,380,251,204,247,421,308,203,252,173,283,323,230,138,92,194,128,104,99,65,60,46,795,470,All
Rainy Papademetriou,,,,,12,441,481,523,503,246,540,763,647,378,412,313,672,242,159,212,162,426,535,493,131,138,325,147,248,189,246,118,193,242,97,152,114,116,76,53,40,51,30,856,353,All
Frances Fattah,,,,,,37,616,364,424,430,316,292,226,415,345,347,399,352,377,339,389,470,316,94,349,272,322,152,162,157,114,168,203,110,190,182,205,197,90,120,115,95,57,550,509,All
Tracy B Roman,,,,,,,26,425,368,496,276,327,219,313,402,263,462,375,248,267,345,448,335,90,269,213,345,372,98,136,103,297,262,180,162,156,196,208,109,100,97,82,49,594,519,All
Daine Grey Jr,,,,,,,,21,668,509,460,472,486,518,324,281,293,358,290,314,294,215,296,365,247,236,190,238,161,173,148,199,190,237,160,128,177,143,131,83,90,88,38,737,392,All
