col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,division
Ken Powell,,,,,,,,,,,,,,,,,,,,,3,238,220,267,219,207,281,201,94,120,67,44,42,69,42,60,37,81,35,32,75,51,25,22,16,47,19,34,28,27,37,26,29,19,15,23,14,16,18,All
Kai Scott,,,,,,,,,,,,,,,,,,,,,,0,299,260,220,261,217,220,79,52,93,97,70,33,70,23,35,22,53,54,17,39,32,34,33,26,30,36,25,15,34,28,30,20,23,13,18,18,8,All
Mia Roberts Perez,,,,,,,,,,,,,,,,,,,,,,,0,252,210,270,197,212,114,44,90,120,95,36,72,27,60,26,54,76,22,35,68,63,46,29,53,32,24,22,29,37,32,33,40,22,21,15,7,All
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,1,196,226,227,205,104,83,87,65,41,62,37,46,30,50,34,24,49,64,34,23,22,29,21,25,14,11,22,25,21,24,18,14,13,12,13,All
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,8,215,173,233,32,107,36,31,23,31,39,32,19,10,46,28,16,14,14,19,15,27,11,17,23,20,16,9,13,6,9,7,10,8,16,All
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,,,,0,178,215,91,45,60,84,88,31,43,30,63,23,43,55,15,14,70,56,40,29,34,22,16,25,16,30,20,32,29,12,20,25,13,All
Lyris Younge,,,,,,,,,,,,,,,,,,,,,,,,,,,0,170,74,75,44,35,29,37,34,31,32,58,26,27,60,28,22,25,23,30,19,23,26,15,26,29,14,14,21,14,10,13,4,All
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36,62,37,31,29,30,38,23,10,15,26,11,15,8,24,19,13,17,13,15,28,27,14,7,17,13,14,6,9,7,8,All
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,69,97,111,92,78,51,68,104,62,39,63,58,65,71,77,65,43,63,40,40,33,38,42,32,47,40,29,23,27,21,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38,24,8,58,21,45,33,74,22,17,69,40,11,9,19,31,13,21,29,20,25,15,19,18,12,20,13,8,15,All
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100,54,60,68,44,28,33,39,51,40,68,34,32,26,24,28,25,29,11,32,25,26,25,19,15,13,8,7,All
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,88,39,63,25,61,21,45,68,18,41,61,62,54,20,48,22,27,21,34,36,33,35,29,13,17,13,8,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,40,23,58,19,31,49,11,18,66,64,46,19,42,25,25,16,19,26,19,22,26,6,14,19,7,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,43,59,28,52,30,27,46,57,24,13,22,37,11,30,34,29,27,17,27,23,11,17,10,7,16,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,27,27,45,38,23,33,33,28,30,21,24,30,34,25,27,23,22,22,11,17,9,9,9,All
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38,41,31,16,34,39,21,13,17,24,18,25,30,32,30,14,22,14,13,17,12,14,14,All
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,23,41,23,17,59,51,40,31,42,20,18,22,21,34,20,24,34,17,26,22,15,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,20,60,40,18,16,16,28,22,29,17,14,24,18,22,24,15,19,8,17,13,All
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,14,16,24,19,19,26,6,20,21,31,17,13,21,7,9,11,15,10,14,All
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,17,34,43,36,25,31,18,16,14,25,22,15,26,29,10,14,10,11,All
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33,9,10,11,28,19,24,23,11,23,18,21,15,12,16,7,3,8,All
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,5,11,17,18,24,18,8,22,15,16,11,7,17,5,4,11,All
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,58,36,12,33,12,11,15,15,25,6,21,24,10,21,20,8,All
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,46,15,40,16,17,8,14,19,11,21,26,9,15,15,7,All
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,34,10,22,15,11,16,12,23,26,4,10,10,7,All
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,30,27,16,18,12,30,19,10,20,12,10,10,All
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,14,6,23,19,14,22,27,12,14,14,5,All
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,11,24,14,21,18,7,17,7,10,17,All
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24,16,12,15,13,12,12,8,6,3,All
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,13,14,12,6,14,10,9,8,All
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,23,9,15,21,12,11,13,All
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,22,21,10,8,8,9,All
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,12,7,6,11,All
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,11,5,11,5,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,7,8,7,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,4,5,All
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,4,All
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,682,561,557,504,434,348,330,285,284,250,232,223,176,151,145,113,611,537,499,474,472,447,439,420,391,380,367,357,307,249,231,226,178,176,163,159,158,155,138,133,131,129,129,121,119,115,109,106,101,96,95,91,86,82,77,67,51,50,48,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,1
,Abbe Fletman,Mia Roberts Perez,Tracy B Roman,Kai Scott,Stella Tsai,Betsy Wahl,Chris Mallios,Rainy Papademetriou,Stephanie M Sawyer,Daine Grey Jr,Deborah Watson Stokes,Jennifer Schultz,Anthony Kyriakakis,Lynne M Summers,Scott Diclaudio,Lucretia Clemons,Chris Mccabe,Lyris Younge,Marissa Brumbach,Vincent N Melchiorre,Ken Powell,Frances Fattah,Jodi Lobel,Michael Fanning,James F Berardinelli,Rania Major,Sandjai Weaver,Wayne M D Bennett,Jon Marshall,Leon A King Ii,Leon Goodman,Vincent Furlong,Brian T Ortelere,Starr Marshall Cash,Tangie M Boston,Thomas Martin,Sherman Toppin,Joshua Hill,Vince Giusini,William J Ciancaglini,Edward William Louden Jr,Franklin A Bennett Iii,Shanese Johnson,Helen Gym,Sherrie Cohen,Blondell Reynolds Brown,William K Greenlee,Allan Domb,Ed Neilson,Jenne Ayers,Paul Steinke,W Wilson Goode Jr,Derek S Green,Carla M Cain,Isaiah Thomas,Marnie Aument Loughrey,Frank Rizzo,Thomas Wyatt,Wilson Alexander,1
Abbe Fletman,0,21,15,25,18,17,20,17,18,18,13,10,15,5,6,8,7,6,5,9,6,4,5,7,3,6,4,4,1,2,5,3,3,2,4,1,1,1,1,1,0,2,0,23,23,14,13,4,8,8,10,10,5,9,9,4,2,5,3,1
Mia Roberts Perez,,0,15,17,16,18,15,12,20,13,15,12,13,7,4,10,6,7,8,10,6,6,3,6,1,5,5,2,2,2,2,4,1,3,3,1,1,1,1,0,0,0,1,20,20,13,10,5,7,8,6,10,3,7,5,6,3,0,1,1
Tracy B Roman,,,0,10,10,11,5,4,10,13,9,15,6,10,12,10,1,11,12,5,6,7,6,3,2,7,5,5,1,4,4,3,2,2,4,2,2,1,2,1,2,1,2,15,17,13,11,7,9,10,6,7,4,11,5,8,5,3,3,1
Kai Scott,,,,0,12,11,19,12,15,14,8,5,11,1,5,4,5,5,2,9,5,3,3,6,0,3,1,4,1,3,4,1,1,1,3,0,0,2,1,0,1,1,1,16,17,12,11,1,6,7,6,10,4,2,7,0,1,3,3,1
Stella Tsai,,,,,0,17,11,16,15,11,11,11,10,9,3,9,9,1,8,6,2,4,5,2,2,4,2,2,1,3,0,1,2,2,1,1,0,3,0,0,1,1,1,19,16,10,8,2,2,5,4,6,4,8,4,4,2,1,0,1
Betsy Wahl,,,,,,0,9,10,16,11,16,12,9,7,1,8,5,2,9,8,5,5,3,2,3,4,4,2,1,2,1,1,0,3,3,1,0,2,1,1,0,0,0,18,14,11,7,4,4,6,4,6,1,8,4,5,2,1,0,1
Chris Mallios,,,,,,,0,12,15,11,8,1,11,1,3,2,6,2,1,12,4,0,2,8,1,0,1,1,1,1,1,1,2,2,1,0,0,0,0,1,0,1,0,13,12,8,7,2,4,4,6,7,3,1,6,0,1,3,1,1
Rainy Papademetriou,,,,,,,,1,12,12,9,4,12,4,4,3,7,2,1,6,3,4,3,3,3,1,3,2,0,2,2,2,4,2,1,2,0,2,1,0,2,1,1,15,11,8,8,4,3,1,2,6,4,3,3,1,1,2,0,1
Stephanie M Sawyer,,,,,,,,,0,13,13,7,10,4,3,7,6,5,7,11,4,2,1,7,1,3,3,2,1,2,0,2,1,2,2,1,1,1,0,1,0,0,1,15,17,13,9,2,3,6,3,8,1,3,2,2,4,1,0,1
Daine Grey Jr,,,,,,,,,,0,10,4,9,4,8,1,2,6,2,9,5,3,1,3,2,3,1,4,1,2,2,1,4,2,1,1,1,1,2,0,2,0,1,12,15,12,11,5,7,3,3,8,3,3,1,3,1,2,1,1
Deborah Watson Stokes,,,,,,,,,,,0,8,11,6,1,6,3,3,8,7,4,5,4,2,2,3,4,2,0,0,3,2,0,3,3,2,1,0,1,1,0,1,0,14,14,7,7,4,2,6,2,5,0,6,1,4,2,0,0,1
Jennifer Schultz,,,,,,,,,,,,0,3,9,2,11,3,3,11,0,3,4,6,0,4,4,5,4,2,3,2,4,2,2,3,2,2,1,2,0,0,1,1,11,10,9,6,5,3,8,2,3,2,11,4,6,4,2,0,1
Anthony Kyriakakis,,,,,,,,,,,,,0,4,3,5,5,3,3,7,3,3,5,5,2,1,2,2,1,0,3,1,1,2,1,1,1,0,0,1,0,2,0,13,11,6,7,4,2,2,3,4,3,4,1,1,1,1,1,1
Lynne M Summers,,,,,,,,,,,,,,0,4,8,5,3,7,0,3,5,5,1,4,3,2,2,2,1,1,3,2,3,0,5,2,1,1,1,1,1,1,4,8,5,5,5,3,5,2,3,4,6,2,4,4,3,0,1
Scott Diclaudio,,,,,,,,,,,,,,,0,1,1,8,1,2,5,3,1,2,2,2,1,4,1,4,3,1,3,2,1,1,1,1,2,0,2,1,1,3,4,6,5,3,4,5,4,4,5,3,3,2,2,3,3,1
Lucretia Clemons,,,,,,,,,,,,,,,,0,4,3,9,0,1,2,4,3,2,4,5,2,1,1,1,2,0,0,1,2,2,0,1,1,0,0,1,9,10,6,5,2,3,6,1,1,2,7,1,4,3,2,0,1
Chris Mccabe,,,,,,,,,,,,,,,,,0,1,2,1,2,1,2,4,2,0,0,1,2,0,0,1,2,3,1,2,1,2,0,2,0,1,0,6,6,4,5,2,1,0,3,3,4,2,2,1,1,1,0,1
Lyris Younge,,,,,,,,,,,,,,,,,,0,2,2,4,4,1,3,1,1,2,0,1,2,1,2,0,2,2,1,1,1,0,1,1,0,2,4,7,8,5,1,3,3,3,6,4,2,3,1,2,2,2,1
Marissa Brumbach,,,,,,,,,,,,,,,,,,,0,1,0,3,6,1,1,5,4,2,0,1,1,2,0,1,3,1,1,0,0,1,0,1,1,9,9,5,4,2,2,6,1,1,0,8,1,5,3,1,0,1
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,0,3,0,0,5,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,7,9,5,4,1,4,2,2,4,0,0,0,0,1,0,0,1
Ken Powell,,,,,,,,,,,,,,,,,,,,,0,2,1,4,4,0,2,2,3,1,2,2,1,2,0,1,1,2,2,0,0,0,0,6,5,4,4,6,4,2,4,5,2,2,2,2,0,1,0,1
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,2,1,0,0,2,1,1,0,1,1,2,0,1,0,0,1,0,1,5,5,4,1,1,1,5,1,2,2,4,1,3,0,0,1,1
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,2,1,0,0,2,2,1,1,1,0,0,0,0,0,0,2,1,6,5,2,3,2,1,2,1,1,1,5,1,2,2,0,0,1
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0,2,0,1,1,0,1,1,1,1,0,0,2,0,0,0,4,5,3,4,2,3,2,1,1,2,0,0,0,0,1,0,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,3,2,1,3,2,1,0,2,2,1,1,1,0,0,0,1,1,3,3,6,0,1,1,1,3,2,1,1,1,3,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,1,2,2,0,0,2,1,1,0,0,0,0,0,0,4,4,2,2,1,2,2,2,1,1,2,2,3,1,0,2,1
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,3,2,1,0,1,1,0,0,2,0,1,0,1,5,4,3,2,2,3,2,1,1,1,3,1,1,1,1,0,1
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,4,0,3,0,1,1,1,0,3,0,1,1,0,3,3,3,4,2,2,3,0,1,2,3,0,1,1,2,1,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,0,1,2,1,1,1,0,0,0,0,1,2,2,2,0,1,1,1,4,0,1,1,0,1,1,1
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,0,1,1,1,0,1,0,1,3,1,4,1,1,0,2,1,1,3,1,2,1,1,1,1,1
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,2,1,0,0,2,0,1,1,0,3,2,0,2,2,2,2,1,1,2,2,1,0,0,1,2,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,0,0,0,0,1,1,2,1,0,4,0,1,2,3,2,1,2,1,2,1,1,1
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,2,0,1,1,0,1,1,2,3,3,1,0,1,1,3,2,1,1,1,2,0,1
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,1,0,1,0,1,0,0,1,2,2,1,1,0,2,3,2,1,3,0,2,0,0,1
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,2,1,1,2,0,1,1,1,2,1,2,3,1,1,0,1,1
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,1,1,0,0,0,2,1,2,3,1,1,0,0,2,0,0,1,1,2,0,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,1,2,2,2,3,0,1,1,0,2,0,0,2,1,1,0,1
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,2,2,2,1,1,0,1,1,2,2,0,1,0,0,0,0,1
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,2,2,2,1,0,0,2,1,0,1,0,1,0,1
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,2,0,0,0,0,1,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,0,0,1,1,0,1,2,1,0,1,0,0,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,2,0,0,0,1,0,1,1,0,0,0,1,0,0,1
Helen Gym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,20,12,9,6,6,7,10,6,2,10,5,6,0,2,1,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,13,2,10,10,6,9,3,7,1,3,3,2,0,1
Blondell Reynolds Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,2,8,5,3,11,4,3,2,2,4,2,0,1
William K Greenlee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,9,2,2,9,5,2,1,2,1,2,0,1
Allan Domb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,5,1,3,3,2,4,2,2,0,1
Ed Neilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,4,2,2,1,1,1,1,0,1
Jenne Ayers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,8,2,4,2,2,0,1
Paul Steinke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,2,8,1,1,4,2,1
W Wilson Goode Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,5,0,3,2,1,1
Derek S Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,2,1,3,2,1
Carla M Cain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,6,2,2,0,1
Isaiah Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,4,2,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1
Frank Rizzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1
Thomas Wyatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
Wilson Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,39,32,31,28,25,24,24,24,24,22,20,20,19,15,15,14,13,13,13,13,12,10,9,9,8,7,7,7,6,6,6,6,5,5,5,5,4,3,3,3,2,2,2,37,34,25,23,16,16,16,16,16,15,14,12,9,8,8,6,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
