col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,1
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,Todd Eagen,Michael Wojcik,1
Kevin M Dougherty,6,25,12,12,0,1,15,12,1
Anne E Lazarus,,2,15,12,4,1,13,11,1
Christine Donohue,,,1,5,2,1,9,10,1
David Wecht,,,,0,2,1,13,4,1
John Henry Foradora,,,,,0,0,2,1,1
Dwayne D Woodruff,,,,,,1,1,0,1
Todd Eagen,,,,,,,0,0,1
Michael Wojcik,,,,,,,,0,1
Total,39,35,25,21,4,3,22,19,1
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,2
,Kevin M Dougherty,David Wecht,Anne E Lazarus,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,Todd Eagen,Michael Wojcik,2
Kevin M Dougherty,13,14,20,14,4,4,21,14,2
David Wecht,,4,10,4,1,1,14,10,2
Anne E Lazarus,,,1,11,3,2,14,7,2
Christine Donohue,,,,1,2,2,13,8,2
Dwayne D Woodruff,,,,,0,1,4,1,2
John Henry Foradora,,,,,,0,2,2,2
Todd Eagen,,,,,,,0,0,2
Michael Wojcik,,,,,,,,0,2
Total,52,30,27,23,7,5,30,23,2
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,3
,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,Michael Wojcik,Todd Eagen,3
Kevin M Dougherty,8,25,14,9,8,0,14,14,3
Anne E Lazarus,,0,16,11,7,3,17,10,3
David Wecht,,,3,5,2,2,8,12,3
Christine Donohue,,,,2,2,1,10,8,3
Dwayne D Woodruff,,,,,0,0,4,4,3
John Henry Foradora,,,,,,0,2,0,3
Michael Wojcik,,,,,,,0,0,3
Todd Eagen,,,,,,,,0,3
Total,40,32,25,23,10,3,21,20,3
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,4
,Kevin M Dougherty,David Wecht,Anne E Lazarus,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,Todd Eagen,Michael Wojcik,4
Kevin M Dougherty,9,20,17,12,2,1,22,9,4
David Wecht,,4,9,6,2,0,19,6,4
Anne E Lazarus,,,0,8,1,1,10,7,4
Christine Donohue,,,,2,0,2,7,10,4
John Henry Foradora,,,,,1,0,0,2,4
Dwayne D Woodruff,,,,,,0,1,1,4
Todd Eagen,,,,,,,0,0,4
Michael Wojcik,,,,,,,,0,4
Total,46,31,20,20,4,2,28,14,4
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,5
,David Wecht,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,Todd Eagen,Michael Wojcik,5
David Wecht,18,9,2,3,0,0,14,8,5
Kevin M Dougherty,,13,9,7,3,0,12,6,5
Anne E Lazarus,,,1,5,1,0,5,4,5
Christine Donohue,,,,0,0,0,3,4,5
John Henry Foradora,,,,,0,0,1,0,5
Dwayne D Woodruff,,,,,,0,0,0,5
Todd Eagen,,,,,,,0,0,5
Michael Wojcik,,,,,,,,0,5
Total,43,38,13,11,3,0,23,15,5
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,6
,Kevin M Dougherty,David Wecht,Christine Donohue,Anne E Lazarus,Dwayne D Woodruff,John Henry Foradora,Michael Wojcik,Todd Eagen,6
Kevin M Dougherty,10,10,8,10,2,4,12,10,6
David Wecht,,3,5,4,0,2,6,10,6
Christine Donohue,,,1,6,1,0,7,7,6
Anne E Lazarus,,,,1,2,0,9,2,6
Dwayne D Woodruff,,,,,1,1,1,2,6
John Henry Foradora,,,,,,0,0,4,6
Michael Wojcik,,,,,,,0,0,6
Todd Eagen,,,,,,,,0,6
Total,35,21,16,15,4,4,19,16,6
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,7
,Kevin M Dougherty,David Wecht,Anne E Lazarus,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,Todd Eagen,Michael Wojcik,7
Kevin M Dougherty,7,18,10,4,4,1,18,10,7
David Wecht,,1,9,5,0,2,21,7,7
Anne E Lazarus,,,1,5,2,0,5,8,7
Christine Donohue,,,,1,2,0,3,4,7
John Henry Foradora,,,,,0,0,2,2,7
Dwayne D Woodruff,,,,,,0,2,0,7
Todd Eagen,,,,,,,0,0,7
Michael Wojcik,,,,,,,,1,7
Total,40,32,16,11,5,2,29,15,7
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,8
,Kevin M Dougherty,David Wecht,Christine Donohue,Anne E Lazarus,Dwayne D Woodruff,John Henry Foradora,Michael Wojcik,Todd Eagen,8
Kevin M Dougherty,18,10,13,15,3,1,16,12,8
David Wecht,,3,3,6,3,1,6,14,8
Christine Donohue,,,0,10,4,1,16,4,8
Anne E Lazarus,,,,1,0,1,9,9,8
Dwayne D Woodruff,,,,,0,2,4,3,8
John Henry Foradora,,,,,,0,2,1,8
Michael Wojcik,,,,,,,0,0,8
Todd Eagen,,,,,,,,1,8
Total,51,25,22,21,7,3,26,25,8
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,9
,Kevin M Dougherty,Christine Donohue,David Wecht,Anne E Lazarus,Dwayne D Woodruff,John Henry Foradora,Michael Wojcik,Todd Eagen,9
Kevin M Dougherty,4,8,4,8,2,1,10,4,9
Christine Donohue,,1,3,6,1,1,7,5,9
David Wecht,,,0,1,1,0,4,5,9
Anne E Lazarus,,,,0,0,0,5,1,9
Dwayne D Woodruff,,,,,0,0,3,0,9
John Henry Foradora,,,,,,0,0,1,9
Michael Wojcik,,,,,,,0,0,9
Todd Eagen,,,,,,,,0,9
Total,22,15,11,8,3,2,13,12,9
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,10
,Kevin M Dougherty,Christine Donohue,Anne E Lazarus,David Wecht,Dwayne D Woodruff,John Henry Foradora,Todd Eagen,Michael Wojcik,10
Kevin M Dougherty,4,7,12,6,5,2,11,7,10
Christine Donohue,,0,4,2,2,0,7,8,10
Anne E Lazarus,,,2,4,1,1,6,4,10
David Wecht,,,,1,0,1,7,1,10
Dwayne D Woodruff,,,,,2,0,3,1,10
John Henry Foradora,,,,,,0,2,1,10
Todd Eagen,,,,,,,0,0,10
Michael Wojcik,,,,,,,,0,10
Total,25,15,14,10,7,3,18,11,10
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,11
,Kevin M Dougherty,David Wecht,Anne E Lazarus,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,Todd Eagen,Michael Wojcik,11
Kevin M Dougherty,16,4,10,8,1,2,8,10,11
David Wecht,,6,2,2,1,1,8,3,11
Anne E Lazarus,,,2,9,2,1,6,6,11
Christine Donohue,,,,1,2,2,5,7,11
Dwayne D Woodruff,,,,,2,0,1,1,11
John Henry Foradora,,,,,,1,2,1,11
Todd Eagen,,,,,,,1,0,11
Michael Wojcik,,,,,,,,1,11
Total,38,18,17,16,5,4,19,15,11
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,12
,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,Michael Wojcik,Todd Eagen,12
Kevin M Dougherty,3,5,4,3,0,0,2,3,12
Anne E Lazarus,,0,5,2,2,0,4,3,12
David Wecht,,,1,2,1,0,2,4,12
Christine Donohue,,,,2,0,0,3,2,12
John Henry Foradora,,,,,0,0,1,1,12
Dwayne D Woodruff,,,,,,1,0,0,12
Michael Wojcik,,,,,,,1,0,12
Todd Eagen,,,,,,,,0,12
Total,10,9,8,7,2,1,6,6,12
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,13
,Kevin M Dougherty,Christine Donohue,Anne E Lazarus,Dwayne D Woodruff,David Wecht,John Henry Foradora,Michael Wojcik,Todd Eagen,13
Kevin M Dougherty,20,12,15,10,3,3,18,9,13
Christine Donohue,,2,6,9,1,1,12,6,13
Anne E Lazarus,,,3,3,2,2,5,5,13
Dwayne D Woodruff,,,,5,0,1,3,4,13
David Wecht,,,,,0,1,2,8,13
John Henry Foradora,,,,,,1,2,1,13
Michael Wojcik,,,,,,,1,0,13
Todd Eagen,,,,,,,,1,13
Total,58,25,21,18,11,6,28,18,13
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,14
,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,Todd Eagen,Michael Wojcik,14
Kevin M Dougherty,9,13,7,5,4,2,16,8,14
Anne E Lazarus,,0,4,4,2,2,9,4,14
David Wecht,,,0,1,2,0,7,2,14
Christine Donohue,,,,2,0,0,5,2,14
John Henry Foradora,,,,,0,0,1,2,14
Dwayne D Woodruff,,,,,,0,1,1,14
Todd Eagen,,,,,,,0,0,14
Michael Wojcik,,,,,,,,0,14
Total,34,13,10,9,4,2,19,9,14
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,All
,Kevin M Dougherty,David Wecht,Anne E Lazarus,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,Todd Eagen,Michael Wojcik,All
Kevin M Dougherty,140,135,194,122,40,30,175,148,All
David Wecht,,44,86,47,11,16,156,69,All
Anne E Lazarus,,,14,102,22,22,98,100,All
Christine Donohue,,,,16,26,12,84,108,All
Dwayne D Woodruff,,,,,12,5,26,20,All
John Henry Foradora,,,,,,3,20,18,All
Todd Eagen,,,,,,,3,0,All
Michael Wojcik,,,,,,,,4,All
Total,528,296,261,238,71,52,285,234,All
