col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,1
,Blondell Reynolds Brown,W Wilson Goode Jr,Allan Domb,Isaiah Thomas,Derek S Green,Helen Gym,Sherrie Cohen,William K Greenlee,Paul Steinke,Thomas Wyatt,Jenne Ayers,Wilson Alexander,Carla M Cain,Ed Neilson,Frank Rizzo,Marnie Aument Loughrey,Anthony Clark,Carol A Jenkins,Omar Sabir,Tracey L Gordon,Will Mega,Lisa M Deeley,1
Blondell Reynolds Brown,0,30,18,21,18,11,18,17,7,5,10,5,3,6,3,3,24,9,19,7,8,7,1
W Wilson Goode Jr,,0,9,26,11,9,13,19,3,0,1,2,2,6,5,2,19,11,16,4,5,4,1
Allan Domb,,,3,5,15,8,7,8,11,9,6,4,7,2,4,1,12,10,8,11,7,5,1
Isaiah Thomas,,,,1,11,13,8,12,5,2,3,2,2,6,2,1,13,9,12,7,8,5,1
Derek S Green,,,,,1,10,6,8,9,8,4,5,3,2,1,1,21,9,9,7,9,8,1
Helen Gym,,,,,,1,10,5,12,7,4,2,1,1,0,1,4,12,7,6,3,8,1
Sherrie Cohen,,,,,,,0,15,5,4,8,1,3,3,0,1,11,8,5,4,4,7,1
William K Greenlee,,,,,,,,0,3,1,3,1,0,7,4,1,13,6,7,4,5,7,1
Paul Steinke,,,,,,,,,1,7,3,2,3,0,1,0,3,8,3,4,3,6,1
Thomas Wyatt,,,,,,,,,,1,5,4,4,0,0,0,4,7,2,8,2,4,1
Jenne Ayers,,,,,,,,,,,0,6,2,2,0,1,9,3,3,6,5,4,1
Wilson Alexander,,,,,,,,,,,,0,1,0,1,0,8,2,2,3,4,0,1
Carla M Cain,,,,,,,,,,,,,0,0,0,1,4,5,2,6,1,1,1
Ed Neilson,,,,,,,,,,,,,,0,0,0,5,1,2,0,4,4,1
Frank Rizzo,,,,,,,,,,,,,,,0,1,4,1,1,2,1,0,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,3,3,0,1,0,1,1
Anthony Clark,,,,,,,,,,,,,,,,,1,5,6,7,8,1,1
Carol A Jenkins,,,,,,,,,,,,,,,,,,0,5,6,0,4,1
Omar Sabir,,,,,,,,,,,,,,,,,,,1,1,2,3,1
Tracey L Gordon,,,,,,,,,,,,,,,,,,,,1,1,3,1
Will Mega,,,,,,,,,,,,,,,,,,,,,1,3,1
Lisa M Deeley,,,,,,,,,,,,,,,,,,,,,,0,1
Total,54,42,40,40,39,30,29,27,22,19,18,11,10,9,7,4,42,25,25,21,19,16,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,2
,Allan Domb,Blondell Reynolds Brown,Derek S Green,Isaiah Thomas,W Wilson Goode Jr,Helen Gym,Jenne Ayers,William K Greenlee,Thomas Wyatt,Wilson Alexander,Sherrie Cohen,Ed Neilson,Frank Rizzo,Paul Steinke,Carla M Cain,Marnie Aument Loughrey,Anthony Clark,Carol A Jenkins,Tracey L Gordon,Lisa M Deeley,Omar Sabir,Will Mega,2
Allan Domb,8,9,7,13,4,6,6,2,5,3,2,0,1,2,4,1,8,6,4,2,1,3,2
Blondell Reynolds Brown,,1,5,10,17,6,5,9,3,2,6,6,2,2,1,1,11,5,6,3,7,2,2
Derek S Green,,,2,4,4,3,5,4,6,7,1,1,2,3,1,1,16,5,4,1,3,2,2
Isaiah Thomas,,,,5,6,6,1,3,2,0,0,3,2,1,0,1,5,2,3,0,5,2,2
W Wilson Goode Jr,,,,,1,6,2,7,1,2,5,6,4,0,1,0,8,3,5,3,6,3,2
Helen Gym,,,,,,0,6,2,0,2,3,2,1,4,2,0,3,11,4,4,4,4,2
Jenne Ayers,,,,,,,1,0,3,4,3,0,0,4,2,1,7,2,5,5,3,3,2
William K Greenlee,,,,,,,,0,1,3,3,7,3,2,1,3,6,3,3,3,2,0,2
Thomas Wyatt,,,,,,,,,1,3,0,0,2,2,1,1,4,3,1,0,0,2,2
Wilson Alexander,,,,,,,,,,0,0,0,1,2,0,2,6,2,3,0,2,2,2
Sherrie Cohen,,,,,,,,,,,1,3,0,0,1,0,2,2,2,4,1,0,2
Ed Neilson,,,,,,,,,,,,0,1,0,0,1,4,0,1,2,1,0,2
Frank Rizzo,,,,,,,,,,,,,1,1,1,1,1,2,3,1,3,0,2
Paul Steinke,,,,,,,,,,,,,,1,0,1,3,2,2,1,1,1,2
Carla M Cain,,,,,,,,,,,,,,,0,1,0,4,1,3,0,1,2
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,1,1,1,1,0,1,2
Anthony Clark,,,,,,,,,,,,,,,,,4,4,2,5,3,1,2
Carol A Jenkins,,,,,,,,,,,,,,,,,,0,1,2,0,0,2
Tracey L Gordon,,,,,,,,,,,,,,,,,,,0,1,3,0,2
Lisa M Deeley,,,,,,,,,,,,,,,,,,,,1,1,1,2
Omar Sabir,,,,,,,,,,,,,,,,,,,,,0,2,2
Will Mega,,,,,,,,,,,,,,,,,,,,,,0,2
Total,36,28,28,27,22,21,15,15,11,11,9,8,8,8,6,4,36,18,12,11,11,6,2
,Council At Large - Democrat,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,3
,Blondell Reynolds Brown,W Wilson Goode Jr,Derek S Green,Isaiah Thomas,William K Greenlee,Allan Domb,Helen Gym,Sherrie Cohen,Ed Neilson,Paul Steinke,Carla M Cain,Jenne Ayers,Thomas Wyatt,Wilson Alexander,Frank Rizzo,Marnie Aument Loughrey,Anthony Clark,Omar Sabir,Carol A Jenkins,Lisa M Deeley,Tracey L Gordon,Will Mega,3
Blondell Reynolds Brown,3,34,19,19,24,11,12,16,19,6,6,3,7,5,3,1,30,20,9,17,10,6,3
W Wilson Goode Jr,,0,14,22,19,7,13,15,18,6,4,3,6,1,3,0,28,15,12,14,5,4,3
Derek S Green,,,1,13,11,6,6,7,5,8,7,6,10,7,1,1,22,12,8,7,9,5,3
Isaiah Thomas,,,,0,9,12,8,3,7,8,6,4,6,1,3,0,16,12,5,11,6,6,3
William K Greenlee,,,,,0,8,7,13,15,6,4,2,2,1,1,0,18,8,7,13,4,5,3
Allan Domb,,,,,,3,6,4,2,8,7,2,5,3,5,0,11,3,9,7,8,5,3
Helen Gym,,,,,,,0,6,3,8,2,4,4,0,1,1,12,5,9,6,5,1,3
Sherrie Cohen,,,,,,,,0,9,2,4,1,2,3,0,0,13,4,5,9,2,2,3
Ed Neilson,,,,,,,,,0,1,2,0,1,1,0,0,13,5,2,9,1,4,3
Paul Steinke,,,,,,,,,,0,2,2,4,2,3,0,5,7,7,4,5,2,3
Carla M Cain,,,,,,,,,,,0,3,2,1,3,0,8,6,5,0,6,2,3
Jenne Ayers,,,,,,,,,,,,0,2,4,1,0,7,5,0,3,5,5,3
Thomas Wyatt,,,,,,,,,,,,,0,2,0,1,9,2,7,4,3,1,3
Wilson Alexander,,,,,,,,,,,,,,1,2,0,8,3,0,2,3,4,3
Frank Rizzo,,,,,,,,,,,,,,,0,0,3,3,3,1,3,1,3
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,2,0,0,0,1,0,3
Anthony Clark,,,,,,,,,,,,,,,,,2,10,6,9,6,8,3
Omar Sabir,,,,,,,,,,,,,,,,,,1,2,3,4,2,3
Carol A Jenkins,,,,,,,,,,,,,,,,,,,1,5,4,0,3
Lisa M Deeley,,,,,,,,,,,,,,,,,,,,0,2,3,3
Tracey L Gordon,,,,,,,,,,,,,,,,,,,,,0,0,3
Will Mega,,,,,,,,,,,,,,,,,,,,,,0,3
Total,61,49,37,33,32,27,24,22,21,19,15,14,14,13,7,2,57,27,23,23,17,15,3
,City Commissioners - Democrat,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,4
