col_1,col_2,division
,Sheriff - Republican,All
,Christopher Sawyer,All
Christopher Sawyer,389,All
Total,389,All
,Sheriff - Republican,1
,Christopher Sawyer,1
Christopher Sawyer,44,1
Total,44,1
,Sheriff - Republican,2
,Christopher Sawyer,2
Christopher Sawyer,27,2
Total,27,2
,Sheriff - Republican,3
,Christopher Sawyer,3
Christopher Sawyer,2,3
Total,2,3
,Sheriff - Republican,4
,Christopher Sawyer,4
Christopher Sawyer,21,4
Total,21,4
,Sheriff - Republican,5
,Christopher Sawyer,5
Christopher Sawyer,11,5
Total,11,5
,Sheriff - Republican,6
,Christopher Sawyer,6
Christopher Sawyer,5,6
Total,5,6
,Sheriff - Republican,7
,Christopher Sawyer,7
Christopher Sawyer,38,7
Total,38,7
,Sheriff - Republican,8
,Christopher Sawyer,8
Christopher Sawyer,12,8
Total,12,8
,Sheriff - Republican,9
,Christopher Sawyer,9
Christopher Sawyer,19,9
Total,19,9
,Sheriff - Republican,10
,Christopher Sawyer,10
Christopher Sawyer,35,10
Total,35,10
,Sheriff - Republican,11
,Christopher Sawyer,11
Christopher Sawyer,6,11
Total,6,11
,Sheriff - Republican,12
,Christopher Sawyer,12
Christopher Sawyer,2,12
Total,2,12
,Sheriff - Republican,13
,Christopher Sawyer,13
Christopher Sawyer,2,13
Total,2,13
,Sheriff - Republican,14
,Christopher Sawyer,14
Christopher Sawyer,7,14
Total,7,14
,Sheriff - Republican,15
,Christopher Sawyer,15
Christopher Sawyer,2,15
Total,2,15
,Sheriff - Republican,16
,Christopher Sawyer,16
Christopher Sawyer,17,16
Total,17,16
,Sheriff - Republican,17
,Christopher Sawyer,17
Christopher Sawyer,15,17
Total,15,17
,Sheriff - Republican,18
,Christopher Sawyer,18
Christopher Sawyer,11,18
Total,11,18
,Sheriff - Republican,19
,Christopher Sawyer,19
Christopher Sawyer,17,19
Total,17,19
,Sheriff - Republican,20
,Christopher Sawyer,20
Christopher Sawyer,47,20
Total,47,20
,Sheriff - Republican,21
,Christopher Sawyer,21
Christopher Sawyer,7,21
Total,7,21
,Sheriff - Republican,22
,Christopher Sawyer,22
Christopher Sawyer,13,22
Total,13,22
,Sheriff - Republican,23
,Christopher Sawyer,23
Christopher Sawyer,29,23
Total,29,23
