col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,division
,District Council 9th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Cherelle Parker,Tracy B Roman,Ken Powell,Kai Scott,Brian T Ortelere,Mia Roberts Perez,Rainy Papademetriou,Thomas Martin,Frances Fattah,Michael Fanning,Abbe Fletman,Leon Goodman,Chris Mallios,Scott Diclaudio,Vincent N Melchiorre,Jennifer Schultz,Lyris Younge,Daine Grey Jr,Jon Marshall,Wayne M D Bennett,Edward William Louden Jr,Leon A King Ii,Stephanie M Sawyer,Lynne M Summers,Deborah Watson Stokes,Shanese Johnson,Rania Major,Vincent Furlong,Anthony Kyriakakis,Stella Tsai,James F Berardinelli,Lucretia Clemons,Betsy Wahl,Vince Giusini,Joshua Hill,Sherman Toppin,Sandjai Weaver,Jodi Lobel,Marissa Brumbach,Franklin A Bennett Iii,William J Ciancaglini,Starr Marshall Cash,Chris Mccabe,Tangie M Boston,All
Cherelle Parker,76,256,234,229,187,197,190,168,171,167,151,143,128,118,116,101,104,93,101,83,92,79,70,81,74,78,69,60,57,60,48,60,51,48,48,42,36,36,37,33,31,28,28,25,All
Tracy B Roman,,4,169,130,115,114,115,126,112,98,117,76,100,69,100,55,62,39,50,39,54,33,31,41,29,35,35,24,20,27,20,26,25,21,23,22,17,18,14,12,15,10,8,8,All
Ken Powell,,,9,126,114,106,115,121,116,101,115,82,100,57,91,35,55,45,60,37,57,38,28,35,28,31,28,27,23,19,24,20,22,20,25,17,14,17,12,12,13,13,9,6,All
Kai Scott,,,,6,132,155,146,119,116,140,112,45,114,32,96,35,42,43,24,33,23,41,39,27,43,35,32,22,29,20,21,23,24,20,23,25,18,21,17,13,13,15,16,9,All
Brian T Ortelere,,,,,7,126,168,94,91,125,101,32,81,27,86,31,21,36,22,21,19,14,13,14,17,19,16,19,8,9,20,11,10,11,11,10,6,7,6,10,11,6,3,6,All
Mia Roberts Perez,,,,,,6,133,102,108,135,95,33,102,19,91,28,27,25,17,31,15,28,30,22,29,23,27,13,22,20,12,18,23,12,12,16,9,9,18,7,11,14,9,6,All
Rainy Papademetriou,,,,,,,0,103,97,123,112,31,88,24,89,28,20,37,25,12,19,17,21,16,19,18,14,24,15,15,26,10,11,10,9,10,7,9,7,6,10,7,5,4,All
Thomas Martin,,,,,,,,2,113,97,100,36,97,18,90,32,21,20,23,30,18,27,13,25,19,32,20,20,16,20,8,20,16,15,17,16,14,12,11,10,10,10,4,5,All
