col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,All
,Alice Beck Dubow,Robert Colville,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Christian Dicicco,Matthew Perks,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,All
Alice Beck Dubow,"22,520",0,"57,845","50,768","45,300","28,920","29,701","19,516","14,253","10,328",All
Robert Colville,,"2,803","5,329","4,137","5,543","2,830","4,577","2,381","2,129","1,428",All
Sharon Williams Losier,,,"3,125","32,555","25,253","14,688","11,929","4,623","6,321","4,449",All
Christine Hope,,,,"4,497","20,047","16,913","8,765","5,653","6,789","5,499",All
Joffie C Pittman,,,,,"1,882","5,944","16,959","12,747","3,544","2,553",All
Christian Dicicco,,,,,,"4,063","5,250","4,274","4,342","3,230",All
Matthew Perks,,,,,,,"1,189","9,217","3,812","2,408",All
Daniel R Sulman,,,,,,,,665,"2,550","1,239",All
Gary S Silver,,,,,,,,,914,"2,660",All
Franklin A Bennett Iii,,,,,,,,,,332,All
Total,"135,582","16,142","70,009","63,606","55,585","38,345","36,632","23,818","19,042","12,662",All
