col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Register Of Wills - Democrat,City Commissioners - Democrat,,,,,,All
,Ronald R Donatucci,Anthony Clark,Lisa M Deeley,Carol A Jenkins,Tracey L Gordon,Omar Sabir,Will Mega,All
Ronald R Donatucci,"15,725","62,555","35,569","28,756","24,984","23,132","15,467",All
Anthony Clark,,"8,322","12,188","8,538","9,025","7,706","6,653",All
Lisa M Deeley,,,"5,456","9,167","4,369","8,128","2,315",All
Carol A Jenkins,,,,"4,254","6,598","2,119","1,632",All
Tracey L Gordon,,,,,"2,995","2,852","2,029",All
Omar Sabir,,,,,,"3,848","2,369",All
Will Mega,,,,,,,"2,443",All
Total,"133,022","74,989","47,098","37,577","31,796","30,915","20,450",All
