col_1,col_2,division
,District Council 3rd District - Democrat,1
,Jannie L Blackwell,1
Jannie L Blackwell,34,1
Total,34,1
,District Council 3rd District - Democrat,2
,Jannie L Blackwell,2
Jannie L Blackwell,59,2
Total,59,2
,District Council 3rd District - Democrat,3
,Jannie L Blackwell,3
Jannie L Blackwell,11,3
Total,11,3
,District Council 3rd District - Democrat,4
,Jannie L Blackwell,4
Jannie L Blackwell,74,4
Total,74,4
,District Council 3rd District - Democrat,5
,Jannie L Blackwell,5
Jannie L Blackwell,30,5
Total,30,5
,District Council 3rd District - Democrat,6
,Jannie L Blackwell,6
Jannie L Blackwell,44,6
Total,44,6
,District Council 3rd District - Democrat,7
,Jannie L Blackwell,7
Jannie L Blackwell,63,7
Total,63,7
,District Council 3rd District - Democrat,8
,Jannie L Blackwell,8
Jannie L Blackwell,8,8
Total,8,8
,District Council 3rd District - Democrat,9
,Jannie L Blackwell,9
Jannie L Blackwell,9,9
Total,9,9
,District Council 3rd District - Democrat,10
,Jannie L Blackwell,10
Jannie L Blackwell,24,10
Total,24,10
,District Council 3rd District - Democrat,11
,Jannie L Blackwell,11
Jannie L Blackwell,15,11
Total,15,11
,District Council 3rd District - Democrat,12
,Jannie L Blackwell,12
Jannie L Blackwell,85,12
Total,85,12
,District Council 3rd District - Democrat,13
,Jannie L Blackwell,13
Jannie L Blackwell,35,13
Total,35,13
,District Council 3rd District - Democrat,14
,Jannie L Blackwell,14
Jannie L Blackwell,54,14
Total,54,14
,District Council 3rd District - Democrat,15
,Jannie L Blackwell,15
Jannie L Blackwell,104,15
Total,104,15
,District Council 3rd District - Democrat,16
,Jannie L Blackwell,16
Jannie L Blackwell,72,16
Total,72,16
,District Council 3rd District - Democrat,17
,Jannie L Blackwell,17
Jannie L Blackwell,72,17
Total,72,17
,District Council 3rd District - Democrat,18
,Jannie L Blackwell,18
Jannie L Blackwell,12,18
Total,12,18
,District Council 3rd District - Democrat,19
,Jannie L Blackwell,19
Jannie L Blackwell,10,19
Total,10,19
,District Council 3rd District - Democrat,20
,Jannie L Blackwell,20
Jannie L Blackwell,9,20
Total,9,20
,District Council 3rd District - Democrat,21
,Jannie L Blackwell,21
Jannie L Blackwell,5,21
Total,5,21
,District Council 3rd District - Democrat,22
,Jannie L Blackwell,22
Jannie L Blackwell,18,22
Total,18,22
,District Council 3rd District - Democrat,23
,Jannie L Blackwell,23
Jannie L Blackwell,85,23
Total,85,23
,District Council 3rd District - Democrat,All
,Jannie L Blackwell,All
Jannie L Blackwell,932,All
Total,932,All
