col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,division
,District Council 7th District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Maria Quinones Sanchez,Manny Morales,Tracy B Roman,Scott Diclaudio,Ken Powell,Chris Mallios,Mia Roberts Perez,Daine Grey Jr,Vincent N Melchiorre,Abbe Fletman,Lyris Younge,Kai Scott,Jennifer Schultz,Stephanie M Sawyer,Stella Tsai,Rainy Papademetriou,Leon Goodman,Michael Fanning,Lynne M Summers,Rania Major,Jon Marshall,Shanese Johnson,Thomas Martin,Anthony Kyriakakis,Sherman Toppin,Vincent Furlong,Betsy Wahl,Deborah Watson Stokes,Edward William Louden Jr,Jodi Lobel,Frances Fattah,Wayne M D Bennett,James F Berardinelli,Joshua Hill,Leon A King Ii,Sandjai Weaver,Vince Giusini,Lucretia Clemons,William J Ciancaglini,Brian T Ortelere,Chris Mccabe,Marissa Brumbach,Starr Marshall Cash,Franklin A Bennett Iii,Tangie M Boston,All
Maria Quinones Sanchez,18,0,20,12,13,10,15,14,8,12,11,12,11,9,12,9,8,5,6,9,5,6,6,5,4,3,7,5,3,5,3,2,3,3,3,5,4,3,0,1,1,0,0,0,0,All
Manny Morales,,10,15,10,10,10,5,6,10,5,7,5,5,5,1,3,2,6,4,0,4,2,2,1,4,5,0,1,4,2,3,4,1,1,2,0,1,1,3,1,0,2,2,1,0,All
Tracy B Roman,,,0,16,16,14,15,14,15,9,12,8,8,8,6,2,8,7,5,8,5,8,4,4,3,4,3,4,5,4,4,2,2,4,5,2,2,2,1,1,1,0,1,0,0,All
Scott Diclaudio,,,,0,17,7,8,12,9,9,12,8,7,9,4,6,5,7,2,3,6,4,3,5,4,3,3,1,3,2,4,3,4,1,3,4,3,2,0,2,0,0,0,0,0,All
Ken Powell,,,,,0,9,9,12,7,9,15,8,7,7,4,3,3,8,2,2,6,2,4,2,4,5,3,1,4,2,3,4,3,1,2,3,3,3,2,2,0,0,2,1,0,All
Chris Mallios,,,,,,0,13,9,14,10,5,13,1,9,6,3,0,8,2,0,0,0,3,1,1,1,4,1,1,0,0,2,2,1,0,1,2,1,1,0,1,0,2,1,0,All
Mia Roberts Perez,,,,,,,0,12,11,11,8,13,4,9,9,3,4,7,4,7,0,5,3,4,2,0,5,5,0,3,1,1,2,2,1,2,1,2,1,0,1,0,1,0,0,All
Daine Grey Jr,,,,,,,,0,7,12,9,8,7,8,6,4,5,6,4,3,2,1,3,3,2,3,4,1,0,2,3,1,2,2,0,4,1,2,0,2,1,0,0,0,0,All
Vincent N Melchiorre,,,,,,,,,0,7,6,9,2,9,2,4,4,8,1,3,2,4,1,4,1,0,2,4,1,0,0,1,3,0,1,1,1,0,0,0,0,0,0,0,0,All
Abbe Fletman,,,,,,,,,,0,7,10,4,8,6,4,1,6,2,2,1,2,0,2,0,2,3,2,0,3,1,0,2,0,0,0,0,2,0,1,1,0,0,0,0,All
Lyris Younge,,,,,,,,,,,0,7,4,6,2,1,1,6,1,2,5,2,2,1,3,1,2,1,3,2,2,1,1,1,3,1,2,2,1,0,0,0,0,0,0,All
Kai Scott,,,,,,,,,,,,0,2,11,6,5,1,7,3,1,2,1,1,2,3,0,4,2,0,1,2,1,3,0,1,2,2,0,1,0,0,0,1,0,0,All
Jennifer Schultz,,,,,,,,,,,,,0,2,6,4,4,2,5,7,3,4,3,1,2,4,2,1,4,4,2,2,2,2,2,3,2,4,0,2,0,0,1,1,0,All
Stephanie M Sawyer,,,,,,,,,,,,,,0,4,3,2,8,4,1,3,3,0,2,1,0,5,3,2,1,1,0,2,0,2,1,1,0,1,0,1,0,0,0,0,All
Stella Tsai,,,,,,,,,,,,,,,0,3,1,2,3,6,0,3,2,1,0,1,6,2,1,4,1,0,2,2,1,2,3,3,0,0,0,1,0,0,0,All
Rainy Papademetriou,,,,,,,,,,,,,,,,0,4,1,2,0,4,1,1,3,3,2,1,1,1,0,1,2,2,0,1,3,1,0,0,2,0,0,0,0,0,All
Leon Goodman,,,,,,,,,,,,,,,,,0,0,4,4,4,4,1,5,2,3,0,3,2,0,1,1,2,1,1,3,0,0,0,2,0,0,0,0,0,All
Michael Fanning,,,,,,,,,,,,,,,,,,0,1,1,1,2,1,0,1,2,2,0,3,1,0,2,1,1,2,0,1,1,0,0,0,0,1,1,0,All
Lynne M Summers,,,,,,,,,,,,,,,,,,,0,3,2,3,2,1,2,2,2,2,2,3,1,2,0,1,1,2,0,2,1,0,1,1,2,1,0,All
Rania Major,,,,,,,,,,,,,,,,,,,,0,0,6,1,3,1,1,2,4,1,4,1,0,1,2,1,1,1,3,0,0,0,0,0,0,0,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,0,2,2,2,3,2,1,1,4,0,1,1,2,2,3,2,2,0,1,1,0,0,0,0,0,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,0,0,3,0,2,3,4,3,4,1,0,1,1,3,0,1,1,0,0,0,0,0,0,0,All
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,2,1,0,3,1,3,1,3,2,1,0,0,1,0,1,1,0,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,1,4,1,0,1,2,1,1,1,2,0,0,0,1,0,0,0,0,0,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,1,0,2,4,0,1,2,2,1,0,2,1,0,0,1,0,0,All
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,2,1,2,1,1,1,1,2,1,2,2,0,0,1,1,0,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,2,0,0,2,0,1,1,2,1,0,0,0,0,0,0,0,All
