col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,Justice Of The Supreme Court - Democrat,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,All
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,Thomas Wyatt,Helen Gym,Ed Neilson,William K Greenlee,Allan Domb,Paul Steinke,Sherrie Cohen,Blondell Reynolds Brown,Derek S Green,Frank Rizzo,Jenne Ayers,Isaiah Thomas,W Wilson Goode Jr,Carla M Cain,Marnie Aument Loughrey,Wilson Alexander,All
Kevin M Dougherty,398,779,469,362,114,66,806,610,890,704,562,424,419,393,348,405,230,215,201,162,137,78,All
Anne E Lazarus,,21,481,383,112,63,476,633,180,279,350,432,441,300,221,221,217,205,171,143,116,56,All
Christine Donohue,,,21,238,64,50,284,357,112,168,228,219,270,199,175,157,204,124,113,131,92,72,All
David Wecht,,,,15,38,29,231,285,137,173,185,200,209,163,164,108,97,129,104,49,40,48,All
John Henry Foradora,,,,,4,18,81,59,33,43,74,50,53,41,45,57,45,23,28,46,24,20,All
Dwayne D Woodruff,,,,,,2,48,48,22,35,34,46,37,31,31,41,26,29,27,15,9,14,All
Thomas Wyatt,,,,,,,27,386,356,371,267,338,215,125,178,132,110,155,73,72,44,48,All
Helen Gym,,,,,,,,24,129,212,202,376,391,264,122,94,139,200,147,86,65,22,All
Ed Neilson,,,,,,,,,2,505,157,95,117,151,128,125,36,67,72,17,44,17,All
William K Greenlee,,,,,,,,,,1,134,123,177,227,154,111,46,82,101,22,47,19,All
Allan Domb,,,,,,,,,,,12,212,136,101,119,179,107,78,62,88,48,40,All
Paul Steinke,,,,,,,,,,,,5,262,160,121,79,65,153,63,39,32,28,All
Sherrie Cohen,,,,,,,,,,,,,2,206,106,81,120,109,103,94,57,24,All
Blondell Reynolds Brown,,,,,,,,,,,,,,3,138,66,67,113,125,40,44,17,All
Derek S Green,,,,,,,,,,,,,,,2,68,98,95,54,29,32,68,All
Frank Rizzo,,,,,,,,,,,,,,,,6,74,25,63,44,48,26,All
Jenne Ayers,,,,,,,,,,,,,,,,,6,31,43,116,63,58,All
Isaiah Thomas,,,,,,,,,,,,,,,,,,7,74,16,14,9,All
W Wilson Goode Jr,,,,,,,,,,,,,,,,,,,1,19,14,7,All
Carla M Cain,,,,,,,,,,,,,,,,,,,,1,57,24,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,1,10,All
Wilson Alexander,,,,,,,,,,,,,,,,,,,,,,3,All
Total,"2,614","1,211",785,655,202,125,"1,073",981,943,809,733,651,638,534,499,493,361,349,284,230,183,131,All
,Justice Of The Supreme Court - Democrat,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,1
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,Dwayne D Woodruff,John Henry Foradora,Helen Gym,Thomas Wyatt,William K Greenlee,Paul Steinke,Sherrie Cohen,Blondell Reynolds Brown,Allan Domb,Ed Neilson,Frank Rizzo,Isaiah Thomas,W Wilson Goode Jr,Jenne Ayers,Carla M Cain,Derek S Green,Marnie Aument Loughrey,Wilson Alexander,1
Kevin M Dougherty,19,40,16,12,6,2,32,36,44,21,21,21,16,25,18,7,9,9,10,2,6,0,1
Anne E Lazarus,,1,20,16,5,2,32,23,21,22,25,15,14,4,12,12,8,7,7,3,4,2,1
Christine Donohue,,,3,10,0,0,18,14,9,6,10,7,6,4,4,7,6,6,5,4,2,3,1
David Wecht,,,,0,1,2,16,7,7,13,14,9,6,3,4,8,6,4,2,2,1,3,1
Dwayne D Woodruff,,,,,0,1,2,1,5,2,1,0,2,0,5,1,1,0,0,0,0,0,1
John Henry Foradora,,,,,,0,2,1,1,2,3,3,2,1,1,0,2,0,0,0,1,0,1
Helen Gym,,,,,,,1,21,21,28,29,19,11,5,3,15,8,5,3,2,3,0,1
Thomas Wyatt,,,,,,,,2,20,14,15,2,12,17,4,11,2,5,7,2,2,1,1
William K Greenlee,,,,,,,,,0,13,11,19,7,22,8,5,8,1,1,1,0,0,1
Paul Steinke,,,,,,,,,,1,20,14,12,3,1,10,3,3,0,3,0,1,1
Sherrie Cohen,,,,,,,,,,,0,12,6,3,3,6,6,5,5,0,3,1,1
Blondell Reynolds Brown,,,,,,,,,,,,0,3,3,3,6,8,0,0,1,2,1,1
Allan Domb,,,,,,,,,,,,,1,6,3,3,3,2,3,1,0,1,1
Ed Neilson,,,,,,,,,,,,,,0,1,1,2,0,0,1,0,1,1
Frank Rizzo,,,,,,,,,,,,,,,1,1,3,3,3,0,4,0,1
Isaiah Thomas,,,,,,,,,,,,,,,,0,1,0,1,1,1,1,1
W Wilson Goode Jr,,,,,,,,,,,,,,,,,0,1,2,0,1,0,1
Jenne Ayers,,,,,,,,,,,,,,,,,,0,5,1,1,1,1
Carla M Cain,,,,,,,,,,,,,,,,,,,0,0,1,0,1
Derek S Green,,,,,,,,,,,,,,,,,,,,0,0,2,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,0,0,1
Wilson Alexander,,,,,,,,,,,,,,,,,,,,,,1,1
Total,107,58,32,26,7,4,52,50,49,36,34,29,27,27,20,18,13,12,11,7,6,4,1
,Justice Of The Supreme Court - Democrat,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,2
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,Dwayne D Woodruff,John Henry Foradora,Helen Gym,Thomas Wyatt,Sherrie Cohen,Paul Steinke,William K Greenlee,Blondell Reynolds Brown,Allan Domb,Ed Neilson,Derek S Green,Jenne Ayers,Isaiah Thomas,Frank Rizzo,Carla M Cain,W Wilson Goode Jr,Marnie Aument Loughrey,Wilson Alexander,2
Kevin M Dougherty,13,51,35,20,3,4,47,52,37,32,34,24,23,28,16,15,15,16,10,6,3,3,2
Anne E Lazarus,,0,30,19,5,3,53,35,43,34,14,22,15,7,15,15,12,9,8,4,3,2,2
Christine Donohue,,,3,14,3,1,31,17,23,13,13,17,16,4,12,17,6,8,10,5,4,3,2
David Wecht,,,,0,2,1,22,11,17,11,7,8,12,4,11,4,6,3,3,4,1,3,2
Dwayne D Woodruff,,,,,0,0,5,6,2,3,2,2,2,0,2,0,4,0,0,0,0,1,2
John Henry Foradora,,,,,,0,3,4,1,3,1,0,1,0,1,1,1,0,1,0,0,0,2
Helen Gym,,,,,,,1,38,42,31,17,23,12,5,11,12,14,4,7,6,3,2,2
Thomas Wyatt,,,,,,,,1,24,26,20,12,10,16,15,8,11,6,3,2,0,4,2
Sherrie Cohen,,,,,,,,,0,29,13,23,9,7,8,11,8,4,7,7,3,1,2
Paul Steinke,,,,,,,,,,0,8,16,7,6,12,5,7,3,2,1,1,0,2
William K Greenlee,,,,,,,,,,,0,17,4,17,5,1,4,2,1,5,0,1,2
Blondell Reynolds Brown,,,,,,,,,,,,0,3,7,8,3,5,3,1,7,0,1,2
Allan Domb,,,,,,,,,,,,,1,0,10,7,2,6,5,0,2,3,2
Ed Neilson,,,,,,,,,,,,,,0,3,2,3,3,1,1,0,0,2
Derek S Green,,,,,,,,,,,,,,,0,3,6,2,1,2,0,2,2
Jenne Ayers,,,,,,,,,,,,,,,,0,1,6,10,2,4,2,2
Isaiah Thomas,,,,,,,,,,,,,,,,,1,0,0,1,0,2,2
Frank Rizzo,,,,,,,,,,,,,,,,,,0,3,0,0,1,2
Carla M Cain,,,,,,,,,,,,,,,,,,,0,0,3,1,2
W Wilson Goode Jr,,,,,,,,,,,,,,,,,,,,0,0,0,2
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,1,0,2
Wilson Alexander,,,,,,,,,,,,,,,,,,,,,,0,2
Total,121,75,52,36,7,6,77,68,58,44,41,36,35,28,25,22,20,18,13,9,5,5,2
