col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,All
,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Christian Dicicco,Matthew Perks,Gary S Silver,Daniel R Sulman,Franklin A Bennett Iii,Derek S Green,Blondell Reynolds Brown,Isaiah Thomas,W Wilson Goode Jr,William K Greenlee,Allan Domb,Helen Gym,Sherrie Cohen,Jenne Ayers,Ed Neilson,Thomas Wyatt,Wilson Alexander,Frank Rizzo,Carla M Cain,Paul Steinke,Marnie Aument Loughrey,All
Sharon Williams Losier,97,662,528,479,294,180,247,148,"1,010",873,833,654,643,449,449,519,418,488,216,253,167,173,138,98,All
Christine Hope,,15,373,227,149,134,87,121,435,564,431,448,361,317,296,370,222,240,188,123,126,176,101,78,All
Joffie C Pittman,,,13,80,200,73,89,65,427,456,347,365,308,207,216,261,236,210,123,159,96,76,98,25,All
Christian Dicicco,,,,4,53,65,191,46,410,281,350,211,287,172,174,157,114,218,91,49,107,73,72,53,All
Matthew Perks,,,,,3,70,54,47,283,179,175,146,119,175,112,126,184,62,119,160,64,69,73,35,All
Gary S Silver,,,,,,5,40,66,172,162,115,119,97,155,88,120,85,73,126,69,73,84,49,31,All
Daniel R Sulman,,,,,,,1,20,226,148,248,123,189,102,125,98,53,156,40,27,41,38,44,15,All
Franklin A Bennett Iii,,,,,,,,1,136,143,136,125,78,98,78,86,61,47,61,54,52,47,31,32,All
Derek S Green,,,,,,,,,74,519,643,371,433,312,265,238,281,285,220,243,118,108,125,64,All
Blondell Reynolds Brown,,,,,,,,,,28,587,669,547,336,313,439,192,348,111,112,143,102,70,62,All
Isaiah Thomas,,,,,,,,,,,63,511,426,294,316,238,151,294,134,78,116,80,103,36,All
W Wilson Goode Jr,,,,,,,,,,,,20,404,243,234,360,125,272,84,72,136,65,50,21,All
William K Greenlee,,,,,,,,,,,,,4,187,171,303,89,419,68,44,86,38,56,30,All
Allan Domb,,,,,,,,,,,,,,67,205,172,167,89,151,99,127,117,108,58,All
Helen Gym,,,,,,,,,,,,,,,61,211,149,131,84,53,76,87,106,51,All
Sherrie Cohen,,,,,,,,,,,,,,,,4,123,219,78,66,117,88,64,29,All
Jenne Ayers,,,,,,,,,,,,,,,,,30,37,106,157,58,108,57,41,All
Ed Neilson,,,,,,,,,,,,,,,,,,4,44,33,38,27,29,20,All
Thomas Wyatt,,,,,,,,,,,,,,,,,,,7,97,31,78,82,37,All
Wilson Alexander,,,,,,,,,,,,,,,,,,,,9,33,56,31,15,All
Frank Rizzo,,,,,,,,,,,,,,,,,,,,,12,28,39,31,All
Carla M Cain,,,,,,,,,,,,,,,,,,,,,,8,26,26,All
Paul Steinke,,,,,,,,,,,,,,,,,,,,,,,1,23,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,,,3,All
Total,"2,104","1,093",916,679,524,404,391,278,"1,560","1,368","1,347","1,065",927,895,807,774,669,646,433,411,357,325,272,150,All
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,1
,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Christian Dicicco,Matthew Perks,Gary S Silver,Franklin A Bennett Iii,Daniel R Sulman,Derek S Green,Blondell Reynolds Brown,Isaiah Thomas,Sherrie Cohen,W Wilson Goode Jr,Allan Domb,Jenne Ayers,William K Greenlee,Thomas Wyatt,Ed Neilson,Helen Gym,Wilson Alexander,Paul Steinke,Frank Rizzo,Carla M Cain,Marnie Aument Loughrey,1
Sharon Williams Losier,5,18,12,13,10,4,5,4,32,25,17,14,14,10,17,12,12,12,13,10,5,2,3,2,1
Christine Hope,,0,6,8,3,6,2,2,16,17,5,7,9,6,9,8,9,6,8,5,2,2,5,1,1
Joffie C Pittman,,,0,1,6,3,2,2,13,13,3,7,6,4,4,6,5,6,4,6,3,2,2,2,1
Christian Dicicco,,,,0,1,3,3,2,13,10,9,5,5,4,6,5,8,6,4,2,2,2,0,1,1
Matthew Perks,,,,,0,6,1,0,10,7,6,7,2,7,5,3,5,5,4,7,3,3,1,1,1
Gary S Silver,,,,,,1,3,1,8,8,2,8,3,7,2,4,5,1,4,5,2,3,3,1,1
Franklin A Bennett Iii,,,,,,,0,0,5,4,4,4,3,2,4,2,3,3,3,2,1,2,1,1,1
Daniel R Sulman,,,,,,,,0,1,4,3,1,3,1,1,2,1,3,4,1,1,1,0,0,1
Derek S Green,,,,,,,,,4,18,14,9,11,6,12,11,11,7,7,11,6,3,2,3,1
Blondell Reynolds Brown,,,,,,,,,,3,14,19,20,8,10,14,7,11,11,9,2,3,2,2,1
Isaiah Thomas,,,,,,,,,,,1,7,12,3,8,5,4,7,7,1,4,3,0,1,1
Sherrie Cohen,,,,,,,,,,,,0,11,5,4,10,5,9,5,3,2,5,1,2,1
W Wilson Goode Jr,,,,,,,,,,,,,0,4,2,13,3,6,5,1,1,4,0,1,1
