col_1,col_2,col_3,division
,District Council 8th District - Democrat,Register Of Wills - Democrat,All
,Cindy Bass,Ronald R Donatucci,All
Cindy Bass,505,960,All
Ronald R Donatucci,,134,All
Total,"1,465","1,094",All
,District Council 8th District - Democrat,Register Of Wills - Democrat,1
,Cindy Bass,Ronald R Donatucci,1
Cindy Bass,14,37,1
Ronald R Donatucci,,5,1
Total,51,42,1
,District Council 8th District - Democrat,Register Of Wills - Democrat,2
,Cindy Bass,Ronald R Donatucci,2
Cindy Bass,22,48,2
Ronald R Donatucci,,5,2
Total,70,53,2
,District Council 8th District - Democrat,Register Of Wills - Democrat,3
,Cindy Bass,Ronald R Donatucci,3
Cindy Bass,77,21,3
Ronald R Donatucci,,1,3
Total,98,22,3
,District Council 8th District - Democrat,Register Of Wills - Democrat,4
,Cindy Bass,Ronald R Donatucci,4
Cindy Bass,10,28,4
Ronald R Donatucci,,2,4
Total,38,30,4
,District Council 8th District - Democrat,Register Of Wills - Democrat,5
,Cindy Bass,Ronald R Donatucci,5
Cindy Bass,14,34,5
Ronald R Donatucci,,5,5
Total,48,39,5
,District Council 8th District - Democrat,Register Of Wills - Democrat,6
,Cindy Bass,Ronald R Donatucci,6
Cindy Bass,12,40,6
Ronald R Donatucci,,6,6
Total,52,46,6
,District Council 8th District - Democrat,Register Of Wills - Democrat,7
,Cindy Bass,Ronald R Donatucci,7
Cindy Bass,23,53,7
Ronald R Donatucci,,5,7
Total,76,58,7
,District Council 8th District - Democrat,Register Of Wills - Democrat,8
,Cindy Bass,Ronald R Donatucci,8
Cindy Bass,14,79,8
Ronald R Donatucci,,11,8
Total,93,90,8
,District Council 8th District - Democrat,Register Of Wills - Democrat,9
,Cindy Bass,Ronald R Donatucci,9
Cindy Bass,26,56,9
Ronald R Donatucci,,8,9
Total,82,64,9
,District Council 8th District - Democrat,Register Of Wills - Democrat,10
,Cindy Bass,Ronald R Donatucci,10
Cindy Bass,24,26,10
Ronald R Donatucci,,6,10
Total,50,32,10
,District Council 8th District - Democrat,Register Of Wills - Democrat,11
,Cindy Bass,Ronald R Donatucci,11
Cindy Bass,36,71,11
Ronald R Donatucci,,4,11
Total,107,75,11
,District Council 8th District - Democrat,Register Of Wills - Democrat,12
,Cindy Bass,Ronald R Donatucci,12
Cindy Bass,17,56,12
Ronald R Donatucci,,2,12
Total,73,58,12
,District Council 8th District - Democrat,Register Of Wills - Democrat,13
,Cindy Bass,Ronald R Donatucci,13
Cindy Bass,26,42,13
Ronald R Donatucci,,10,13
Total,68,52,13
,District Council 8th District - Democrat,Register Of Wills - Democrat,14
,Cindy Bass,Ronald R Donatucci,14
Cindy Bass,8,66,14
Ronald R Donatucci,,4,14
Total,74,70,14
,District Council 8th District - Democrat,Register Of Wills - Democrat,15
,Cindy Bass,Ronald R Donatucci,15
Cindy Bass,12,44,15
Ronald R Donatucci,,4,15
Total,56,48,15
,District Council 8th District - Democrat,Register Of Wills - Democrat,16
,Cindy Bass,Ronald R Donatucci,16
Cindy Bass,32,56,16
Ronald R Donatucci,,17,16
Total,88,73,16
,District Council 8th District - Democrat,Register Of Wills - Democrat,17
,Cindy Bass,Ronald R Donatucci,17
Cindy Bass,22,36,17
Ronald R Donatucci,,9,17
Total,58,45,17
,District Council 8th District - Democrat,Register Of Wills - Democrat,18
,Cindy Bass,Ronald R Donatucci,18
Cindy Bass,14,41,18
Ronald R Donatucci,,2,18
Total,55,43,18
,District Council 8th District - Democrat,Register Of Wills - Democrat,19
,Cindy Bass,Ronald R Donatucci,19
Cindy Bass,57,52,19
Ronald R Donatucci,,16,19
Total,109,68,19
,District Council 8th District - Democrat,Register Of Wills - Democrat,20
,Cindy Bass,Ronald R Donatucci,20
Cindy Bass,45,74,20
Ronald R Donatucci,,12,20
Total,119,86,20
