col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,All
,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Christian Dicicco,Gary S Silver,Daniel R Sulman,Franklin A Bennett Iii,Blondell Reynolds Brown,Derek S Green,W Wilson Goode Jr,Isaiah Thomas,William K Greenlee,Allan Domb,Sherrie Cohen,Jenne Ayers,Ed Neilson,Helen Gym,Wilson Alexander,Thomas Wyatt,Paul Steinke,Carla M Cain,Frank Rizzo,Marnie Aument Loughrey,All
Sharon Williams Losier,31,358,314,111,103,61,22,38,369,342,320,198,229,130,204,165,192,93,123,78,58,59,48,32,All
Joffie C Pittman,,29,249,103,86,44,54,23,341,295,300,191,253,134,198,126,183,89,95,66,58,43,44,26,All
Christine Hope,,,15,61,76,65,50,50,308,182,269,178,193,150,184,109,144,109,77,80,62,82,53,32,All
Matthew Perks,,,,8,25,33,24,16,89,133,79,73,43,73,39,82,17,40,88,47,35,30,23,7,All
Christian Dicicco,,,,,3,33,16,21,137,120,112,73,95,67,51,40,51,49,39,32,31,30,30,15,All
Gary S Silver,,,,,,2,20,18,76,85,66,51,38,62,38,42,19,28,45,52,31,40,16,15,All
Daniel R Sulman,,,,,,,0,12,58,47,50,45,34,34,47,16,13,43,18,19,23,16,13,9,All
Franklin A Bennett Iii,,,,,,,,1,56,47,52,42,29,33,20,17,13,18,28,21,14,12,19,10,All
Blondell Reynolds Brown,,,,,,,,,38,256,438,236,321,150,243,80,223,114,73,62,58,53,57,29,All
Derek S Green,,,,,,,,,,66,215,190,151,153,91,146,88,69,159,111,68,51,41,20,All
W Wilson Goode Jr,,,,,,,,,,,15,242,267,112,211,56,199,111,46,43,50,34,73,15,All
Isaiah Thomas,,,,,,,,,,,,33,136,136,92,51,85,93,37,59,67,32,45,14,All
William K Greenlee,,,,,,,,,,,,,2,86,179,25,215,54,23,25,28,22,32,22,All
Allan Domb,,,,,,,,,,,,,,40,49,76,40,60,56,77,53,57,43,17,All
Sherrie Cohen,,,,,,,,,,,,,,,3,45,137,83,31,28,27,33,25,11,All
Jenne Ayers,,,,,,,,,,,,,,,,17,13,36,112,50,27,43,18,18,All
Ed Neilson,,,,,,,,,,,,,,,,,0,28,18,7,15,6,7,10,All
Helen Gym,,,,,,,,,,,,,,,,,,24,19,24,46,27,13,16,All
Wilson Alexander,,,,,,,,,,,,,,,,,,,17,55,21,24,18,7,All
Thomas Wyatt,,,,,,,,,,,,,,,,,,,,7,37,41,11,9,All
Paul Steinke,,,,,,,,,,,,,,,,,,,,,2,16,14,12,All
Carla M Cain,,,,,,,,,,,,,,,,,,,,,,6,14,12,All
Frank Rizzo,,,,,,,,,,,,,,,,,,,,,,,3,6,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,,,0,All
