col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Justice Of The Supreme Court - Democrat,,,,,,District Council 2nd District - Democrat,,All
,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,Kenyatta Johnson,Ori C Feibush,All
Kevin M Dougherty,"1,081","6,618","3,977","3,353","1,040",825,"8,118","6,011",All
Anne E Lazarus,,143,"3,966","3,021",726,651,"4,810","3,922",All
David Wecht,,,199,"1,714",357,338,"4,176","2,647",All
Christine Donohue,,,,132,491,399,"3,802","2,018",All
Dwayne D Woodruff,,,,,21,149,"1,083",481,All
John Henry Foradora,,,,,,29,703,534,All
Kenyatta Johnson,,,,,,,"2,749",0,All
Ori C Feibush,,,,,,,,"1,021",All
Total,"15,898","9,471","7,463","6,245","1,668","1,441","14,800","8,951",All
