col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Justice Of The Supreme Court - Democrat,,,,,,District Council 2nd District - Democrat,,1
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,Kenyatta Johnson,Ori C Feibush,1
Kevin M Dougherty,62,85,48,39,9,6,0,0,1
Anne E Lazarus,,12,38,31,8,7,0,0,1
Christine Donohue,,,4,19,6,4,0,0,1
David Wecht,,,,8,3,2,0,0,1
John Henry Foradora,,,,,1,1,0,0,1
Dwayne D Woodruff,,,,,,0,0,0,1
Kenyatta Johnson,,,,,,,0,0,1
Ori C Feibush,,,,,,,,0,1
Total,173,111,66,59,16,10,0,0,1
,Justice Of The Supreme Court - Democrat,,,,,,District Council 2nd District - Democrat,,2
,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,Kenyatta Johnson,Ori C Feibush,2
Kevin M Dougherty,27,36,20,17,9,7,0,0,2
Anne E Lazarus,,5,23,21,6,5,0,0,2
David Wecht,,,10,11,9,3,0,0,2
Christine Donohue,,,,5,7,3,0,0,2
Dwayne D Woodruff,,,,,0,0,0,0,2
John Henry Foradora,,,,,,1,0,0,2
Kenyatta Johnson,,,,,,,0,0,2
Ori C Feibush,,,,,,,,0,2
Total,78,57,47,36,17,11,0,0,2
,Justice Of The Supreme Court - Democrat,,,,,,District Council 2nd District - Democrat,,3
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,Kenyatta Johnson,Ori C Feibush,3
Kevin M Dougherty,28,25,24,18,6,2,0,0,3
Anne E Lazarus,,8,15,8,5,5,0,0,3
Christine Donohue,,,5,14,1,2,0,0,3
David Wecht,,,,0,2,1,0,0,3
John Henry Foradora,,,,,1,2,0,0,3
Dwayne D Woodruff,,,,,,0,0,0,3
Kenyatta Johnson,,,,,,,0,0,3
Ori C Feibush,,,,,,,,0,3
Total,68,39,34,24,10,7,0,0,3
,Justice Of The Supreme Court - Democrat,,,,,,District Council 2nd District - Democrat,,4
,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,Kenyatta Johnson,Ori C Feibush,4
Kevin M Dougherty,38,41,28,23,2,1,0,0,4
Anne E Lazarus,,8,25,25,3,2,0,0,4
David Wecht,,,5,13,1,1,0,0,4
Christine Donohue,,,,1,1,2,0,0,4
Dwayne D Woodruff,,,,,1,2,0,0,4
John Henry Foradora,,,,,,2,0,0,4
Kenyatta Johnson,,,,,,,0,0,4
Ori C Feibush,,,,,,,,0,4
Total,95,64,47,36,6,6,0,0,4
,Justice Of The Supreme Court - Democrat,,,,,,District Council 2nd District - Democrat,,5
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,Dwayne D Woodruff,John Henry Foradora,Kenyatta Johnson,Ori C Feibush,5
Kevin M Dougherty,38,52,27,19,2,2,0,0,5
Anne E Lazarus,,9,39,27,9,4,0,0,5
Christine Donohue,,,4,15,5,1,0,0,5
David Wecht,,,,2,2,2,0,0,5
Dwayne D Woodruff,,,,,0,0,0,0,5
John Henry Foradora,,,,,,1,0,0,5
Kenyatta Johnson,,,,,,,0,0,5
Ori C Feibush,,,,,,,,0,5
Total,99,85,51,36,9,6,0,0,5
,Justice Of The Supreme Court - Democrat,,,,,,District Council 2nd District - Democrat,,6
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,Kenyatta Johnson,Ori C Feibush,6
Kevin M Dougherty,46,61,29,19,8,6,0,0,6
Anne E Lazarus,,10,42,33,11,8,0,0,6
Christine Donohue,,,8,18,5,2,0,0,6
David Wecht,,,,4,5,2,0,0,6
John Henry Foradora,,,,,0,1,0,0,6
Dwayne D Woodruff,,,,,,0,0,0,6
Kenyatta Johnson,,,,,,,0,0,6
Ori C Feibush,,,,,,,,0,6
Total,118,98,59,46,15,10,0,0,6
,Justice Of The Supreme Court - Democrat,,,,,,District Council 2nd District - Democrat,,7
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,Kenyatta Johnson,Ori C Feibush,7
Kevin M Dougherty,33,64,30,17,4,3,0,0,7
Anne E Lazarus,,19,34,19,7,4,0,0,7
Christine Donohue,,,5,5,3,2,0,0,7
David Wecht,,,,5,4,1,0,0,7
John Henry Foradora,,,,,0,0,0,0,7
Dwayne D Woodruff,,,,,,1,0,0,7
Kenyatta Johnson,,,,,,,0,0,7
Ori C Feibush,,,,,,,,0,7
Total,107,97,46,30,9,6,0,0,7
,Justice Of The Supreme Court - Democrat,,,,,,District Council 2nd District - Democrat,,8
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,Dwayne D Woodruff,John Henry Foradora,Kenyatta Johnson,Ori C Feibush,8
Kevin M Dougherty,22,42,24,19,3,2,0,0,8
Anne E Lazarus,,4,24,16,4,3,0,0,8
Christine Donohue,,,6,9,3,1,0,0,8
David Wecht,,,,6,3,2,0,0,8
Dwayne D Woodruff,,,,,0,1,0,0,8
John Henry Foradora,,,,,,2,0,0,8
Kenyatta Johnson,,,,,,,0,0,8
Ori C Feibush,,,,,,,,0,8
Total,76,56,38,32,8,7,0,0,8
,District Council 2nd District - Democrat,,Justice Of The Supreme Court - Democrat,,,,,,9
,Kenyatta Johnson,Ori C Feibush,Anne E Lazarus,Kevin M Dougherty,David Wecht,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,9
Kenyatta Johnson,14,0,54,49,32,36,6,5,9
Ori C Feibush,,7,17,22,16,8,4,4,9
Anne E Lazarus,,,2,50,27,34,6,6,9
Kevin M Dougherty,,,,0,16,27,5,4,9
David Wecht,,,,,0,10,4,2,9
Christine Donohue,,,,,,3,4,4,9
John Henry Foradora,,,,,,,0,2,9
Dwayne D Woodruff,,,,,,,,0,9
Total,98,42,78,77,52,49,11,9,9
,Justice Of The Supreme Court - Democrat,,,,,,District Council 2nd District - Democrat,,10
,Anne E Lazarus,Kevin M Dougherty,Christine Donohue,David Wecht,Dwayne D Woodruff,John Henry Foradora,Kenyatta Johnson,Ori C Feibush,10
Anne E Lazarus,11,49,54,34,9,5,0,0,10
Kevin M Dougherty,,16,27,23,3,6,0,0,10
Christine Donohue,,,8,29,6,2,0,0,10
David Wecht,,,,7,3,5,0,0,10
Dwayne D Woodruff,,,,,0,1,0,0,10
John Henry Foradora,,,,,,0,0,0,10
Kenyatta Johnson,,,,,,,0,0,10
Ori C Feibush,,,,,,,,0,10
Total,101,79,71,56,12,10,0,0,10
,Justice Of The Supreme Court - Democrat,,,,,,District Council 2nd District - Democrat,,11
,Anne E Lazarus,Kevin M Dougherty,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,Kenyatta Johnson,Ori C Feibush,11
Anne E Lazarus,11,45,38,28,5,4,0,0,11
Kevin M Dougherty,,22,18,17,4,2,0,0,11
Christine Donohue,,,0,14,2,3,0,0,11
David Wecht,,,,4,2,2,0,0,11
John Henry Foradora,,,,,1,2,0,0,11
Dwayne D Woodruff,,,,,,0,0,0,11
Kenyatta Johnson,,,,,,,0,0,11
Ori C Feibush,,,,,,,,0,11
Total,84,75,40,38,10,7,0,0,11
,Justice Of The Supreme Court - Democrat,,,,,,District Council 2nd District - Democrat,,12
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,Kenyatta Johnson,Ori C Feibush,12
Kevin M Dougherty,24,67,37,34,5,2,0,0,12
Anne E Lazarus,,12,42,28,7,1,0,0,12
Christine Donohue,,,6,10,4,2,0,0,12
David Wecht,,,,0,4,1,0,0,12
John Henry Foradora,,,,,0,0,0,0,12
Dwayne D Woodruff,,,,,,0,0,0,12
Kenyatta Johnson,,,,,,,0,0,12
Ori C Feibush,,,,,,,,0,12
Total,111,97,59,43,10,3,0,0,12
,Justice Of The Supreme Court - Democrat,,,,,,District Council 2nd District - Democrat,,13
,Kevin M Dougherty,Christine Donohue,Anne E Lazarus,David Wecht,John Henry Foradora,Dwayne D Woodruff,Kenyatta Johnson,Ori C Feibush,13
Kevin M Dougherty,22,13,13,9,8,1,0,0,13
Christine Donohue,,2,12,8,2,1,0,0,13
Anne E Lazarus,,,2,7,2,0,0,0,13
David Wecht,,,,3,1,0,0,0,13
John Henry Foradora,,,,,0,0,0,0,13
Dwayne D Woodruff,,,,,,1,0,0,13
Kenyatta Johnson,,,,,,,0,0,13
Ori C Feibush,,,,,,,,0,13
Total,49,21,20,18,8,2,0,0,13
,Justice Of The Supreme Court - Democrat,,,,,,District Council 2nd District - Democrat,,14
,Kevin M Dougherty,David Wecht,Christine Donohue,Anne E Lazarus,Dwayne D Woodruff,John Henry Foradora,Kenyatta Johnson,Ori C Feibush,14
Kevin M Dougherty,39,49,52,51,10,6,0,0,14
David Wecht,,16,26,32,4,4,0,0,14
Christine Donohue,,,10,28,7,2,0,0,14
Anne E Lazarus,,,,9,2,2,0,0,14
Dwayne D Woodruff,,,,,0,2,0,0,14
John Henry Foradora,,,,,,1,0,0,14
Kenyatta Johnson,,,,,,,0,0,14
Ori C Feibush,,,,,,,,0,14
Total,135,79,73,71,13,9,0,0,14
,Justice Of The Supreme Court - Democrat,,,,,,District Council 2nd District - Democrat,,15
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,Kenyatta Johnson,Ori C Feibush,15
Kevin M Dougherty,30,72,43,29,8,6,0,0,15
Anne E Lazarus,,22,49,29,10,7,0,0,15
Christine Donohue,,,9,25,3,3,0,0,15
David Wecht,,,,9,4,2,0,0,15
John Henry Foradora,,,,,0,2,0,0,15
Dwayne D Woodruff,,,,,,0,0,0,15
Kenyatta Johnson,,,,,,,0,0,15
Ori C Feibush,,,,,,,,0,15
Total,122,119,76,60,14,11,0,0,15
,Justice Of The Supreme Court - Democrat,,,,,,District Council 2nd District - Democrat,,16
,Anne E Lazarus,Kevin M Dougherty,David Wecht,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,Kenyatta Johnson,Ori C Feibush,16
Anne E Lazarus,29,92,49,51,9,6,0,0,16
Kevin M Dougherty,,25,46,34,9,7,0,0,16
David Wecht,,,10,20,6,3,0,0,16
Christine Donohue,,,,7,2,1,0,0,16
Dwayne D Woodruff,,,,,0,2,0,0,16
John Henry Foradora,,,,,,1,0,0,16
Kenyatta Johnson,,,,,,,0,0,16
Ori C Feibush,,,,,,,,0,16
Total,155,144,80,67,16,11,0,0,16
,Justice Of The Supreme Court - Democrat,,,,,,District Council 2nd District - Democrat,,17
,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,Kenyatta Johnson,Ori C Feibush,17
Kevin M Dougherty,21,63,45,26,5,4,0,0,17
Anne E Lazarus,,10,45,29,4,4,0,0,17
David Wecht,,,5,16,1,0,0,0,17
Christine Donohue,,,,6,4,3,0,0,17
John Henry Foradora,,,,,0,0,0,0,17
Dwayne D Woodruff,,,,,,0,0,0,17
Kenyatta Johnson,,,,,,,0,0,17
Ori C Feibush,,,,,,,,0,17
Total,103,92,65,48,7,6,0,0,17
,Justice Of The Supreme Court - Democrat,,,,,,District Council 2nd District - Democrat,,18
,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,Kenyatta Johnson,Ori C Feibush,18
Kevin M Dougherty,37,40,29,24,5,4,0,0,18
Anne E Lazarus,,13,34,25,1,0,0,0,18
David Wecht,,,2,17,1,2,0,0,18
Christine Donohue,,,,7,3,2,0,0,18
Dwayne D Woodruff,,,,,2,0,0,0,18
John Henry Foradora,,,,,,0,0,0,18
Kenyatta Johnson,,,,,,,0,0,18
Ori C Feibush,,,,,,,,0,18
Total,95,71,48,44,7,5,0,0,18
,Justice Of The Supreme Court - Democrat,,,,,,District Council 2nd District - Democrat,,19
,Anne E Lazarus,Kevin M Dougherty,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,Kenyatta Johnson,Ori C Feibush,19
Anne E Lazarus,4,59,37,39,16,3,41,54,19
Kevin M Dougherty,,2,30,20,3,3,47,40,19
Christine Donohue,,,2,14,2,3,27,23,19
David Wecht,,,,1,12,2,17,25,19
John Henry Foradora,,,,,1,2,5,11,19
Dwayne D Woodruff,,,,,,0,7,2,19
Kenyatta Johnson,,,,,,,27,0,19
Ori C Feibush,,,,,,,,13,19
Total,104,93,54,48,20,11,97,82,19
,Justice Of The Supreme Court - Democrat,,,,,,District Council 2nd District - Democrat,,20
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,Dwayne D Woodruff,John Henry Foradora,Kenyatta Johnson,Ori C Feibush,20
Kevin M Dougherty,2,27,20,15,7,3,26,23,20
Anne E Lazarus,,1,18,19,5,4,22,18,20
Christine Donohue,,,0,14,3,2,19,15,20
David Wecht,,,,0,3,1,15,16,20
Dwayne D Woodruff,,,,,0,0,4,5,20
John Henry Foradora,,,,,,0,1,4,20
Kenyatta Johnson,,,,,,,5,0,20
Ori C Feibush,,,,,,,,4,20
Total,53,45,36,33,9,7,46,38,20
,District Council 2nd District - Democrat,,Justice Of The Supreme Court - Democrat,,,,,,21
,Kenyatta Johnson,Ori C Feibush,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,21
Kenyatta Johnson,15,0,45,35,38,28,4,7,21
Ori C Feibush,,2,15,24,11,12,7,4,21
Kevin M Dougherty,,,3,34,18,23,6,3,21
Anne E Lazarus,,,,1,30,24,7,7,21
David Wecht,,,,,1,9,4,4,21
Christine Donohue,,,,,,1,5,5,21
John Henry Foradora,,,,,,,0,0,21
Dwayne D Woodruff,,,,,,,,0,21
Total,91,32,65,60,51,43,12,11,21
,Justice Of The Supreme Court - Democrat,,,,,,District Council 2nd District - Democrat,,22
,Anne E Lazarus,Kevin M Dougherty,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,Kenyatta Johnson,Ori C Feibush,22
Anne E Lazarus,3,83,61,52,9,7,65,51,22
Kevin M Dougherty,,4,43,26,8,5,64,44,22
Christine Donohue,,,1,26,6,3,41,25,22
David Wecht,,,,2,4,4,32,31,22
John Henry Foradora,,,,,0,1,10,5,22
Dwayne D Woodruff,,,,,,0,4,5,22
Kenyatta Johnson,,,,,,,16,0,22
Ori C Feibush,,,,,,,,13,22
Total,135,121,76,70,15,10,111,80,22
,Justice Of The Supreme Court - Democrat,,,,,,District Council 2nd District - Democrat,,23
,Anne E Lazarus,Kevin M Dougherty,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,Kenyatta Johnson,Ori C Feibush,23
Anne E Lazarus,20,91,67,44,12,7,0,0,23
Kevin M Dougherty,,28,43,24,9,9,0,0,23
Christine Donohue,,,4,28,8,5,0,0,23
David Wecht,,,,4,0,4,0,0,23
John Henry Foradora,,,,,2,3,0,0,23
Dwayne D Woodruff,,,,,,1,0,0,23
Kenyatta Johnson,,,,,,,0,0,23
Ori C Feibush,,,,,,,,0,23
Total,152,137,84,58,20,16,0,0,23
,Justice Of The Supreme Court - Democrat,,,,,,District Council 2nd District - Democrat,,24
,Anne E Lazarus,Kevin M Dougherty,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,Kenyatta Johnson,Ori C Feibush,24
Anne E Lazarus,18,74,55,43,10,4,0,0,24
Kevin M Dougherty,,19,40,25,5,2,0,0,24
Christine Donohue,,,10,20,4,1,0,0,24
David Wecht,,,,4,4,1,0,0,24
John Henry Foradora,,,,,0,0,0,0,24
Dwayne D Woodruff,,,,,,1,0,0,24
Kenyatta Johnson,,,,,,,0,0,24
Ori C Feibush,,,,,,,,0,24
Total,132,107,74,58,14,6,0,0,24
,Justice Of The Supreme Court - Democrat,,,,,,District Council 2nd District - Democrat,,25
,Anne E Lazarus,Kevin M Dougherty,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,Kenyatta Johnson,Ori C Feibush,25
Anne E Lazarus,9,73,51,34,6,7,0,0,25
Kevin M Dougherty,,14,46,29,6,6,0,0,25
Christine Donohue,,,5,19,9,7,0,0,25
David Wecht,,,,3,5,3,0,0,25
John Henry Foradora,,,,,0,1,0,0,25
Dwayne D Woodruff,,,,,,0,0,0,25
Kenyatta Johnson,,,,,,,0,0,25
Ori C Feibush,,,,,,,,0,25
Total,113,109,74,55,14,12,0,0,25
,Justice Of The Supreme Court - Democrat,,,,,,District Council 2nd District - Democrat,,26
,Anne E Lazarus,Kevin M Dougherty,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,Kenyatta Johnson,Ori C Feibush,26
Anne E Lazarus,27,87,79,57,10,7,0,0,26
Kevin M Dougherty,,18,49,35,2,4,0,0,26
Christine Donohue,,,7,33,6,4,0,0,26
David Wecht,,,,3,3,1,0,0,26
John Henry Foradora,,,,,3,0,0,0,26
Dwayne D Woodruff,,,,,,0,0,0,26
Kenyatta Johnson,,,,,,,0,0,26
Ori C Feibush,,,,,,,,0,26
Total,166,122,98,76,14,9,0,0,26
,Justice Of The Supreme Court - Democrat,,,,,,District Council 2nd District - Democrat,,27
,Anne E Lazarus,Kevin M Dougherty,Christine Donohue,David Wecht,Dwayne D Woodruff,John Henry Foradora,Kenyatta Johnson,Ori C Feibush,27
Anne E Lazarus,30,80,62,57,11,7,0,0,27
Kevin M Dougherty,,40,36,37,5,6,0,0,27
Christine Donohue,,,8,29,5,6,0,0,27
David Wecht,,,,7,7,4,0,0,27
Dwayne D Woodruff,,,,,0,0,0,0,27
John Henry Foradora,,,,,,0,0,0,27
Kenyatta Johnson,,,,,,,0,0,27
Ori C Feibush,,,,,,,,0,27
Total,156,138,83,79,15,12,0,0,27
,Justice Of The Supreme Court - Democrat,,,,,,District Council 2nd District - Democrat,,All
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,Kenyatta Johnson,Ori C Feibush,All
Kevin M Dougherty,660,"1,556",853,705,145,123,231,144,All
Anne E Lazarus,,309,"1,054",870,173,147,217,164,All
Christine Donohue,,,134,471,96,96,151,83,All
David Wecht,,,,121,89,71,134,99,All
John Henry Foradora,,,,,17,25,26,31,All
Dwayne D Woodruff,,,,,,7,27,20,All
Kenyatta Johnson,,,,,,,77,0,All
Ori C Feibush,,,,,,,,39,All
Total,"2,749","2,558","1,536","1,388",303,258,443,274,All
