col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,District Council 1st District - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,All
,Mark F Squilla,Christine Hope,Sharon Williams Losier,Christian Dicicco,Joffie C Pittman,Matthew Perks,Gary S Silver,Franklin A Bennett Iii,Daniel R Sulman,All
Mark F Squilla,75,176,148,134,107,93,47,44,33,All
Christine Hope,,38,80,71,51,31,26,20,13,All
Sharon Williams Losier,,,21,40,58,32,23,13,5,All
Christian Dicicco,,,,14,24,29,20,21,15,All
Joffie C Pittman,,,,,10,27,12,5,11,All
Matthew Perks,,,,,,10,10,12,14,All
Gary S Silver,,,,,,,7,9,6,All
Franklin A Bennett Iii,,,,,,,,2,5,All
Daniel R Sulman,,,,,,,,,1,All
Total,443,240,184,161,129,111,69,53,39,All
,District Council 1st District - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,7
,Mark F Squilla,Christian Dicicco,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Matthew Perks,Daniel R Sulman,Franklin A Bennett Iii,Gary S Silver,7
Mark F Squilla,11,20,14,9,8,5,5,5,2,7
Christian Dicicco,,0,6,3,2,4,5,2,2,7
Christine Hope,,,4,5,3,2,1,1,2,7
Sharon Williams Losier,,,,2,3,1,1,1,0,7
Joffie C Pittman,,,,,0,0,1,1,0,7
Matthew Perks,,,,,,2,1,2,0,7
Daniel R Sulman,,,,,,,0,1,1,7
Franklin A Bennett Iii,,,,,,,,0,0,7
Gary S Silver,,,,,,,,,0,7
Total,45,21,19,11,8,7,6,5,3,7
,District Council 1st District - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,8
,Mark F Squilla,Christine Hope,Christian Dicicco,Gary S Silver,Sharon Williams Losier,Joffie C Pittman,Matthew Perks,Franklin A Bennett Iii,Daniel R Sulman,8
Mark F Squilla,2,8,7,5,5,5,3,4,1,8
Christine Hope,,4,4,4,1,0,2,3,0,8
Christian Dicicco,,,1,2,1,1,1,3,0,8
Gary S Silver,,,,1,1,2,1,0,0,8
Sharon Williams Losier,,,,,1,0,0,1,0,8
Joffie C Pittman,,,,,,0,1,0,0,8
Matthew Perks,,,,,,,2,1,0,8
Franklin A Bennett Iii,,,,,,,,0,0,8
Daniel R Sulman,,,,,,,,,0,8
Total,21,13,8,7,6,5,5,4,1,8
,District Council 1st District - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,9
,Mark F Squilla,Matthew Perks,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Gary S Silver,Christian Dicicco,Daniel R Sulman,Franklin A Bennett Iii,9
Mark F Squilla,4,10,11,8,8,3,4,2,2,9
Matthew Perks,,2,5,4,4,2,1,1,1,9
Sharon Williams Losier,,,1,4,5,1,2,0,0,9
Christine Hope,,,,1,1,1,2,0,0,9
Joffie C Pittman,,,,,1,0,0,1,0,9
Gary S Silver,,,,,,2,1,0,1,9
Christian Dicicco,,,,,,,0,1,1,9
Daniel R Sulman,,,,,,,,0,1,9
Franklin A Bennett Iii,,,,,,,,,0,9
Total,25,12,12,9,9,5,4,2,2,9
,District Council 1st District - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,10
,Mark F Squilla,Christine Hope,Sharon Williams Losier,Matthew Perks,Christian Dicicco,Joffie C Pittman,Gary S Silver,Franklin A Bennett Iii,Daniel R Sulman,10
Mark F Squilla,3,9,10,6,5,4,4,3,1,10
Christine Hope,,2,4,2,2,2,2,2,2,10
Sharon Williams Losier,,,1,5,3,2,3,1,0,10
Matthew Perks,,,,0,1,3,1,0,0,10
Christian Dicicco,,,,,1,1,1,1,1,10
Joffie C Pittman,,,,,,1,1,1,0,10
Gary S Silver,,,,,,,1,0,0,10
Franklin A Bennett Iii,,,,,,,,0,0,10
Daniel R Sulman,,,,,,,,,0,10
Total,20,13,11,7,6,6,5,3,2,10
,District Council 1st District - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,11
,Mark F Squilla,Christine Hope,Sharon Williams Losier,Gary S Silver,Christian Dicicco,Matthew Perks,Joffie C Pittman,Franklin A Bennett Iii,Daniel R Sulman,11
Mark F Squilla,2,12,13,5,5,8,4,3,0,11
Christine Hope,,4,4,4,3,3,1,2,0,11
Sharon Williams Losier,,,1,4,1,4,5,1,0,11
Gary S Silver,,,,0,2,2,2,2,0,11
Christian Dicicco,,,,,2,1,0,1,0,11
Matthew Perks,,,,,,0,2,1,0,11
Joffie C Pittman,,,,,,,0,1,0,11
Franklin A Bennett Iii,,,,,,,,0,0,11
Daniel R Sulman,,,,,,,,,1,11
Total,27,18,16,9,8,8,6,4,1,11
,District Council 1st District - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,13
,Mark F Squilla,Christine Hope,Matthew Perks,Sharon Williams Losier,Christian Dicicco,Joffie C Pittman,Franklin A Bennett Iii,Gary S Silver,Daniel R Sulman,13
Mark F Squilla,6,12,9,7,6,5,2,1,0,13
Christine Hope,,1,2,4,4,2,0,0,0,13
Matthew Perks,,,1,0,1,0,0,0,0,13
Sharon Williams Losier,,,,3,2,2,0,0,0,13
Christian Dicicco,,,,,3,2,0,0,0,13
Joffie C Pittman,,,,,,1,0,0,0,13
Franklin A Bennett Iii,,,,,,,1,0,0,13
Gary S Silver,,,,,,,,0,0,13
Daniel R Sulman,,,,,,,,,0,13
Total,34,13,10,10,9,6,3,1,0,13
,District Council 1st District - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,14
,Mark F Squilla,Christian Dicicco,Joffie C Pittman,Sharon Williams Losier,Christine Hope,Gary S Silver,Matthew Perks,Franklin A Bennett Iii,Daniel R Sulman,14
Mark F Squilla,1,7,6,3,2,3,3,1,1,14
Christian Dicicco,,0,3,1,2,2,0,0,0,14
Joffie C Pittman,,,0,0,2,1,2,1,1,14
Sharon Williams Losier,,,,1,1,2,0,1,0,14
Christine Hope,,,,,0,0,0,1,0,14
Gary S Silver,,,,,,0,0,0,0,14
Matthew Perks,,,,,,,0,1,1,14
Franklin A Bennett Iii,,,,,,,,0,0,14
Daniel R Sulman,,,,,,,,,0,14
Total,14,7,6,5,3,3,3,2,1,14
,District Council 1st District - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,16
,Mark F Squilla,Christine Hope,Sharon Williams Losier,Christian Dicicco,Joffie C Pittman,Matthew Perks,Gary S Silver,Franklin A Bennett Iii,Daniel R Sulman,16
Mark F Squilla,0,8,7,5,5,3,1,1,1,16
Christine Hope,,2,6,4,3,1,0,2,1,16
Sharon Williams Losier,,,0,5,3,2,1,2,0,16
Christian Dicicco,,,,0,1,0,1,0,0,16
Joffie C Pittman,,,,,0,2,0,0,1,16
Matthew Perks,,,,,,0,1,1,0,16
Gary S Silver,,,,,,,1,1,0,16
Franklin A Bennett Iii,,,,,,,,0,0,16
Daniel R Sulman,,,,,,,,,0,16
Total,14,11,11,7,6,5,4,3,1,16
,District Council 1st District - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,17
,Mark F Squilla,Sharon Williams Losier,Christine Hope,Christian Dicicco,Joffie C Pittman,Matthew Perks,Franklin A Bennett Iii,Daniel R Sulman,Gary S Silver,17
Mark F Squilla,6,21,13,11,11,10,4,4,3,17
Sharon Williams Losier,,5,10,7,8,6,2,2,1,17
Christine Hope,,,2,5,5,2,1,1,1,17
Christian Dicicco,,,,0,2,2,4,1,2,17
Joffie C Pittman,,,,,0,4,0,1,2,17
Matthew Perks,,,,,,1,1,3,0,17
Franklin A Bennett Iii,,,,,,,0,0,0,17
Daniel R Sulman,,,,,,,,0,0,17
Gary S Silver,,,,,,,,,0,17
Total,39,28,17,13,12,11,5,4,3,17
,District Council 1st District - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,18
,Mark F Squilla,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Gary S Silver,Christian Dicicco,Franklin A Bennett Iii,Matthew Perks,Daniel R Sulman,18
Mark F Squilla,1,5,6,5,2,2,3,4,1,18
Christine Hope,,4,2,1,4,3,2,1,1,18
Sharon Williams Losier,,,2,2,1,0,1,2,0,18
Joffie C Pittman,,,,1,0,1,0,2,1,18
Gary S Silver,,,,,0,0,2,0,1,18
Christian Dicicco,,,,,,1,1,0,1,18
Franklin A Bennett Iii,,,,,,,1,0,0,18
Matthew Perks,,,,,,,,0,1,18
Daniel R Sulman,,,,,,,,,0,18
Total,14,13,8,7,6,5,4,4,3,18
,District Council 1st District - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,19
,Mark F Squilla,Sharon Williams Losier,Christine Hope,Christian Dicicco,Joffie C Pittman,Matthew Perks,Gary S Silver,Franklin A Bennett Iii,Daniel R Sulman,19
Mark F Squilla,4,6,3,4,5,5,3,3,2,19
Sharon Williams Losier,,2,3,0,2,1,2,0,0,19
Christine Hope,,,1,0,0,1,3,0,0,19
Christian Dicicco,,,,2,2,3,1,1,1,19
Joffie C Pittman,,,,,1,3,1,0,1,19
Matthew Perks,,,,,,0,0,1,2,19
Gary S Silver,,,,,,,1,0,0,19
Franklin A Bennett Iii,,,,,,,,0,0,19
Daniel R Sulman,,,,,,,,,0,19
Total,18,9,7,6,6,6,5,3,2,19
,District Council 1st District - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,21
,Mark F Squilla,Sharon Williams Losier,Christine Hope,Christian Dicicco,Joffie C Pittman,Matthew Perks,Gary S Silver,Daniel R Sulman,Franklin A Bennett Iii,21
Mark F Squilla,1,12,8,8,5,5,3,3,2,21
Sharon Williams Losier,,0,4,4,1,2,3,2,2,21
Christine Hope,,,2,5,2,2,0,1,0,21
Christian Dicicco,,,,1,1,2,0,1,1,21
Joffie C Pittman,,,,,0,1,0,0,0,21
Matthew Perks,,,,,,0,0,0,0,21
Gary S Silver,,,,,,,1,2,1,21
Daniel R Sulman,,,,,,,,0,0,21
Franklin A Bennett Iii,,,,,,,,,0,21
Total,22,12,10,9,5,5,4,3,2,21
,District Council 1st District - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,22
,Mark F Squilla,Christine Hope,Christian Dicicco,Sharon Williams Losier,Joffie C Pittman,Matthew Perks,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,22
Mark F Squilla,15,29,19,22,22,11,5,4,3,22
Christine Hope,,2,12,17,15,5,2,3,1,22
Christian Dicicco,,,3,4,4,7,3,1,3,22
Sharon Williams Losier,,,,2,16,1,0,3,1,22
Joffie C Pittman,,,,,0,1,1,1,1,22
Matthew Perks,,,,,,0,3,0,0,22
Daniel R Sulman,,,,,,,0,0,1,22
Gary S Silver,,,,,,,,0,1,22
Franklin A Bennett Iii,,,,,,,,,0,22
Total,64,34,26,25,24,13,6,5,4,22
,District Council 1st District - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,24
,Mark F Squilla,Christine Hope,Christian Dicicco,Joffie C Pittman,Sharon Williams Losier,Matthew Perks,Franklin A Bennett Iii,Gary S Silver,Daniel R Sulman,24
Mark F Squilla,19,45,31,14,16,11,8,8,7,24
