col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Mayor - Democrat,,,,,,City Commissioners - Democrat,,,,,,All
,Jim Kenney,Lynne M Abraham,Anthony Hardy Williams,Nelson Diaz,Doug Oliver,T Milton Street Sr,Lisa M Deeley,Anthony Clark,Tracey L Gordon,Carol A Jenkins,Will Mega,Omar Sabir,All
Jim Kenney,"1,341",0,0,0,0,0,"1,397",920,476,434,171,166,All
Lynne M Abraham,,210,0,0,0,0,221,163,106,116,44,20,All
Anthony Hardy Williams,,,70,0,0,0,47,140,28,29,35,24,All
Nelson Diaz,,,,22,0,0,20,12,10,9,4,8,All
Doug Oliver,,,,,12,0,26,11,14,15,3,7,All
T Milton Street Sr,,,,,,3,1,6,1,0,4,0,All
Lisa M Deeley,,,,,,,8,378,208,199,49,117,All
Anthony Clark,,,,,,,,11,153,150,104,31,All
Tracey L Gordon,,,,,,,,,2,105,29,16,All
Carol A Jenkins,,,,,,,,,,1,27,19,All
Will Mega,,,,,,,,,,,3,10,All
Omar Sabir,,,,,,,,,,,,1,All
Total,"3,735",624,275,63,56,12,"1,731","1,272",640,607,264,228,All
,Mayor - Democrat,,,,,,City Commissioners - Democrat,,,,,,1
,Jim Kenney,Lynne M Abraham,Anthony Hardy Williams,Nelson Diaz,Doug Oliver,T Milton Street Sr,Anthony Clark,Lisa M Deeley,Carol A Jenkins,Tracey L Gordon,Will Mega,Omar Sabir,1
Jim Kenney,20,0,0,0,0,0,24,12,8,7,5,3,1
Lynne M Abraham,,5,0,0,0,0,2,2,1,2,1,0,1
Anthony Hardy Williams,,,1,0,0,0,2,1,0,0,1,0,1
Nelson Diaz,,,,2,0,0,0,1,0,0,0,2,1
Doug Oliver,,,,,0,0,0,3,1,0,1,1,1
T Milton Street Sr,,,,,,0,0,0,0,0,0,0,1
Anthony Clark,,,,,,,0,4,4,1,3,0,1
Lisa M Deeley,,,,,,,,0,4,2,2,4,1
Carol A Jenkins,,,,,,,,,0,1,0,0,1
Tracey L Gordon,,,,,,,,,,0,2,1,1
Will Mega,,,,,,,,,,,0,0,1
Omar Sabir,,,,,,,,,,,,0,1
Total,59,10,4,4,3,0,28,19,10,9,8,6,1
,Mayor - Democrat,,,,,,City Commissioners - Democrat,,,,,,2
