col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,District Council 3rd District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,All
,Jannie L Blackwell,Blondell Reynolds Brown,Derek S Green,W Wilson Goode Jr,Isaiah Thomas,Allan Domb,Jenne Ayers,Wilson Alexander,Paul Steinke,William K Greenlee,Thomas Wyatt,Helen Gym,Sherrie Cohen,Ed Neilson,Carla M Cain,Frank Rizzo,Marnie Aument Loughrey,All
Jannie L Blackwell,288,"1,187","1,011",971,841,498,539,462,436,366,266,261,278,209,199,193,89,All
Blondell Reynolds Brown,,32,412,846,661,279,216,160,377,302,122,198,224,169,113,149,72,All
Derek S Green,,,77,329,346,336,282,284,122,227,191,107,105,114,101,80,42,All
W Wilson Goode Jr,,,,21,634,220,159,131,343,234,89,142,167,143,71,147,39,All
Isaiah Thomas,,,,,23,253,121,98,364,199,118,131,104,132,55,80,20,All
Allan Domb,,,,,,48,133,111,100,181,123,98,64,97,74,70,35,All
Jenne Ayers,,,,,,,27,194,47,65,91,79,97,19,88,41,25,All
Wilson Alexander,,,,,,,,31,40,55,92,39,50,26,60,35,12,All
Paul Steinke,,,,,,,,,0,60,73,76,32,24,26,29,17,All
William K Greenlee,,,,,,,,,,3,48,56,102,170,27,43,38,All
Thomas Wyatt,,,,,,,,,,,14,53,44,21,54,30,16,All
Helen Gym,,,,,,,,,,,,16,73,44,49,35,15,All
Sherrie Cohen,,,,,,,,,,,,,0,76,60,52,34,All
Ed Neilson,,,,,,,,,,,,,,3,12,13,33,All
Carla M Cain,,,,,,,,,,,,,,,8,27,23,All
Frank Rizzo,,,,,,,,,,,,,,,,3,8,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,2,All
Total,"2,762","1,449","1,295","1,203","1,054",718,660,558,506,488,365,357,349,298,252,244,115,All
,District Council 3rd District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,1
,Jannie L Blackwell,Derek S Green,Blondell Reynolds Brown,Isaiah Thomas,W Wilson Goode Jr,Allan Domb,Jenne Ayers,Wilson Alexander,Paul Steinke,Ed Neilson,William K Greenlee,Helen Gym,Sherrie Cohen,Thomas Wyatt,Carla M Cain,Frank Rizzo,Marnie Aument Loughrey,1
Jannie L Blackwell,12,37,31,28,29,15,13,17,16,10,12,11,7,9,8,3,2,1
Derek S Green,,6,9,11,12,9,7,12,3,9,11,4,4,5,4,2,1,1
Blondell Reynolds Brown,,,2,15,16,7,8,3,10,8,6,8,8,2,5,2,2,1
Isaiah Thomas,,,,3,19,9,1,3,10,6,7,9,2,4,3,1,0,1
W Wilson Goode Jr,,,,,3,4,5,4,7,3,7,2,5,2,3,3,0,1
Allan Domb,,,,,,4,4,4,4,7,7,2,2,3,4,3,1,1
Jenne Ayers,,,,,,,0,5,1,1,3,2,6,3,3,3,1,1
Wilson Alexander,,,,,,,,1,2,1,3,0,0,1,1,2,1,1
Paul Steinke,,,,,,,,,0,1,2,5,1,5,0,1,0,1
Ed Neilson,,,,,,,,,,0,7,3,2,2,1,2,1,1
William K Greenlee,,,,,,,,,,,0,0,2,1,0,2,0,1
Helen Gym,,,,,,,,,,,,0,2,5,4,1,0,1
Sherrie Cohen,,,,,,,,,,,,,0,1,3,2,0,1
Thomas Wyatt,,,,,,,,,,,,,,1,1,1,0,1
Carla M Cain,,,,,,,,,,,,,,,0,2,1,1
Frank Rizzo,,,,,,,,,,,,,,,,1,0,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,0,1
Total,94,50,39,38,38,25,18,18,16,15,15,14,11,11,10,8,2,1
,District Council 3rd District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,2
,Jannie L Blackwell,Derek S Green,Blondell Reynolds Brown,W Wilson Goode Jr,Isaiah Thomas,Allan Domb,Wilson Alexander,Jenne Ayers,Paul Steinke,Helen Gym,William K Greenlee,Frank Rizzo,Sherrie Cohen,Ed Neilson,Thomas Wyatt,Carla M Cain,Marnie Aument Loughrey,2
Jannie L Blackwell,4,37,39,35,29,20,18,17,14,9,8,9,7,4,5,5,2,2
Derek S Green,,4,11,10,9,10,5,6,3,3,6,5,3,4,4,0,0,2
Blondell Reynolds Brown,,,0,26,22,12,9,6,12,9,3,9,6,1,4,5,2,2
W Wilson Goode Jr,,,,1,18,11,4,4,13,5,3,6,2,0,2,1,1,2
Isaiah Thomas,,,,,0,13,3,7,12,4,7,2,3,5,5,2,1,2
Allan Domb,,,,,,2,1,4,5,0,6,3,4,3,2,0,1,2
