col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Mayor - Democrat,,,,,,City Commissioners - Democrat,,,,,,1
,Jim Kenney,Anthony Hardy Williams,Lynne M Abraham,Doug Oliver,Nelson Diaz,T Milton Street Sr,Carol A Jenkins,Lisa M Deeley,Anthony Clark,Omar Sabir,Tracey L Gordon,Will Mega,1
Jim Kenney,39,0,0,0,0,0,112,90,35,19,14,12,1
Anthony Hardy Williams,,10,0,0,0,0,16,9,10,12,7,4,1
Lynne M Abraham,,,8,0,0,0,12,12,3,1,0,1,1
Doug Oliver,,,,2,0,0,4,1,1,6,1,2,1
Nelson Diaz,,,,,0,0,1,1,1,0,0,1,1
T Milton Street Sr,,,,,,0,0,0,0,0,0,0,1
Carol A Jenkins,,,,,,,0,95,12,12,7,2,1
Lisa M Deeley,,,,,,,,1,3,7,1,3,1
Anthony Clark,,,,,,,,,0,6,4,6,1
Omar Sabir,,,,,,,,,,1,5,2,1
Tracey L Gordon,,,,,,,,,,,0,3,1
Will Mega,,,,,,,,,,,,0,1
Total,200,45,23,11,2,0,146,114,51,40,22,21,1
,Mayor - Democrat,,,,,,City Commissioners - Democrat,,,,,,2
,Jim Kenney,Lynne M Abraham,Anthony Hardy Williams,Doug Oliver,Nelson Diaz,T Milton Street Sr,Carol A Jenkins,Lisa M Deeley,Anthony Clark,Tracey L Gordon,Will Mega,Omar Sabir,2
Jim Kenney,44,0,0,0,0,0,129,85,18,18,23,11,2
Lynne M Abraham,,16,0,0,0,0,15,11,5,5,2,1,2
Anthony Hardy Williams,,,12,0,0,0,13,6,11,2,2,2,2
Doug Oliver,,,,6,0,0,6,4,3,2,1,3,2
Nelson Diaz,,,,,3,0,4,4,2,4,0,1,2
T Milton Street Sr,,,,,,1,0,0,0,0,0,0,2
Carol A Jenkins,,,,,,,0,95,9,11,12,5,2
Lisa M Deeley,,,,,,,,0,3,6,1,1,2
Anthony Clark,,,,,,,,,0,8,5,3,2
Tracey L Gordon,,,,,,,,,,0,3,1,2
Will Mega,,,,,,,,,,,0,1,2
Omar Sabir,,,,,,,,,,,,0,2
Total,209,38,36,17,11,1,168,111,39,31,28,18,2
,Mayor - Democrat,,,,,,City Commissioners - Democrat,,,,,,3
,Jim Kenney,Anthony Hardy Williams,Lynne M Abraham,Doug Oliver,Nelson Diaz,T Milton Street Sr,Carol A Jenkins,Lisa M Deeley,Anthony Clark,Omar Sabir,Tracey L Gordon,Will Mega,3
Jim Kenney,65,0,0,0,0,0,138,86,26,19,11,15,3
Anthony Hardy Williams,,5,0,0,0,0,14,8,13,8,8,3,3
Lynne M Abraham,,,3,0,0,0,13,4,7,0,3,3,3
Doug Oliver,,,,6,0,0,10,2,2,2,2,3,3
Nelson Diaz,,,,,3,0,6,3,0,0,1,1,3
T Milton Street Sr,,,,,,1,0,0,0,2,1,0,3
Carol A Jenkins,,,,,,,0,85,18,7,6,8,3
Lisa M Deeley,,,,,,,,0,3,6,3,3,3
Anthony Clark,,,,,,,,,0,4,10,5,3
Omar Sabir,,,,,,,,,,0,5,4,3
Tracey L Gordon,,,,,,,,,,,1,0,3
Will Mega,,,,,,,,,,,,0,3
Total,242,37,21,19,9,3,181,103,49,32,27,25,3
,Mayor - Democrat,,,,,,City Commissioners - Democrat,,,,,,4
,Jim Kenney,Lynne M Abraham,Anthony Hardy Williams,Doug Oliver,Nelson Diaz,T Milton Street Sr,Carol A Jenkins,Lisa M Deeley,Anthony Clark,Tracey L Gordon,Will Mega,Omar Sabir,4
Jim Kenney,33,0,0,0,0,0,72,58,17,17,9,5,4
Lynne M Abraham,,1,0,0,0,0,16,16,0,3,0,2,4
Anthony Hardy Williams,,,9,0,0,0,3,2,3,1,0,2,4
Doug Oliver,,,,4,0,0,7,5,2,1,0,0,4
Nelson Diaz,,,,,5,0,5,3,0,0,2,1,4
T Milton Street Sr,,,,,,0,0,0,0,0,0,0,4
