col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,City Commissioners - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,All
,Anthony Clark,Lisa M Deeley,Carol A Jenkins,Tracey L Gordon,Omar Sabir,Will Mega,Todd Eagen,Michael Wojcik,All
Anthony Clark,"11,301","12,188","8,538","9,025","7,706","6,653","32,749","24,386",All
Lisa M Deeley,,"6,438","9,167","4,369","8,128","2,315","21,053","11,845",All
Carol A Jenkins,,,"3,454","6,598","2,119","1,632","17,501","11,868",All
Tracey L Gordon,,,,"3,478","2,852","2,029","12,170","11,646",All
Omar Sabir,,,,,"4,502","2,369","11,529","9,183",All
Will Mega,,,,,,"1,915","8,948","6,957",All
Todd Eagen,,,,,,,"7,087",0,All
Michael Wojcik,,,,,,,,"5,657",All
Total,"74,989","47,098","37,577","31,796","30,915","20,450","70,508","52,334",All
