col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,division
,District Council 8th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Cindy Bass,Kai Scott,Abbe Fletman,Rainy Papademetriou,Stella Tsai,Daine Grey Jr,Ken Powell,Mia Roberts Perez,Chris Mallios,Leon Goodman,Deborah Watson Stokes,Michael Fanning,Scott Diclaudio,Betsy Wahl,James F Berardinelli,Stephanie M Sawyer,Lucretia Clemons,Leon A King Ii,Lyris Younge,Tracy B Roman,Frances Fattah,Anthony Kyriakakis,Lynne M Summers,Thomas Martin,Brian T Ortelere,Jennifer Schultz,Vincent N Melchiorre,Jodi Lobel,Chris Mccabe,Shanese Johnson,Vince Giusini,Jon Marshall,Wayne M D Bennett,Joshua Hill,Sherman Toppin,Vincent Furlong,Rania Major,Marissa Brumbach,Sandjai Weaver,Edward William Louden Jr,Franklin A Bennett Iii,Starr Marshall Cash,Tangie M Boston,William J Ciancaglini,1
Cindy Bass,9,123,106,110,107,106,110,103,100,106,101,77,53,45,48,42,35,36,31,36,31,26,21,25,19,19,16,20,17,18,18,18,18,13,13,13,12,11,11,12,8,6,7,5,1
Kai Scott,,0,102,97,93,95,92,93,100,79,88,67,24,35,33,31,20,16,21,12,14,20,12,10,15,9,16,10,13,12,8,2,5,6,5,4,5,4,3,4,4,2,2,2,1
Abbe Fletman,,,1,97,93,86,85,88,92,78,80,58,16,30,33,21,15,18,14,9,9,19,8,13,17,8,14,6,13,2,7,5,4,5,5,8,5,4,5,3,1,3,3,1,1
Rainy Papademetriou,,,,0,91,91,86,82,84,75,78,61,18,24,30,21,19,8,15,11,10,24,6,10,22,8,17,6,12,3,10,9,4,8,5,10,5,6,7,6,1,1,2,2,1
Stella Tsai,,,,,0,86,77,83,85,72,83,54,23,29,31,26,14,17,12,18,11,21,11,9,10,14,10,6,7,5,9,7,3,7,2,11,6,4,7,2,2,1,4,3,1
Daine Grey Jr,,,,,,0,88,78,84,77,76,60,20,29,29,25,14,16,20,9,12,19,7,9,12,9,8,2,8,4,7,6,5,3,7,6,0,5,4,3,1,2,1,0,1
Ken Powell,,,,,,,0,78,81,88,78,61,20,21,30,19,17,17,13,9,13,13,7,12,11,9,8,8,8,7,6,9,8,4,3,4,8,6,4,7,5,1,1,1,1
Mia Roberts Perez,,,,,,,,1,84,65,75,61,21,34,28,32,14,16,14,12,13,19,9,7,9,8,12,8,10,12,9,5,9,5,5,6,3,5,5,4,3,3,3,3,1
Chris Mallios,,,,,,,,,0,71,75,62,16,26,31,19,9,10,7,8,8,17,4,9,11,6,12,5,10,7,5,3,4,4,5,3,2,3,1,3,0,3,1,2,1
Leon Goodman,,,,,,,,,,1,80,56,27,14,31,14,18,22,15,16,17,8,6,19,9,7,5,9,8,12,5,13,9,7,5,6,6,6,6,5,7,2,2,3,1
Deborah Watson Stokes,,,,,,,,,,,0,56,24,22,28,24,19,19,12,18,15,13,12,11,9,9,10,11,7,11,5,6,6,8,4,8,5,4,7,3,5,6,7,0,1
Michael Fanning,,,,,,,,,,,,1,11,15,14,10,13,5,12,3,9,4,6,8,7,3,10,7,5,6,1,4,6,3,5,3,2,3,2,1,0,3,0,1,1
Scott Diclaudio,,,,,,,,,,,,,2,14,19,17,11,18,16,25,14,10,8,7,5,8,6,8,5,9,9,11,6,12,4,8,5,4,5,8,4,2,3,5,1
Betsy Wahl,,,,,,,,,,,,,,1,11,23,14,11,12,14,11,15,15,4,2,11,11,10,8,5,7,2,6,4,5,2,3,6,4,3,4,1,2,1,1
James F Berardinelli,,,,,,,,,,,,,,,1,15,8,13,10,11,10,12,5,10,13,11,6,9,9,8,7,5,5,5,4,7,2,3,3,3,2,3,2,5,1
Stephanie M Sawyer,,,,,,,,,,,,,,,,0,18,15,12,16,12,15,11,6,3,10,8,6,6,11,7,2,7,4,2,4,3,6,3,2,5,3,4,1,1
Lucretia Clemons,,,,,,,,,,,,,,,,,0,15,14,9,14,8,10,11,9,9,9,8,7,10,0,8,5,3,4,3,4,4,6,1,5,4,5,0,1
Leon A King Ii,,,,,,,,,,,,,,,,,,0,11,12,17,6,5,12,3,7,4,6,7,9,5,7,9,3,2,3,6,2,4,2,4,4,3,1,1
Lyris Younge,,,,,,,,,,,,,,,,,,,0,10,9,5,6,5,7,6,7,2,8,5,3,8,5,4,3,2,2,3,3,5,2,2,1,0,1
Tracy B Roman,,,,,,,,,,,,,,,,,,,,0,11,8,10,6,5,9,5,5,5,6,8,9,2,4,6,8,6,5,5,6,2,1,4,1,1
Frances Fattah,,,,,,,,,,,,,,,,,,,,,1,5,10,7,4,4,4,4,1,11,4,5,7,4,5,4,6,2,2,1,4,3,3,2,1
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,0,3,5,9,4,8,4,1,2,6,5,2,3,3,5,3,4,4,2,0,0,1,2,1
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,0,7,2,11,2,7,4,6,6,5,2,2,5,4,4,4,4,5,4,2,2,0,1
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,0,7,6,6,8,7,5,3,9,6,3,3,2,4,4,2,0,2,1,1,1,1
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,1,4,9,2,8,1,2,5,0,2,2,3,0,1,2,2,0,0,0,0,1
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,6,3,4,2,3,4,1,1,5,2,4,5,3,1,0,1,1,1
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,8,1,4,2,1,4,0,2,1,1,1,1,0,0,1,1,1
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,4,3,5,5,4,0,1,3,5,1,1,2,0,1,2,1
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,4,1,2,2,2,1,0,2,2,3,2,1,1,1,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,5,1,2,0,3,1,2,1,4,4,2,1,1
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,3,3,2,4,3,5,3,2,0,0,2,3,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,3,4,2,4,5,3,4,0,1,2,1,1
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,4,1,3,1,4,1,1,1,1
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,1,2,0,2,1,2,2,1,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,2,2,2,0,4,1,0,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,4,2,1,1,1,2,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,2,1,1,1,1
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,2,1
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,1,1,1
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,215,142,129,127,122,120,120,118,115,114,113,84,62,60,60,55,44,43,42,39,37,33,28,28,26,25,24,23,22,22,21,20,20,18,16,15,14,13,13,12,9,8,7,5,1
,District Council 8th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
