col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,District Council 7th District - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,All
,Maria Quinones Sanchez,Manny Morales,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Christian Dicicco,Matthew Perks,Gary S Silver,Franklin A Bennett Iii,Daniel R Sulman,All
Maria Quinones Sanchez,20,0,24,26,17,18,13,5,5,4,All
Manny Morales,,23,16,9,15,11,13,3,1,1,All
Sharon Williams Losier,,,2,17,12,10,12,4,1,1,All
Christine Hope,,,,2,7,14,4,3,2,1,All
Joffie C Pittman,,,,,0,4,12,2,2,3,All
Christian Dicicco,,,,,,0,4,6,3,1,All
Matthew Perks,,,,,,,0,1,2,1,All
Gary S Silver,,,,,,,,2,0,0,All
Franklin A Bennett Iii,,,,,,,,,0,2,All
Daniel R Sulman,,,,,,,,,,0,All
Total,78,55,42,37,33,29,26,10,7,6,All
,District Council 7th District - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,14
,Maria Quinones Sanchez,Manny Morales,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Christian Dicicco,Matthew Perks,Gary S Silver,Daniel R Sulman,Franklin A Bennett Iii,14
Maria Quinones Sanchez,4,0,8,5,4,4,1,2,0,0,14
Manny Morales,,7,1,4,3,2,3,0,0,0,14
Christine Hope,,,1,2,1,3,2,1,0,0,14
Sharon Williams Losier,,,,0,3,2,3,0,0,0,14
Joffie C Pittman,,,,,0,1,1,1,1,1,14
Christian Dicicco,,,,,,0,1,2,0,0,14
Matthew Perks,,,,,,,0,0,0,0,14
Gary S Silver,,,,,,,,1,0,0,14
Daniel R Sulman,,,,,,,,,0,1,14
Franklin A Bennett Iii,,,,,,,,,,0,14
Total,18,13,10,9,8,6,4,3,1,1,14
,District Council 7th District - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,15
,Manny Morales,Maria Quinones Sanchez,Matthew Perks,Sharon Williams Losier,Joffie C Pittman,Christian Dicicco,Christine Hope,Gary S Silver,Franklin A Bennett Iii,Daniel R Sulman,15
Manny Morales,4,0,8,6,5,5,2,2,1,0,15
Maria Quinones Sanchez,,5,4,5,5,3,5,2,1,1,15
Matthew Perks,,,0,6,6,2,1,1,1,1,15
Sharon Williams Losier,,,,1,4,2,3,3,1,0,15
Joffie C Pittman,,,,,0,3,2,1,0,1,15
Christian Dicicco,,,,,,0,3,3,1,0,15
Christine Hope,,,,,,,1,0,1,0,15
Gary S Silver,,,,,,,,0,0,0,15
Franklin A Bennett Iii,,,,,,,,,0,0,15
Daniel R Sulman,,,,,,,,,,0,15
Total,16,16,12,12,10,8,8,4,2,1,15
,District Council 7th District - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,19
,Maria Quinones Sanchez,Manny Morales,Sharon Williams Losier,Christine Hope,Christian Dicicco,Joffie C Pittman,Daniel R Sulman,Matthew Perks,Franklin A Bennett Iii,Gary S Silver,19
Maria Quinones Sanchez,7,0,11,10,7,4,3,3,2,1,19
Manny Morales,,10,4,4,3,3,1,1,0,0,19
Sharon Williams Losier,,,0,9,4,3,1,1,0,0,19
Christine Hope,,,,0,6,2,1,1,0,1,19
Christian Dicicco,,,,,0,0,1,0,1,1,19
Joffie C Pittman,,,,,,0,1,3,0,0,19
Daniel R Sulman,,,,,,,0,0,1,0,19
Matthew Perks,,,,,,,,0,0,0,19
Franklin A Bennett Iii,,,,,,,,,0,0,19
Gary S Silver,,,,,,,,,,1,19
Total,29,18,15,14,10,7,4,4,2,2,19
,District Council 7th District - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,20
,Maria Quinones Sanchez,Manny Morales,Joffie C Pittman,Matthew Perks,Sharon Williams Losier,Christian Dicicco,Christine Hope,Franklin A Bennett Iii,Gary S Silver,Daniel R Sulman,20
Maria Quinones Sanchez,4,0,4,5,3,4,3,2,0,0,20
Manny Morales,,2,4,1,2,1,2,0,1,0,20
Joffie C Pittman,,,0,2,2,0,2,1,0,0,20
Matthew Perks,,,,0,2,1,0,1,0,0,20
Sharon Williams Losier,,,,,1,2,3,0,1,0,20
Christian Dicicco,,,,,,0,2,1,0,0,20
Christine Hope,,,,,,,0,1,1,0,20
Franklin A Bennett Iii,,,,,,,,0,0,0,20
Gary S Silver,,,,,,,,,0,0,20
Daniel R Sulman,,,,,,,,,,0,20
Total,15,8,8,6,6,5,5,2,1,0,20
