col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,Justice Of The Supreme Court - Democrat,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,All
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,Ed Neilson,Allan Domb,Derek S Green,Frank Rizzo,Paul Steinke,Sherrie Cohen,William K Greenlee,Helen Gym,Thomas Wyatt,Blondell Reynolds Brown,Jenne Ayers,W Wilson Goode Jr,Isaiah Thomas,Carla M Cain,Marnie Aument Loughrey,Wilson Alexander,All
Kevin M Dougherty,163,815,518,460,131,84,"1,122",735,458,496,457,419,451,391,297,291,239,247,195,191,122,106,All
Anne E Lazarus,,16,384,328,81,48,450,483,286,289,365,357,249,305,212,175,166,159,153,129,95,61,All
Christine Donohue,,,17,168,51,55,277,271,222,235,202,227,184,207,144,123,175,106,87,125,78,60,All
David Wecht,,,,28,37,33,286,268,234,139,216,155,188,166,154,118,103,115,90,50,45,68,All
John Henry Foradora,,,,,2,18,63,87,53,67,62,51,37,41,55,29,38,19,22,44,25,14,All
Dwayne D Woodruff,,,,,,1,44,52,48,47,44,38,37,23,31,26,23,20,25,23,17,18,All
Ed Neilson,,,,,,,19,361,204,258,267,240,312,235,134,148,70,138,84,62,52,24,All
Allan Domb,,,,,,,,19,187,274,337,255,191,189,197,98,110,72,84,98,58,53,All
Derek S Green,,,,,,,,,5,128,154,118,182,123,135,110,103,120,104,60,38,85,All
Frank Rizzo,,,,,,,,,,10,157,166,152,95,82,60,72,69,45,73,57,31,All
Paul Steinke,,,,,,,,,,,5,182,130,179,187,46,67,62,95,46,54,35,All
Sherrie Cohen,,,,,,,,,,,,11,138,152,92,110,105,61,43,95,50,28,All
William K Greenlee,,,,,,,,,,,,,1,158,62,154,43,137,74,35,26,18,All
Helen Gym,,,,,,,,,,,,,,5,93,64,96,96,56,62,61,12,All
Thomas Wyatt,,,,,,,,,,,,,,,3,38,64,34,70,51,34,40,All
Blondell Reynolds Brown,,,,,,,,,,,,,,,,3,42,114,81,42,20,26,All
Jenne Ayers,,,,,,,,,,,,,,,,,1,17,19,85,52,54,All
W Wilson Goode Jr,,,,,,,,,,,,,,,,,,0,66,23,6,16,All
Isaiah Thomas,,,,,,,,,,,,,,,,,,,2,18,12,17,All
Carla M Cain,,,,,,,,,,,,,,,,,,,,0,33,20,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,0,11,All
Wilson Alexander,,,,,,,,,,,,,,,,,,,,,,2,All
Total,"2,215","1,033",738,673,191,134,"1,255",923,623,607,587,557,529,504,388,341,333,288,253,238,158,157,All
,Justice Of The Supreme Court - Democrat,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,1
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,Dwayne D Woodruff,John Henry Foradora,Ed Neilson,Allan Domb,Frank Rizzo,Helen Gym,Paul Steinke,Thomas Wyatt,William K Greenlee,Derek S Green,Sherrie Cohen,Carla M Cain,Jenne Ayers,Blondell Reynolds Brown,Isaiah Thomas,Wilson Alexander,Marnie Aument Loughrey,W Wilson Goode Jr,1
Kevin M Dougherty,13,55,32,24,2,6,102,41,40,33,30,23,27,22,15,16,13,8,7,8,8,8,1
Anne E Lazarus,,1,28,17,6,5,43,25,20,15,29,20,13,17,14,11,12,2,7,4,7,7,1
Christine Donohue,,,0,7,3,4,24,19,20,19,22,15,6,10,15,9,8,2,4,3,5,3,1
David Wecht,,,,2,0,1,22,13,11,8,11,8,8,9,0,5,5,1,0,4,3,1,1
Dwayne D Woodruff,,,,,0,2,4,3,3,1,4,3,1,5,3,0,1,0,1,0,1,2,1
John Henry Foradora,,,,,,0,5,1,4,2,5,1,2,4,2,2,2,0,1,0,0,1,1
Ed Neilson,,,,,,,0,33,35,28,25,16,26,12,12,11,6,8,6,4,3,7,1
Allan Domb,,,,,,,,1,21,13,18,12,9,6,7,6,5,4,3,5,2,2,1
Frank Rizzo,,,,,,,,,0,12,10,8,14,11,9,6,3,4,3,2,2,3,1
Helen Gym,,,,,,,,,,1,12,11,11,8,7,11,11,2,2,2,8,3,1
Paul Steinke,,,,,,,,,,,0,21,5,12,8,3,5,0,7,3,4,2,1
Thomas Wyatt,,,,,,,,,,,,0,3,10,7,5,5,0,7,3,2,1,1
William K Greenlee,,,,,,,,,,,,,0,8,4,2,0,5,2,1,0,4,1
Derek S Green,,,,,,,,,,,,,,0,4,4,6,0,4,4,4,4,1
Sherrie Cohen,,,,,,,,,,,,,,,1,5,7,2,0,0,2,2,1
Carla M Cain,,,,,,,,,,,,,,,,0,12,0,1,1,5,0,1
Jenne Ayers,,,,,,,,,,,,,,,,,0,0,0,3,6,0,1
Blondell Reynolds Brown,,,,,,,,,,,,,,,,,,0,0,2,1,0,1
Isaiah Thomas,,,,,,,,,,,,,,,,,,,0,1,0,0,1
Wilson Alexander,,,,,,,,,,,,,,,,,,,,0,1,1,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,0,0,1
W Wilson Goode Jr,,,,,,,,,,,,,,,,,,,,,,0,1
Total,144,68,47,32,9,9,114,53,50,42,42,31,30,29,22,19,18,11,11,11,10,8,1
,Justice Of The Supreme Court - Democrat,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,2
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,Dwayne D Woodruff,John Henry Foradora,Ed Neilson,Allan Domb,Frank Rizzo,Paul Steinke,William K Greenlee,Derek S Green,Helen Gym,Thomas Wyatt,Blondell Reynolds Brown,Sherrie Cohen,W Wilson Goode Jr,Isaiah Thomas,Jenne Ayers,Marnie Aument Loughrey,Carla M Cain,Wilson Alexander,2
Kevin M Dougherty,6,46,29,32,11,6,102,48,35,29,33,23,22,18,21,16,15,10,8,9,8,6,2
Anne E Lazarus,,1,20,14,5,8,32,27,17,17,9,13,14,12,6,13,2,9,7,8,8,3,2
Christine Donohue,,,1,9,3,5,19,15,16,10,8,9,14,10,7,7,5,6,8,6,7,5,2
David Wecht,,,,2,7,1,28,13,11,13,14,10,8,7,12,8,10,5,4,5,1,3,2
Dwayne D Woodruff,,,,,0,2,6,7,3,5,4,6,3,8,4,3,2,4,3,3,1,1,2
John Henry Foradora,,,,,,1,5,4,2,5,2,4,5,3,2,2,0,4,4,4,4,0,2
Ed Neilson,,,,,,,2,22,20,20,25,12,15,10,16,10,12,8,3,5,6,2,2
Allan Domb,,,,,,,,1,20,21,9,12,10,14,7,10,4,7,4,7,3,1,2
Frank Rizzo,,,,,,,,,2,10,5,5,7,6,1,4,4,2,3,6,3,2,2
Paul Steinke,,,,,,,,,,0,6,9,6,13,1,4,3,8,1,7,3,3,2
William K Greenlee,,,,,,,,,,,0,11,8,1,15,8,12,3,3,1,2,0,2
Derek S Green,,,,,,,,,,,,0,4,9,10,5,8,9,3,1,2,3,2
Helen Gym,,,,,,,,,,,,,1,3,4,3,7,4,4,5,6,1,2
Thomas Wyatt,,,,,,,,,,,,,,0,2,2,1,8,1,2,0,5,2
Blondell Reynolds Brown,,,,,,,,,,,,,,,0,6,7,4,2,1,2,1,2
Sherrie Cohen,,,,,,,,,,,,,,,,0,2,1,6,2,2,0,2
W Wilson Goode Jr,,,,,,,,,,,,,,,,,0,2,1,1,0,0,2
Isaiah Thomas,,,,,,,,,,,,,,,,,,0,0,1,1,1,2
Jenne Ayers,,,,,,,,,,,,,,,,,,,0,3,5,1,2
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,0,3,1,2
Carla M Cain,,,,,,,,,,,,,,,,,,,,,0,0,2
Wilson Alexander,,,,,,,,,,,,,,,,,,,,,,0,2
Total,157,55,42,42,16,15,110,60,44,38,34,30,29,26,23,18,17,16,14,14,10,7,2
,Justice Of The Supreme Court - Democrat,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,3
,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,Ed Neilson,Derek S Green,Allan Domb,Frank Rizzo,Helen Gym,Paul Steinke,Sherrie Cohen,Jenne Ayers,Thomas Wyatt,W Wilson Goode Jr,Blondell Reynolds Brown,Carla M Cain,Isaiah Thomas,Wilson Alexander,Marnie Aument Loughrey,William K Greenlee,3
Kevin M Dougherty,4,21,10,16,2,1,23,12,14,14,9,12,8,6,9,8,5,6,5,3,3,3,3
Anne E Lazarus,,0,11,11,1,0,8,7,13,8,13,10,8,6,4,6,6,5,5,1,3,3,3
David Wecht,,,1,4,1,0,9,8,6,2,7,6,1,5,5,1,4,1,3,2,2,1,3
Christine Donohue,,,,0,1,1,5,9,7,7,6,6,3,6,5,6,2,5,3,1,1,2,3
John Henry Foradora,,,,,0,0,1,3,1,0,0,1,0,2,3,0,1,1,0,0,1,0,3
Dwayne D Woodruff,,,,,,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3
Ed Neilson,,,,,,,1,6,6,6,5,5,3,3,4,4,3,1,1,1,2,1,3
Derek S Green,,,,,,,,1,4,3,3,3,1,4,5,5,4,1,1,2,1,2,3
Allan Domb,,,,,,,,,1,7,4,9,5,4,3,3,3,3,2,2,2,0,3
Frank Rizzo,,,,,,,,,,0,2,5,5,3,3,3,2,3,1,2,2,1,3
Helen Gym,,,,,,,,,,,1,7,5,3,3,5,2,3,4,0,0,2,3
Paul Steinke,,,,,,,,,,,,0,5,3,6,2,0,1,4,1,1,1,3
Sherrie Cohen,,,,,,,,,,,,,0,3,0,1,3,2,2,0,1,1,3
Jenne Ayers,,,,,,,,,,,,,,0,4,1,3,3,2,2,2,2,3
Thomas Wyatt,,,,,,,,,,,,,,,0,2,1,1,2,0,2,1,3
W Wilson Goode Jr,,,,,,,,,,,,,,,,0,2,2,1,0,0,1,3
Blondell Reynolds Brown,,,,,,,,,,,,,,,,,0,0,2,1,2,1,3
Carla M Cain,,,,,,,,,,,,,,,,,,0,0,0,0,0,3
Isaiah Thomas,,,,,,,,,,,,,,,,,,,0,1,0,0,3
Wilson Alexander,,,,,,,,,,,,,,,,,,,,0,0,0,3
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,0,1,3
William K Greenlee,,,,,,,,,,,,,,,,,,,,,,0,3
Total,52,31,22,19,4,1,27,22,20,16,16,15,12,11,10,9,8,7,6,5,4,4,3
,Justice Of The Supreme Court - Democrat,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,4
,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,Allan Domb,Ed Neilson,Sherrie Cohen,Paul Steinke,Derek S Green,Thomas Wyatt,Helen Gym,William K Greenlee,Frank Rizzo,Jenne Ayers,Blondell Reynolds Brown,Isaiah Thomas,W Wilson Goode Jr,Carla M Cain,Wilson Alexander,Marnie Aument Loughrey,4
Kevin M Dougherty,9,80,49,37,9,6,72,89,63,48,34,35,31,34,30,21,19,15,16,15,3,5,4
Anne E Lazarus,,3,48,33,8,1,66,45,75,55,24,27,30,25,22,19,14,15,14,11,5,4,4
David Wecht,,,4,24,3,1,38,29,39,33,21,25,22,17,10,11,11,10,10,2,4,1,4
Christine Donohue,,,,1,3,5,22,21,29,20,14,14,18,15,13,17,10,7,8,11,1,1,4
John Henry Foradora,,,,,0,0,7,3,5,2,2,7,3,0,4,3,2,2,0,1,1,0,4
Dwayne D Woodruff,,,,,,0,2,3,2,0,2,1,0,2,4,0,1,0,1,2,0,0,4
Allan Domb,,,,,,,5,39,53,41,19,25,17,23,21,11,8,9,3,11,4,2,4
Ed Neilson,,,,,,,,1,41,30,13,15,21,24,13,5,13,5,12,2,1,3,4
Sherrie Cohen,,,,,,,,,3,44,15,17,26,25,18,13,13,9,8,11,2,4,4
Paul Steinke,,,,,,,,,,1,18,26,21,16,9,8,7,12,9,3,1,3,4
Derek S Green,,,,,,,,,,,1,17,8,14,5,9,5,8,6,5,2,0,4
Thomas Wyatt,,,,,,,,,,,,0,13,6,6,9,3,9,4,4,1,1,4
Helen Gym,,,,,,,,,,,,,1,16,3,5,6,8,8,4,0,3,4
William K Greenlee,,,,,,,,,,,,,,1,8,3,12,6,12,4,1,0,4
Frank Rizzo,,,,,,,,,,,,,,,1,7,3,3,4,5,1,1,4
Jenne Ayers,,,,,,,,,,,,,,,,0,2,1,2,7,3,1,4
Blondell Reynolds Brown,,,,,,,,,,,,,,,,,0,4,5,2,0,0,4
Isaiah Thomas,,,,,,,,,,,,,,,,,,1,6,1,0,0,4
W Wilson Goode Jr,,,,,,,,,,,,,,,,,,,0,0,0,0,4
Carla M Cain,,,,,,,,,,,,,,,,,,,,0,1,1,4
Wilson Alexander,,,,,,,,,,,,,,,,,,,,,0,0,4
