col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,District Council 3rd District - Democrat,Mayor - Democrat,,,,,,All
,Jannie L Blackwell,Anthony Hardy Williams,Jim Kenney,Lynne M Abraham,Doug Oliver,T Milton Street Sr,Nelson Diaz,All
Jannie L Blackwell,317,"7,955","5,420",670,648,413,308,All
Anthony Hardy Williams,,"3,991",0,0,0,0,0,All
Jim Kenney,,,"4,305",0,0,0,0,All
Lynne M Abraham,,,,355,0,0,0,All
Doug Oliver,,,,,305,0,0,All
T Milton Street Sr,,,,,,200,0,All
Nelson Diaz,,,,,,,209,All
Total,"15,731","11,946","9,725","1,025",953,613,517,All
