col_1,col_2,division
,District Council 1st District - Democrat,7
,Mark F Squilla,7
Mark F Squilla,45,7
Total,45,7
,District Council 1st District - Democrat,8
,Mark F Squilla,8
Mark F Squilla,21,8
Total,21,8
,District Council 1st District - Democrat,9
,Mark F Squilla,9
Mark F Squilla,25,9
Total,25,9
,District Council 1st District - Democrat,10
,Mark F Squilla,10
Mark F Squilla,20,10
Total,20,10
,District Council 1st District - Democrat,11
,Mark F Squilla,11
Mark F Squilla,27,11
Total,27,11
,District Council 1st District - Democrat,13
,Mark F Squilla,13
Mark F Squilla,34,13
Total,34,13
,District Council 1st District - Democrat,14
,Mark F Squilla,14
Mark F Squilla,14,14
Total,14,14
,District Council 1st District - Democrat,16
,Mark F Squilla,16
Mark F Squilla,14,16
Total,14,16
,District Council 1st District - Democrat,17
,Mark F Squilla,17
Mark F Squilla,39,17
Total,39,17
,District Council 1st District - Democrat,18
,Mark F Squilla,18
Mark F Squilla,14,18
Total,14,18
,District Council 1st District - Democrat,19
,Mark F Squilla,19
Mark F Squilla,18,19
Total,18,19
,District Council 1st District - Democrat,21
,Mark F Squilla,21
Mark F Squilla,22,21
Total,22,21
,District Council 1st District - Democrat,22
,Mark F Squilla,22
Mark F Squilla,64,22
Total,64,22
,District Council 1st District - Democrat,24
,Mark F Squilla,24
Mark F Squilla,86,24
Total,86,24
,District Council 1st District - Democrat,All
,Mark F Squilla,All
Mark F Squilla,443,All
Total,443,All
