col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Justice Of The Supreme Court - Democrat,,,,,,District Council 1st District - Democrat,1
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,Mark F Squilla,1
Kevin M Dougherty,24,38,28,14,2,1,0,1
Anne E Lazarus,,3,25,9,2,0,0,1
Christine Donohue,,,4,6,2,2,0,1
David Wecht,,,,4,1,1,0,1
John Henry Foradora,,,,,0,1,0,1
Dwayne D Woodruff,,,,,,1,0,1
Mark F Squilla,,,,,,,0,1
Total,76,46,38,23,5,4,0,1
,Justice Of The Supreme Court - Democrat,,,,,,District Council 1st District - Democrat,2
,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,Mark F Squilla,2
Kevin M Dougherty,27,16,11,9,4,2,0,2
Anne E Lazarus,,2,9,5,4,2,0,2
David Wecht,,,4,2,1,0,0,2
Christine Donohue,,,,5,3,0,0,2
John Henry Foradora,,,,,0,0,0,2
Dwayne D Woodruff,,,,,,1,0,2
Mark F Squilla,,,,,,,0,2
Total,50,21,17,15,6,3,0,2
,Justice Of The Supreme Court - Democrat,,,,,,District Council 1st District - Democrat,3
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,Mark F Squilla,3
Kevin M Dougherty,32,38,35,25,8,5,0,3
Anne E Lazarus,,7,20,13,3,2,0,3
Christine Donohue,,,7,9,3,2,0,3
David Wecht,,,,7,3,0,0,3
John Henry Foradora,,,,,0,1,0,3
Dwayne D Woodruff,,,,,,0,0,3
Mark F Squilla,,,,,,,0,3
Total,98,49,46,36,9,5,0,3
,Justice Of The Supreme Court - Democrat,,,,,,District Council 1st District - Democrat,4
,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,Mark F Squilla,4
Kevin M Dougherty,38,53,39,27,6,3,0,4
Anne E Lazarus,,2,30,18,6,2,0,4
David Wecht,,,7,8,3,2,0,4
Christine Donohue,,,,3,3,3,0,4
John Henry Foradora,,,,,1,2,0,4
Dwayne D Woodruff,,,,,,0,0,4
Mark F Squilla,,,,,,,0,4
Total,113,61,53,34,11,6,0,4
,Justice Of The Supreme Court - Democrat,,,,,,District Council 1st District - Democrat,5
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,Mark F Squilla,5
Kevin M Dougherty,39,23,16,14,3,3,0,5
Anne E Lazarus,,1,18,16,1,0,0,5
Christine Donohue,,,2,10,2,3,0,5
David Wecht,,,,1,0,0,0,5
John Henry Foradora,,,,,0,0,0,5
Dwayne D Woodruff,,,,,,0,0,5
Mark F Squilla,,,,,,,0,5
Total,73,34,29,22,4,3,0,5
,Justice Of The Supreme Court - Democrat,,,,,,District Council 1st District - Democrat,6
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,Mark F Squilla,6
Kevin M Dougherty,32,28,15,12,2,1,0,6
Anne E Lazarus,,4,15,11,3,0,0,6
Christine Donohue,,,4,4,0,0,0,6
David Wecht,,,,1,1,0,0,6
John Henry Foradora,,,,,0,1,0,6
Dwayne D Woodruff,,,,,,0,0,6
Mark F Squilla,,,,,,,0,6
Total,66,37,22,16,4,1,0,6
,Justice Of The Supreme Court - Democrat,,,,,,District Council 1st District - Democrat,7
,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,Mark F Squilla,7
Kevin M Dougherty,8,19,13,11,6,1,38,7
Anne E Lazarus,,1,9,6,5,3,21,7
David Wecht,,,0,5,3,3,18,7
Christine Donohue,,,,0,0,1,12,7
John Henry Foradora,,,,,0,2,7,7
Dwayne D Woodruff,,,,,,0,4,7
Mark F Squilla,,,,,,,0,7
Total,48,24,18,13,9,5,45,7
,District Council 1st District - Democrat,Justice Of The Supreme Court - Democrat,,,,,,8
,Mark F Squilla,Kevin M Dougherty,Christine Donohue,Anne E Lazarus,David Wecht,Dwayne D Woodruff,John Henry Foradora,8
Mark F Squilla,2,7,12,8,8,1,1,8
Kevin M Dougherty,,8,5,6,0,1,1,8
Christine Donohue,,,1,9,5,1,1,8
Anne E Lazarus,,,,4,2,1,1,8
David Wecht,,,,,4,0,0,8
Dwayne D Woodruff,,,,,,0,0,8
John Henry Foradora,,,,,,,0,8
Total,21,19,15,14,13,2,2,8
,Justice Of The Supreme Court - Democrat,,,,,,District Council 1st District - Democrat,9
,Kevin M Dougherty,Christine Donohue,David Wecht,Anne E Lazarus,John Henry Foradora,Dwayne D Woodruff,Mark F Squilla,9
Kevin M Dougherty,8,6,6,9,4,3,16,9
Christine Donohue,,1,6,1,1,0,10,9
David Wecht,,,2,2,0,0,10,9
Anne E Lazarus,,,,0,2,2,8,9
John Henry Foradora,,,,,0,1,4,9
Dwayne D Woodruff,,,,,,0,3,9
Mark F Squilla,,,,,,,1,9
Total,26,12,12,10,4,3,25,9
,Justice Of The Supreme Court - Democrat,,,,,,District Council 1st District - Democrat,10
,Kevin M Dougherty,Christine Donohue,Anne E Lazarus,David Wecht,Dwayne D Woodruff,John Henry Foradora,Mark F Squilla,10
Kevin M Dougherty,7,8,9,3,1,0,13,10
Christine Donohue,,0,9,3,0,2,12,10
Anne E Lazarus,,,0,4,1,2,10,10
David Wecht,,,,2,0,0,5,10
Dwayne D Woodruff,,,,,0,0,1,10
John Henry Foradora,,,,,,0,1,10
Mark F Squilla,,,,,,,1,10
Total,22,15,13,9,2,2,20,10
,Justice Of The Supreme Court - Democrat,,,,,,District Council 1st District - Democrat,11
,Kevin M Dougherty,Christine Donohue,David Wecht,Anne E Lazarus,John Henry Foradora,Dwayne D Woodruff,Mark F Squilla,11
Kevin M Dougherty,8,10,7,11,6,0,14,11
Christine Donohue,,1,6,5,1,0,13,11
David Wecht,,,3,3,0,0,7,11
Anne E Lazarus,,,,1,2,0,8,11
John Henry Foradora,,,,,1,0,3,11
Dwayne D Woodruff,,,,,,0,0,11
Mark F Squilla,,,,,,,1,11
Total,32,18,15,14,8,0,27,11
,Justice Of The Supreme Court - Democrat,,,,,,District Council 1st District - Democrat,12
,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,Mark F Squilla,12
Kevin M Dougherty,8,11,6,4,1,0,0,12
Anne E Lazarus,,0,4,4,2,0,0,12
David Wecht,,,1,0,2,0,0,12
Christine Donohue,,,,1,0,0,0,12
John Henry Foradora,,,,,0,0,0,12
