col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Mayor - Democrat,,,,,,City Commissioners - Democrat,,,,,,1
,Jim Kenney,Anthony Hardy Williams,Doug Oliver,Lynne M Abraham,Nelson Diaz,T Milton Street Sr,Anthony Clark,Omar Sabir,Will Mega,Lisa M Deeley,Carol A Jenkins,Tracey L Gordon,1
Jim Kenney,47,0,0,0,0,0,21,19,17,12,14,9,1
Anthony Hardy Williams,,31,0,0,0,0,28,10,5,7,2,7,1
Doug Oliver,,,1,0,0,0,7,2,1,2,0,0,1
Lynne M Abraham,,,,1,0,0,2,0,1,2,2,0,1
Nelson Diaz,,,,,0,0,2,0,2,0,1,0,1
T Milton Street Sr,,,,,,1,0,0,0,0,0,0,1
Anthony Clark,,,,,,,1,9,6,6,8,5,1
Omar Sabir,,,,,,,,0,0,1,2,2,1
Will Mega,,,,,,,,,0,11,2,2,1
Lisa M Deeley,,,,,,,,,,0,0,1,1
Carol A Jenkins,,,,,,,,,,,0,3,1
Tracey L Gordon,,,,,,,,,,,,0,1
Total,105,76,9,5,3,1,62,31,27,23,19,16,1
,Mayor - Democrat,,,,,,City Commissioners - Democrat,,,,,,2
,Jim Kenney,Anthony Hardy Williams,Doug Oliver,Lynne M Abraham,T Milton Street Sr,Nelson Diaz,Anthony Clark,Omar Sabir,Will Mega,Tracey L Gordon,Carol A Jenkins,Lisa M Deeley,2
Jim Kenney,25,0,0,0,0,0,29,25,10,11,9,6,2
Anthony Hardy Williams,,17,0,0,0,0,25,7,10,3,5,1,2
Doug Oliver,,,3,0,0,0,3,3,1,1,0,0,2
Lynne M Abraham,,,,2,0,0,1,0,0,0,0,0,2
T Milton Street Sr,,,,,1,0,2,0,1,0,0,0,2
Nelson Diaz,,,,,,1,0,0,0,0,0,0,2
Anthony Clark,,,,,,,1,7,7,3,6,2,2
Omar Sabir,,,,,,,,1,0,2,0,1,2
Will Mega,,,,,,,,,0,0,2,1,2
Tracey L Gordon,,,,,,,,,,0,3,2,2
Carol A Jenkins,,,,,,,,,,,0,0,2
Lisa M Deeley,,,,,,,,,,,,0,2
