col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,Justice Of The Supreme Court - Democrat,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,All
,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,William K Greenlee,Helen Gym,Paul Steinke,Allan Domb,Sherrie Cohen,Blondell Reynolds Brown,Thomas Wyatt,Derek S Green,Isaiah Thomas,W Wilson Goode Jr,Jenne Ayers,Ed Neilson,Frank Rizzo,Carla M Cain,Marnie Aument Loughrey,Wilson Alexander,All
Kevin M Dougherty,43,"1,283",728,542,91,78,"1,205",874,802,755,682,566,402,429,367,401,246,293,240,145,99,95,All
Anne E Lazarus,,22,809,721,95,115,"1,043","1,119",987,758,757,482,495,408,401,330,287,160,196,150,110,79,All
David Wecht,,,23,338,53,58,669,624,580,455,456,311,326,281,221,256,144,157,115,51,54,62,All
Christine Donohue,,,,11,74,60,483,531,441,365,378,266,247,248,213,181,218,93,118,123,85,69,All
Dwayne D Woodruff,,,,,1,19,92,71,75,62,56,62,50,57,48,43,41,16,31,23,17,18,All
John Henry Foradora,,,,,,3,89,85,66,66,71,46,50,36,25,23,37,21,30,38,16,22,All
William K Greenlee,,,,,,,94,728,662,597,627,523,255,263,232,353,155,273,202,68,48,41,All
Helen Gym,,,,,,,,22,821,495,626,353,390,251,280,246,187,93,100,106,77,34,All
Paul Steinke,,,,,,,,,6,565,476,247,514,299,358,175,125,102,92,53,47,27,All
Allan Domb,,,,,,,,,,26,307,180,272,255,201,140,155,104,167,77,54,57,All
Sherrie Cohen,,,,,,,,,,,5,409,158,151,131,231,171,177,94,106,58,35,All
Blondell Reynolds Brown,,,,,,,,,,,,5,88,139,121,274,82,188,62,42,32,33,All
Thomas Wyatt,,,,,,,,,,,,,3,232,257,108,83,39,50,38,22,40,All
Derek S Green,,,,,,,,,,,,,,12,211,91,110,55,58,53,34,67,All
Isaiah Thomas,,,,,,,,,,,,,,,5,139,56,58,32,34,10,15,All
W Wilson Goode Jr,,,,,,,,,,,,,,,,1,41,151,60,16,4,14,All
Jenne Ayers,,,,,,,,,,,,,,,,,3,18,40,97,51,56,All
Ed Neilson,,,,,,,,,,,,,,,,,,0,27,9,9,9,All
Frank Rizzo,,,,,,,,,,,,,,,,,,,3,24,21,18,All
Carla M Cain,,,,,,,,,,,,,,,,,,,,0,49,16,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,0,11,All
Wilson Alexander,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"2,122","2,030","1,219","1,038",186,186,"1,858","1,513","1,365","1,198","1,079",793,702,692,605,570,418,358,334,220,143,141,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,Justice Of The Supreme Court - Democrat,,,,,,1
,William K Greenlee,Helen Gym,Paul Steinke,Sherrie Cohen,Allan Domb,Blondell Reynolds Brown,W Wilson Goode Jr,Derek S Green,Ed Neilson,Jenne Ayers,Thomas Wyatt,Isaiah Thomas,Frank Rizzo,Wilson Alexander,Carla M Cain,Marnie Aument Loughrey,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,1
William K Greenlee,18,72,65,57,57,47,28,15,25,14,18,20,15,6,1,1,136,100,74,36,12,12,1
Helen Gym,,0,50,42,32,29,16,13,9,14,22,16,6,4,5,1,70,76,47,30,6,5,1
Paul Steinke,,,1,25,40,13,5,10,9,5,17,16,7,2,3,1,62,55,30,15,6,5,1
Sherrie Cohen,,,,0,23,31,15,5,17,11,6,6,4,0,3,1,56,53,37,16,4,2,1
