col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,division
,District Council 8th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Cindy Bass,Kai Scott,Mia Roberts Perez,Abbe Fletman,Ken Powell,Rainy Papademetriou,Frances Fattah,Tracy B Roman,Daine Grey Jr,Stephanie M Sawyer,Lyris Younge,Betsy Wahl,Chris Mallios,Stella Tsai,Deborah Watson Stokes,Jennifer Schultz,Lucretia Clemons,Brian T Ortelere,Leon Goodman,Sherman Toppin,Leon A King Ii,Lynne M Summers,Thomas Martin,Vincent N Melchiorre,Anthony Kyriakakis,Shanese Johnson,Wayne M D Bennett,Michael Fanning,Scott Diclaudio,Chris Mccabe,Joshua Hill,Jodi Lobel,Edward William Louden Jr,Jon Marshall,James F Berardinelli,Sandjai Weaver,Marissa Brumbach,Vincent Furlong,Rania Major,Vince Giusini,Franklin A Bennett Iii,Tangie M Boston,Starr Marshall Cash,William J Ciancaglini,All
Cindy Bass,447,"2,015","1,753","1,389","1,429","1,268","1,321","1,272","1,174","1,156","1,160","1,065","1,029",977,"1,013",997,933,916,908,812,788,782,785,715,601,665,607,603,575,523,496,477,542,538,477,451,433,419,431,300,249,225,219,128,All
Kai Scott,,13,"1,377","1,239",841,"1,052",770,643,833,915,693,798,"1,006",766,689,524,595,649,351,428,470,401,540,695,520,396,341,493,193,407,301,330,201,151,263,246,218,178,201,149,109,122,118,54,All
Mia Roberts Perez,,,24,"1,063",751,907,694,613,711,798,512,720,887,778,647,574,515,493,295,414,399,357,399,570,485,318,274,457,188,332,313,317,161,112,207,214,224,133,209,109,84,108,118,41,All
Abbe Fletman,,,,6,720,998,416,494,592,568,289,635,"1,007",776,391,443,322,591,210,174,229,135,414,577,493,111,183,364,172,350,251,301,92,98,251,93,130,92,97,114,53,37,39,34,All
Ken Powell,,,,,16,641,591,711,488,400,438,290,577,338,295,436,258,557,467,261,312,263,500,380,251,204,247,421,308,203,252,173,283,323,230,138,92,194,128,104,99,65,60,46,All
Rainy Papademetriou,,,,,,11,441,481,523,503,246,540,763,647,378,412,313,672,242,159,212,162,426,535,493,131,138,325,147,248,189,246,118,193,242,97,152,114,116,76,53,40,51,30,All
Frances Fattah,,,,,,,16,616,364,424,430,316,292,226,415,345,347,399,352,377,339,389,470,316,94,349,272,322,152,162,157,114,168,203,110,190,182,205,197,90,120,115,95,57,All
Tracy B Roman,,,,,,,,18,425,368,496,276,327,219,313,402,263,462,375,248,267,345,448,335,90,269,213,345,372,98,136,103,297,262,180,162,156,196,208,109,100,97,82,49,All
Daine Grey Jr,,,,,,,,,14,668,509,460,472,486,518,324,281,293,358,290,314,294,215,296,365,247,236,190,238,161,173,148,199,190,237,160,128,177,143,131,83,90,88,38,All
Stephanie M Sawyer,,,,,,,,,,8,447,572,464,528,622,385,378,208,224,262,328,320,165,335,349,331,212,241,138,179,158,185,133,87,158,185,185,124,183,100,61,110,115,51,All
Lyris Younge,,,,,,,,,,,33,282,173,212,372,349,380,209,321,374,325,325,182,211,115,300,217,197,306,162,106,131,319,238,125,178,152,153,155,125,68,76,84,34,All
Betsy Wahl,,,,,,,,,,,,15,521,611,464,409,312,252,188,198,240,266,134,280,369,221,200,103,92,198,172,239,96,66,136,118,203,104,159,104,62,78,66,38,All
Chris Mallios,,,,,,,,,,,,,6,564,350,280,161,415,145,100,169,72,293,483,413,75,134,352,103,258,195,233,39,33,184,70,78,29,35,68,24,25,52,21,All
Stella Tsai,,,,,,,,,,,,,,11,439,384,308,268,152,176,211,198,106,275,435,180,123,104,72,219,220,263,64,47,169,139,143,71,151,75,49,70,60,26,All
Deborah Watson Stokes,,,,,,,,,,,,,,,5,302,358,107,316,281,280,354,162,257,241,288,214,110,113,186,126,196,108,98,151,169,185,130,160,75,76,131,119,56,All
Jennifer Schultz,,,,,,,,,,,,,,,,6,309,287,309,216,247,302,173,131,235,262,201,170,178,188,216,201,208,204,181,179,233,151,190,105,75,70,69,39,All
Lucretia Clemons,,,,,,,,,,,,,,,,,10,225,198,306,278,299,250,214,156,275,163,138,94,196,139,172,142,110,116,176,191,118,178,78,74,84,80,39,All
Brian T Ortelere,,,,,,,,,,,,,,,,,,13,231,139,154,116,399,356,180,97,135,258,169,200,98,128,140,190,205,63,89,104,88,65,53,32,32,22,All
Leon Goodman,,,,,,,,,,,,,,,,,,,22,228,292,240,230,78,105,175,230,92,261,108,157,110,237,326,205,151,110,172,113,96,88,73,52,45,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,15,250,245,197,103,82,178,155,109,128,138,120,99,115,122,92,121,105,153,103,70,99,67,77,37,All
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,8,240,167,106,153,237,218,115,123,82,155,100,181,119,124,167,95,137,135,95,94,85,63,41,All
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,12,184,76,77,263,187,90,128,94,133,131,130,123,93,130,174,155,193,82,81,90,82,60,All
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,2,339,99,153,190,294,108,171,119,72,110,144,93,96,91,128,94,90,78,42,46,30,All
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,1,220,99,75,342,96,150,66,82,77,34,70,93,48,40,48,50,33,19,25,33,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,3,58,109,103,71,125,138,165,49,60,127,51,99,45,41,87,44,19,21,21,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,6,145,109,82,65,89,80,139,80,57,163,125,101,154,62,57,85,62,38,All
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,11,97,116,99,116,61,109,116,126,117,100,117,105,140,122,56,37,34,All
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,101,91,81,87,87,62,52,74,65,47,53,38,65,27,51,23,All
Scott Diclaudio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,42,77,43,232,215,151,86,47,117,76,76,56,38,35,41,All
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,137,145,43,44,77,46,79,51,43,52,33,25,57,24,All
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,116,75,78,90,60,51,90,49,42,55,35,35,26,All
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,41,49,100,66,117,42,97,31,21,24,30,18,All
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,212,122,114,42,127,77,81,45,25,28,14,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,118,74,98,111,68,58,50,33,29,28,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,78,52,85,51,95,41,26,25,32,All
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,60,74,111,72,51,55,40,31,All
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,46,125,59,42,61,50,18,All
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,62,68,49,49,31,40,All
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,51,48,65,46,24,All
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,18,32,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36,19,21,All
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,38,21,All
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,All
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"4,879","2,474","2,136","1,774","1,630","1,617","1,495","1,427","1,426","1,403","1,388","1,353","1,325","1,244","1,201","1,182","1,106","1,074","1,030",941,917,889,887,865,805,749,700,695,662,653,622,612,602,598,583,506,491,474,469,345,273,249,241,150,All
,District Council 8th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Cindy Bass,Mia Roberts Perez,Abbe Fletman,Kai Scott,Rainy Papademetriou,Chris Mallios,Stella Tsai,Anthony Kyriakakis,Jennifer Schultz,Betsy Wahl,Ken Powell,Jodi Lobel,Stephanie M Sawyer,Joshua Hill,Daine Grey Jr,Chris Mccabe,Deborah Watson Stokes,Michael Fanning,Vincent N Melchiorre,Lucretia Clemons,Brian T Ortelere,James F Berardinelli,Lynne M Summers,Wayne M D Bennett,Frances Fattah,Leon Goodman,Tracy B Roman,Lyris Younge,Leon A King Ii,Sherman Toppin,Shanese Johnson,Marissa Brumbach,Rania Major,Thomas Martin,Tangie M Boston,Jon Marshall,Franklin A Bennett Iii,Sandjai Weaver,Vince Giusini,Edward William Louden Jr,Scott Diclaudio,Starr Marshall Cash,Vincent Furlong,William J Ciancaglini,1
