col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,1
,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Franklin A Bennett Iii,Daniel R Sulman,Matthew Perks,Christian Dicicco,Gary S Silver,William K Greenlee,Blondell Reynolds Brown,Helen Gym,Paul Steinke,Sherrie Cohen,W Wilson Goode Jr,Allan Domb,Isaiah Thomas,Derek S Green,Jenne Ayers,Carla M Cain,Ed Neilson,Thomas Wyatt,Frank Rizzo,Wilson Alexander,Marnie Aument Loughrey,1
Sharon Williams Losier,0,15,16,6,1,3,3,6,12,17,8,7,11,12,11,13,11,8,8,7,2,3,2,2,1
Joffie C Pittman,,0,11,3,7,8,0,2,13,10,11,8,12,12,8,6,4,10,5,4,3,2,1,2,1
Christine Hope,,,0,6,2,1,4,3,14,13,9,7,14,10,8,9,8,8,5,6,1,1,3,1,1
Franklin A Bennett Iii,,,,0,1,2,2,4,5,2,6,6,5,6,4,6,6,4,4,1,3,1,1,0,1
Daniel R Sulman,,,,,0,6,3,1,5,4,8,9,5,4,6,0,2,4,0,1,2,1,0,0,1
Matthew Perks,,,,,,0,1,0,3,2,5,5,4,5,3,3,4,3,4,0,2,1,1,1,1
Christian Dicicco,,,,,,,0,0,3,2,6,7,3,2,6,3,1,2,2,1,1,3,1,0,1
Gary S Silver,,,,,,,,0,3,4,2,7,3,3,4,5,5,2,2,1,2,1,0,0,1
William K Greenlee,,,,,,,,,1,15,8,11,12,11,7,7,5,4,3,9,3,3,1,0,1
Blondell Reynolds Brown,,,,,,,,,,0,8,6,10,14,6,8,6,5,1,7,1,1,1,0,1
Helen Gym,,,,,,,,,,,2,13,11,8,6,3,5,8,4,1,1,2,2,3,1
Paul Steinke,,,,,,,,,,,,0,8,5,12,3,4,6,3,1,4,4,1,1,1
Sherrie Cohen,,,,,,,,,,,,,0,10,4,6,3,6,6,7,1,0,0,3,1
