col_1,col_2,division
,Sheriff - Democrat,All
,Jewell Williams,All
Jewell Williams,487,All
Total,487,All
,Sheriff - Democrat,1
,Jewell Williams,1
Jewell Williams,20,1
Total,20,1
,Sheriff - Democrat,2
,Jewell Williams,2
Jewell Williams,38,2
Total,38,2
,Sheriff - Democrat,3
,Jewell Williams,3
Jewell Williams,15,3
Total,15,3
,Sheriff - Democrat,4
,Jewell Williams,4
Jewell Williams,14,4
Total,14,4
,Sheriff - Democrat,5
,Jewell Williams,5
Jewell Williams,28,5
Total,28,5
,Sheriff - Democrat,6
,Jewell Williams,6
Jewell Williams,12,6
Total,12,6
,Sheriff - Democrat,7
,Jewell Williams,7
Jewell Williams,25,7
Total,25,7
,Sheriff - Democrat,8
,Jewell Williams,8
Jewell Williams,24,8
Total,24,8
,Sheriff - Democrat,9
,Jewell Williams,9
Jewell Williams,16,9
Total,16,9
,Sheriff - Democrat,10
,Jewell Williams,10
Jewell Williams,48,10
Total,48,10
,Sheriff - Democrat,11
,Jewell Williams,11
Jewell Williams,33,11
Total,33,11
,Sheriff - Democrat,12
,Jewell Williams,12
Jewell Williams,38,12
Total,38,12
,Sheriff - Democrat,13
,Jewell Williams,13
Jewell Williams,38,13
Total,38,13
,Sheriff - Democrat,14
,Jewell Williams,14
Jewell Williams,10,14
Total,10,14
,Sheriff - Democrat,15
,Jewell Williams,15
Jewell Williams,25,15
Total,25,15
,Sheriff - Democrat,16
,Jewell Williams,16
Jewell Williams,51,16
Total,51,16
,Sheriff - Democrat,17
,Jewell Williams,17
Jewell Williams,12,17
Total,12,17
,Sheriff - Democrat,18
,Jewell Williams,18
Jewell Williams,25,18
Total,25,18
,Sheriff - Democrat,19
,Jewell Williams,19
Jewell Williams,15,19
Total,15,19
